study_accession	sample_accession	experiment_accession	run_accession	scientific_name	read_count	base_count	run_alias	fastq_ftp	sample_alias
PRJEB14847	SAMEA4347599	ERX1610213	ERR1539518	gut metagenome	23152534	4521542672	run_AWF_SPOSW_4_C4UJUACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539518/ERR1539518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539518/ERR1539518_2.fastq.gz	sample_AWF_749906_A1-030
PRJEB14847	SAMEA4347680	ERX1610254	ERR1539520	gut metagenome	27631046	5421743341	run_AWF_AMOSW_1_D11KBACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539520/ERR1539520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539520/ERR1539520_2.fastq.gz	sample_AWF_749906_A1-111
PRJEB14847	SAMEA4347553	ERX1610420	ERR1539525	gut metagenome	26273391	5040891710	run_AWF_TBOSW_1_C4VR1ACXX.IND16	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539525/ERR1539525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539525/ERR1539525_2.fastq.gz	sample_AWF_749906_A1-050
PRJEB14847	SAMEA4347725	ERX1610170	ERR1539628	gut metagenome	24782324	4912754987	run_AWF_VTOSW_1_HAYJ5ADXX.IND19	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539628/ERR1539628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539628/ERR1539628_2.fastq.gz	sample_AWF_749906_A1_176
PRJEB14847	SAMEA4347559	ERX1610391	ERR1539526	gut metagenome	23990515	4712628485	run_AWF_QQOSW_8_C1JDKACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539526/ERR1539526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539526/ERR1539526_2.fastq.gz	sample_AWF_749906_B1 056
PRJEB14847	SAMEA4347536	ERX1610288	ERR1539629	gut metagenome	26488299	5189460493	run_AWF_FPOSW_3_D11TTACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539629/ERR1539629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539629/ERR1539629_2.fastq.gz	sample_AWF_749906_B1-112
PRJEB14847	SAMEA4347472	ERX1610412	ERR1539632	gut metagenome	22236133	4330588805	run_AWF_LVOSW_1_D14RHACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539632/ERR1539632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539632/ERR1539632_2.fastq.gz	sample_AWF_749906_B1_123
PRJEB14847	SAMEA4347631	ERX1610396	ERR1539633	gut metagenome	26742964	5253870213	run_AWF_QFOSW_2_C1JJBACXX.IND21	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539633/ERR1539633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539633/ERR1539633_2.fastq.gz	sample_AWF_749906_B1 016
PRJEB14847	SAMEA4347739	ERX1610286	ERR1539533	gut metagenome	10422349	2059687051	run_AWF_AAEOSW_2_HAYK5ADXX.IND25	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539533/ERR1539533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539533/ERR1539533_2.fastq.gz	sample_AWF_749906_A1_186
PRJEB14847	SAMEA4347455	ERX1610395	ERR1539636	gut metagenome	26939396	5266430126	run_AWF_GNOSW_1_D11TTACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539636/ERR1539636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539636/ERR1539636_2.fastq.gz	sample_AWF_749906_B1-033
PRJEB14847	SAMEA4347722	ERX1610435	ERR1539647	gut metagenome	25653504	5060068859	run_AWF_NROSW_1_C1K1EACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539647/ERR1539647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539647/ERR1539647_2.fastq.gz	sample_AWF_749906_A1 158
PRJEB14847	SAMEA4347555	ERX1610205	ERR1539535	gut metagenome	43269956	4191297293	run_AWF_BCOSW_1_C0BCMACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539535/ERR1539535.fastq.gz	sample_AWF_749906_C1-001
PRJEB14847	SAMEA4347552	ERX1610240	ERR1539536	gut metagenome	22617772	4418521922	run_AWF_FROSW_1_C0UT3ACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539536/ERR1539536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539536/ERR1539536_2.fastq.gz	sample_AWF_749906_C1-003
PRJEB14847	SAMEA4347746	ERX1610383	ERR1539648	gut metagenome	25555390	4949792784	run_AWF_LDOSW_1_D14MKACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539648/ERR1539648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539648/ERR1539648_2.fastq.gz	sample_AWF_749906_A1_063
PRJEB14847	SAMEA4347556	ERX1610397	ERR1539537	gut metagenome	31418215	6205506771	run_AWF_NPOSW_1_C1K1EACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539537/ERR1539537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539537/ERR1539537_2.fastq.gz	sample_AWF_749906_AI 008
PRJEB14847	SAMEA4347480	ERX1610415	ERR1539541	gut metagenome	28909611	5730326757	run_AWF_KFOSW_3_C0UW8ACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539541/ERR1539541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539541/ERR1539541_2.fastq.gz	sample_AWF_749906_B1-024
PRJEB14847	SAMEA4347484	ERX1610354	ERR1539649	gut metagenome	27791641	5472094367	run_AWF_VMOSW_1_HAYJ5ADXX.IND13	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539649/ERR1539649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539649/ERR1539649_2.fastq.gz	sample_AWF_749906_A1_088
PRJEB14847	SAMEA4347639	ERX1610388	ERR1539543	gut metagenome	26091512	5070680930	run_AWF_IVOSW_2_C0UT3ACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539543/ERR1539543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539543/ERR1539543_2.fastq.gz	sample_AWF_749906_C1-018
PRJEB14847	SAMEA4347642	ERX1610381	ERR1539650	gut metagenome	30011046	5779560925	run_AWF_NGOSW_4_D14FJACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539650/ERR1539650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539650/ERR1539650_2.fastq.gz	sample_AWF_749906_A1_135
PRJEB14847	SAMEA4347586	ERX1610243	ERR1539548	gut metagenome	20969430	4157694521	run_AWF_BROSW_2_C0KU9ACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539548/ERR1539548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539548/ERR1539548_2.fastq.gz	sample_AWF_749906_B1-121
PRJEB14847	SAMEA4347508	ERX1610171	ERR1539654	gut metagenome	44095231	4330594687	run_AWF_AIOSW_8_C0BB7ACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539654/ERR1539654.fastq.gz	sample_AWF_749906_A1-081
PRJEB14847	SAMEA4347659	ERX1610323	ERR1539550	gut metagenome	8668835	1706612412	run_AWF_AAKOSW_2_HAYK8ADXX.IND30	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539550/ERR1539550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539550/ERR1539550_2.fastq.gz	sample_AWF_749906_B1_188
PRJEB14847	SAMEA4347525	ERX1610299	ERR1539553	gut metagenome	18144409	3480901315	run_AWF_TDOSW_1_C4VR1ACXX.IND18	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539553/ERR1539553_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539553/ERR1539553_2.fastq.gz	sample_AWF_749906_B1-040
PRJEB14847	SAMEA4347630	ERX1610314	ERR1539559	gut metagenome	22091678	4292077017	run_AWF_LQOSW_1_D14RHACXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539559/ERR1539559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539559/ERR1539559_2.fastq.gz	sample_AWF_749906_A1_123
PRJEB14847	SAMEA4347609	ERX1610291	ERR1539566	gut metagenome	24410971	4711898062	run_AWF_NKOSW_4_D14FJACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539566/ERR1539566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539566/ERR1539566_2.fastq.gz	sample_AWF_749906_B1_085
PRJEB14847	SAMEA4347510	ERX1610190	ERR1539567	gut metagenome	21618586	4209561885	run_AWF_GKOSW_3_C0UT3ACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539567/ERR1539567_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539567/ERR1539567_2.fastq.gz	sample_AWF_749906_A1-083
PRJEB14847	SAMEA4347563	ERX1610335	ERR1539570	gut metagenome	22913453	4535331696	run_AWF_BEOSW_1_C0KU9ACXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539570/ERR1539570_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539570/ERR1539570_2.fastq.gz	sample_AWF_749906_B1-011
PRJEB14847	SAMEA4347592	ERX1610432	ERR1539573	gut metagenome	26089883	5112772919	run_AWF_FBOSW_2_D11TTACXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539573/ERR1539573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539573/ERR1539573_2.fastq.gz	sample_AWF_749906_B1-002
PRJEB14847	SAMEA4347566	ERX1610281	ERR1539656	gut metagenome	23135120	4441983212	run_AWF_TEOSW_1_C4VR1ACXX.IND19	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539656/ERR1539656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539656/ERR1539656_2.fastq.gz	sample_AWF_749906_B1-010
PRJEB14847	SAMEA4347716	ERX1610303	ERR1539659	gut metagenome	31837216	3086951014	run_AWF_BNOSW_4_C0BCMACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539659/ERR1539659.fastq.gz	sample_AWF_749906_B1-091
PRJEB14847	SAMEA4347524	ERX1610416	ERR1539662	gut metagenome	21348003	4221460323	run_AWF_CAOSW_3_C0KU9ACXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539662/ERR1539662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539662/ERR1539662_2.fastq.gz	sample_AWF_749906_B1-161
PRJEB14847	SAMEA4347503	ERX1610201	ERR1539574	gut metagenome	29562566	2870374214	run_AWF_BIOSW_3_C0BCMACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539574/ERR1539574.fastq.gz	sample_AWF_749906_B1-051
PRJEB14847	SAMEA4347643	ERX1610208	ERR1539666	gut metagenome	17835786	3535282185	run_AWF_ABIOSW_2_HAYJVADXX.IND42	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539666/ERR1539666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539666/ERR1539666_2.fastq.gz	sample_AWF_749906_B1_180
PRJEB14847	SAMEA4347603	ERX1610334	ERR1539579	gut metagenome	18525373	3551204653	run_AWF_SNOSW_1_C4VR1ACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539579/ERR1539579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539579/ERR1539579_2.fastq.gz	sample_AWF_749906_A1-029
PRJEB14847	SAMEA4347741	ERX1610236	ERR1539580	gut metagenome	13449312	2662413364	run_AWF_AAGOSW_2_HAYK8ADXX.IND27	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539580/ERR1539580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539580/ERR1539580_2.fastq.gz	sample_AWF_749906_A1_188
PRJEB14847	SAMEA4347687	ERX1610436	ERR1539672	gut metagenome	28692494	5697095730	run_AWF_KGOSW_2_D11VRACXX.IND5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539672/ERR1539672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539672/ERR1539672_2.fastq.gz	sample_AWF_749906_B1-074
PRJEB14847	SAMEA4347641	ERX1610255	ERR1539582	gut metagenome	24786978	4806601780	run_AWF_IIOSW_2_C0UT3ACXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539582/ERR1539582_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539582/ERR1539582_2.fastq.gz	sample_AWF_749906_C1-017
PRJEB14847	SAMEA4347543	ERX1610341	ERR1539673	gut metagenome	20748450	4058461640	run_AWF_RKOSW_3_C1JJBACXX.IND11	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539673/ERR1539673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539673/ERR1539673_2.fastq.gz	sample_AWF_749906_A1-068
PRJEB14847	SAMEA4347507	ERX1610368	ERR1539584	gut metagenome	19015047	3727995548	run_AWF_CBOSW_4_C0KU9ACXX.IND8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539584/ERR1539584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/004/ERR1539584/ERR1539584_2.fastq.gz	sample_AWF_749906_B1-171
PRJEB14847	SAMEA4347499	ERX1610393	ERR1539586	gut metagenome	25275223	5024687054	run_AWF_VLOSW_2_HAY78ADXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539586/ERR1539586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539586/ERR1539586_2.fastq.gz	sample_AWF_749906_B1_ 080
PRJEB14847	SAMEA4347463	ERX1610165	ERR1539677	gut metagenome	24260021	4724049394	run_AWF_TLOSW_4_C4VR1ACXX.IND25	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539677/ERR1539677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539677/ERR1539677_2.fastq.gz	sample_AWF_749906_B1-030
PRJEB14847	SAMEA4347694	ERX1610253	ERR1539587	gut metagenome	39032428	3821831321	run_AWF_ALOSW_8_C0BB7ACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539587/ERR1539587.fastq.gz	sample_AWF_749906_A1-101
PRJEB14847	SAMEA104057378	ERX2033889	ERR1971003	gut metagenome	19239488	3856566538	run_BYQ_AAAAOSDA_1_C9GL9ACXX.12BA193	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/003/ERR1971003/ERR1971003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/003/ERR1971003/ERR1971003_2.fastq.gz	sample_BYQ_2_1_Conan_Q
PRJEB14847	SAMEA4347670	ERX1610173	ERR1539589	gut metagenome	22404342	4342450401	run_AWF_MDOSW_2_D14RHACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539589/ERR1539589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539589/ERR1539589_2.fastq.gz	sample_AWF_749906_A1_025
PRJEB14847	SAMEA4347728	ERX1610433	ERR1539591	gut metagenome	24901350	4939716105	run_AWF_LSOSW_1_HAYK8ADXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539591/ERR1539591_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539591/ERR1539591_2.fastq.gz	sample_AWF_749906_B1_023
PRJEB14847	SAMEA104057379	ERX2033890	ERR1971004	gut metagenome	16493817	3302852306	run_BYQ_AAABOSDA_1_C9GL9ACXX.12BA189	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/004/ERR1971004/ERR1971004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/004/ERR1971004/ERR1971004_2.fastq.gz	sample_BYQ_2_2_DIR_Q
PRJEB14847	SAMEA4347483	ERX1610426	ERR1539593	gut metagenome	15939862	3160886115	run_AWF_AAVOSW_1_HAYJVADXX.IND33	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539593/ERR1539593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/003/ERR1539593/ERR1539593_2.fastq.gz	sample_AWF_749906_A1_087
PRJEB14847	SAMEA104057381	ERX2033892	ERR1971006	gut metagenome	32121557	6439905091	run_BYQ_AAADOSDA_4_C9GL9ACXX.12BA229	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/006/ERR1971006/ERR1971006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/006/ERR1971006/ERR1971006_2.fastq.gz	sample_BYQ_2_4_Thistle_Q
PRJEB14847	SAMEA4347508	ERX1610188	ERR1539595	gut metagenome	27328443	5361004673	run_AWF_AIOSW_1_D11KBACXX.IND10	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539595/ERR1539595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539595/ERR1539595_2.fastq.gz	sample_AWF_749906_A1-081
PRJEB14847	SAMEA104057382	ERX2033893	ERR1971007	gut metagenome	19574329	3920823566	run_BYQ_AAAEOSDA_3_C9GL9ACXX.12BA241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/007/ERR1971007/ERR1971007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/007/ERR1971007/ERR1971007_2.fastq.gz	sample_BYQ_2_5_Hankey_Q
PRJEB14847	SAMEA4347529	ERX1610355	ERR1539602	gut metagenome	27275155	5352082148	run_AWF_BAOSW_2_D11KBACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539602/ERR1539602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/002/ERR1539602/ERR1539602_2.fastq.gz	sample_AWF_749906_A1-191
PRJEB14847	SAMEA104057385	ERX2033896	ERR1971010	gut metagenome	16029455	3208256916	run_BYQ_AAAHOSDA_2_C9GL9ACXX.12BA277	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/000/ERR1971010/ERR1971010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/000/ERR1971010/ERR1971010_2.fastq.gz	sample_BYQ_2_8_Peacemaker_Q
PRJEB14847	SAMEA4347591	ERX1610153	ERR1539609	gut metagenome	25483565	4986412548	run_AWF_PPOSW_2_C1JJBACXX.IND18	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539609/ERR1539609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539609/ERR1539609_2.fastq.gz	sample_AWF_749906_A1-159
PRJEB14847	SAMEA104057387	ERX2033898	ERR1971012	gut metagenome	21495564	4297379022	run_BYQ_AAAJOSDA_4_C9GL9ACXX.12BA191	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/002/ERR1971012/ERR1971012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/002/ERR1971012/ERR1971012_2.fastq.gz	sample_BYQ_2_10_A_Q
PRJEB14847	SAMEA4347546	ERX1610325	ERR1539616	gut metagenome	42449701	8295658430	run_AWF_SDOSW_7_C2420ACXX.IND23	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539616/ERR1539616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/006/ERR1539616/ERR1539616_2.fastq.gz	sample_AWF_749906_B1-117
PRJEB14847	SAMEA104057396	ERX2033907	ERR1971021	gut metagenome	38467185	7718429783	run_BYQ_AAASOSDA_4_C9GL9ACXX.12BA219	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/001/ERR1971021/ERR1971021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/001/ERR1971021/ERR1971021_2.fastq.gz	sample_BYQ_2_19_Peacemaker_1
PRJEB14847	SAMEA4347465	ERX1610343	ERR1539617	gut metagenome	21040302	4176645399	run_AWF_VFOSW_2_HAY78ADXX.IND7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539617/ERR1539617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539617/ERR1539617_2.fastq.gz	sample_AWF_749906_A1_078
PRJEB14847	SAMEA104057398	ERX2033909	ERR1971023	gut metagenome	23934496	4802329276	run_BYQ_AAAUOSDA_3_C9GL9ACXX.12BA243	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/003/ERR1971023/ERR1971023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/003/ERR1971023/ERR1971023_2.fastq.gz	sample_BYQ_2_21_Conan_7
PRJEB14847	SAMEA4347587	ERX1610122	ERR1539619	gut metagenome	24224623	4811863466	run_AWF_BDOSW_2_HAYJ5ADXX.IND4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539619/ERR1539619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539619/ERR1539619_2.fastq.gz	sample_AWF_749906_B1-001
PRJEB14847	SAMEA104057399	ERX2033910	ERR1971024	gut metagenome	26069883	5226714231	run_BYQ_AAAVOSDA_2_C9GL9ACXX.12BA255	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/004/ERR1971024/ERR1971024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/004/ERR1971024/ERR1971024_2.fastq.gz	sample_BYQ_2_22_DIR_7
PRJEB14847	SAMEA4347501	ERX1610114	ERR1539621	gut metagenome	24304572	4775298980	run_AWF_IFOSW_2_D11VRACXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539621/ERR1539621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539621/ERR1539621_2.fastq.gz	sample_AWF_749906_B1-055
PRJEB14847	SAMEA104057405	ERX2033916	ERR1971030	gut metagenome	48824343	9803300371	run_BYQ_AABBOSDA_3_C9GL9ACXX.12BA232	ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/000/ERR1971030/ERR1971030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR197/000/ERR1971030/ERR1971030_2.fastq.gz	sample_BYQ_2_28_Peacemaker_7
PRJEB14847	SAMEA4347696	ERX1610108	ERR1539627	gut metagenome	26142212	5130367756	run_AWF_EVOSW_2_D11TTACXX.IND9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539627/ERR1539627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539627/ERR1539627_2.fastq.gz	sample_AWF_749906_A1-102
PRJEB14847	SAMEA4347582	ERX1610311	ERR1539637	gut metagenome	40293238	3968366798	run_AWF_AEOSW_7_C0BB7ACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539637/ERR1539637.fastq.gz	sample_AWF_749906_A1-041
PRJEB14847	SAMEA4347511	ERX1610319	ERR1539638	gut metagenome	26206206	5209044951	run_AWF_TVOSW_1_HAY78ADXX.IND1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539638/ERR1539638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/008/ERR1539638/ERR1539638_2.fastq.gz	sample_AWF_749906_A1_098
PRJEB14847	SAMEA4347477	ERX1610332	ERR1539639	gut metagenome	20790032	4000725784	run_AWF_TGOSW_1_C4VR1ACXX.IND21	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539639/ERR1539639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/009/ERR1539639/ERR1539639_2.fastq.gz	sample_AWF_749906_B1-020
PRJEB14847	SAMEA4347578	ERX1610316	ERR1539641	gut metagenome	40103627	7841912941	run_AWF_SBOSW_7_C2420ACXX.IND21	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539641/ERR1539641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539641/ERR1539641_2.fastq.gz	sample_AWF_749906_B1-017
PRJEB14847	SAMEA4347492	ERX1610399	ERR1539645	gut metagenome	27579972	5310281979	run_AWF_NFOSW_4_D14FJACXX.IND6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539645/ERR1539645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/005/ERR1539645/ERR1539645_2.fastq.gz	sample_AWF_749906_A1_085
PRJEB14847	SAMEA4347679	ERX1610116	ERR1539651	gut metagenome	25698013	5098522847	run_AWF_BBOSW_2_HAYJ5ADXX.IND2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539651/ERR1539651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/001/ERR1539651/ERR1539651_2.fastq.gz	sample_AWF_749906_C1-021
PRJEB14847	SAMEA4347538	ERX1610348	ERR1539657	gut metagenome	24973804	4949463577	run_AWF_PFOSW_2_C1K1EACXX.IND12	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539657/ERR1539657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/007/ERR1539657/ERR1539657_2.fastq.gz	sample_AWF_749906_B1 058-2
PRJEB14847	SAMEA4347605	ERX1610442	ERR1539660	gut metagenome	24527312	4735810553	run_AWF_LEOSW_1_D14MKACXX.IND3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539660/ERR1539660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR153/000/ERR1539660/ERR1539660_2.fastq.gz	sample_AWF_749906_A1_113
