Abundance,1000IBD00135,1000IBD00599,1000IBD00046,1000IBD00556,1000IBD00269,1000IBD00563,1000IBD00689,1000IBD00613,1000IBD00680,1000IBD00060,1000IBD00407,1000IBD00610,1000IBD00132,1000IBD00670,1000IBD00565,1000IBD00682,1000IBD00017,1000IBD00256,1000IBD00577,1000IBD00387,1000IBD00053,1000IBD00645,1000IBD00121
g__GGB9719,0.25833,0,0,0,0.02607,0,0.01808,0,0,0,0.00729,0,0.01021,0,1.44481,0,0,0,0,0.00824,0.05515,0,0.00702
g__GGB3746,0.24752,0.34691,0.16497,0,0,0.03962,0,0,0.87285,0.14381,0.02034,0,0,0,0.01495,0,0,0.66638,0.00304,0.01176,0.74242,0,0.15414
g__Eggerthella,0.22089,0.47575,0,0.09999,0.41054,0.72412,0,0,0,0.44229,0,0,0,0.48337,1.17177,0,1.87093,0,0.00693,0,1.48932,0,0
g__Anaerotignum,0.20401,0.68071,0,0,0,0,0,0,0.0494,0,0,0,0.03127,0,0.11138,0.12757,0,1.03182,0,0.09344,0,0,0.06386
g__Sutterella,0.19842,0,0.0879,0,0,0,0.01742,0.23622,0.11668,0,0,0.09477,0,0.01461,0,0,0.06783,0,0.08382,0,0.29149,0.65238,0.1446
g__GGB9760,0.1855,0,0,0,0.99846,0,1.14709,0.03772,0.22976,0,0,0,0.2021,0,0,0.03248,0,0,0.29537,0,0,0,0.20688
g__Amedibacterium,0.16066,0,0,0.00467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74064,0,0
g__Eubacteriaceae_unclassified,0.15046,0.10072,0.66039,0.01595,0,0,0,0.52833,0.0272,0.23202,0,0,0,0.03811,0,0.2005,0,0.00496,0,0,0,0,0
g__Ruthenibacterium,0.14255,0,0.20404,0,0.28421,0.0241,0.35229,0,0.0043,0.05456,0.22073,0,0.03584,0.058,0.21394,0,0.06764,0,0.01624,0.00296,0.1716,0,0.00701
g__Bilophila,0.13019,0,0.09823,0,0,0,0.05357,0,0,0,0.08855,0,0.06471,0,0.07194,0,0,0.07131,0,0,0.15355,0,0
g__Intestinibacter,0.12997,0,0.0929,0.02125,0.15043,0.23476,0.13016,0.08142,0,0.43397,0,0.06195,0,0.24659,0.03663,0,0.15452,0.02873,0.09855,0.01239,0.05465,0,0.01644
g__Lachnoclostridium,0.12197,0.19892,0.43208,0,0.14366,0,0,0,0.13099,0.44873,0.09914,0,0,0.44986,0.32113,0,0.13915,0,0,0.0609,0.17966,0,0.12417
g__GGB74510,0.11037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05918,0,0,0,0,0
g__Oscillospiraceae_unclassified,0.08729,0.01924,0.05981,0,0.63886,0.02052,0.68547,1.83091,1.57702,0.01846,0.28281,0,0.62979,0.00326,0.34888,0.5918,0.00749,0,0.67099,0.0951,2.06298,0,0.56191
g__Gordonibacter,0.08544,0.1135,0.20444,0,0.19419,0,0,0,0,0,0.00856,0,0.00722,0,0.11519,0,0.15347,0,0.05203,0,0.33375,0,0
g__Mogibacterium,0.08366,0.01024,0.09533,0.009,0.05653,0,0.22397,0,0.25986,0.03823,0,0,0.02044,0.00164,0.19395,0.0678,0,0.01852,0.01086,0.10444,0.1398,0.00483,0.04673
g__Odoribacter,0.07928,0,0.26253,0.04802,0,0.05901,0.1162,0.09278,0.13925,0,0.69635,0.03587,0.17701,0,0.00168,0.07819,0.0075,0.01639,0.20357,0.0741,0.2127,0,0.10318
g__GGB2987,0.07675,0,0.04356,0,0,0.04888,0.07308,0.01619,0,0,0.00736,0,0,0.00405,0.02095,0,0,0,0,0,0.12071,0,0.00547
g__Butyricimonas,0.06842,0,0.02701,0,0.64484,0,0.47506,0,0.00453,0,0.02249,0,0.11726,0,0,0.30196,0,0.0212,0,0.0101,0,0,0.00856
g__Longicatena,0.06705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14663,0,0,0,0,0,0.64391,0,0
g__GGB51441,0.05853,0,0,0,0,0.13548,0.32216,0.10114,0,0,0,0,0.02831,0,0,0.03793,0,0,0,0.05635,0,0,0.02453
g__Amedibacillus,0.05805,0,0,0.12796,0,0,0,0,0,0,0,0,0,0,0.00926,0,0.02407,0,0,0,0,0,0
g__GGB3363,0.05236,0,0,0,0,0.15541,0,0,0,0,0,0,0,0,0.35277,0,0,0,0,0,0.15073,0,0
g__Turicibacter,0.04925,0,0,0.21849,0,0.1046,2.05012,0,0,0.06149,0.27948,0.02601,0,0,0,0,0.03903,0,0.01127,0,0,0.11643,0
g__Candidatus_Avimonas,0.04921,0.03983,0.03739,0,0,0.0409,0.06544,0,0,0,0.00784,0,0,0,0,0,0,0,0,0.00486,0,0,0
g__Lawsonibacter,0.04864,0.14791,0.11154,0.00668,0.05917,0.60383,0.02713,0.00099,0.11207,0,0.08998,0,0.24793,0.51091,0,0.13106,0,0.08607,0.02377,0.41203,0.47948,0,0.10817
g__GGB79734,0.04673,0,0,0,0,0,0.05546,0.7328,0.55323,0,0.02521,0,0.36878,0,0,0.18112,0,0,0,0,0,0,0
g__Firmicutes_unclassified,0.03958,3.555,0,0,0,0.01466,0,0.12957,0.25771,0,2.45897,0.48905,0.31978,0,0,0.06538,0,0.25482,0.60417,0,0,0,0.09812
g__Haemophilus,0.03692,0,0,0.27148,0,0,0,0,0,0,0,0.00702,0,0,0,0,0,0,0,0,0,0,0
g__GGB3819,0.03556,0,0.07983,0,0,0,0,0,0,0,0,0,0,0,0.12472,0,0,0.11352,0,0,0,0,0
g__GGB3548,0.03481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00825,0,0,0,0,0,0,0,0
g__Leuconostoc,0.03308,0,0,0,0,0,0,0,0.00819,0,0,0,0,0.02556,0,0.02194,0,0,0,0,0,0,0
g__Ruminococcus,0.03308,7.96595,1.30941,2.57144,2.8231,12.13709,2.26108,2.07598,11.73528,4.54438,1.87315,0,7.31582,5.57319,8.83625,3.2478,9.93015,7.91198,12.39416,14.03678,0,0.04299,10.33732
g__GGB16040,0.03168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05188,0,0,0,0,0
g__Escherichia,0.03062,0,0,0,0,0,0.18307,0.00995,0.66612,0.03227,0.58821,0,0,0,0.00249,0,0,0,0,0,0,0,0
g__GGB2653,0.02959,0.03052,0.06487,0,0.42967,0.05948,0,0.01293,0.01185,0,0,0,0.06345,0.09221,0.01307,0,0,0,0.03482,0.01665,0.30254,0,0.07556
g__Rheinheimera,0.02284,0,0,0,0,0,0,0.00743,0,0,0,0.08335,0.00432,0.08264,0.02958,0,0,0.00142,0,0.028,0,0,0.02429
g__GGB9474,0.02159,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04003,0,0,0,0,0,0
g__Erysipelatoclostridium,0.02027,0.04729,0,0,0.06015,0,0,0,0,0.12552,0,0.2459,0,0,0,0,0.46938,0,0,0,0.02436,0,0
g__Latilactobacillus,0.02004,0,0,0.14451,0,0,0,0,0,0,0,0,0.04042,0,0,0,0,0,0,0.09298,0,0,0
g__Hungatella,0.01991,0.03104,0,0,0,0,0,0,0,0,0,0,0.00753,0,0,0,0.00174,0,0,0,0.02713,0,0
g__GGB45432,0.01962,0.02299,0.02235,0,0.13272,0.08134,0.07959,0,0.01241,0,0.00668,0,0.00217,0,0,0,0,0,0.02054,0,0,0,0.0453
g__Flavonifractor,0.01911,0.73054,0.16309,0.03875,0.0321,0.25674,0.00584,0,0.0022,0.11373,0.1699,0.28278,0.00503,0.15894,0.46511,0,0.17154,0.06386,0.00805,0,0.64724,0,0.14818
g__Enterococcus,0.01869,0,0.00149,1.30815,0,0.01523,0.60958,0.21172,0,0,0.10659,0.08377,0,0,0,0,0.00833,0,0,0,0,0,0.1159
g__Hydrogenoanaerobacterium,0.01804,0.01705,0.0584,0.04051,0,0.0342,0,0,0.01998,0,0.01674,0,0.05093,0.09869,0.00929,0,0,0,0.02312,0,0.06304,0,0.05417
g__GGB34900,0.01758,0,0.05681,0.02824,0.15423,0,0,0,0,0,0.0478,0,0.01449,0.06166,0.00607,0,0,0,0,0.0309,0.1244,0,0.05667
g__Anaerosacchariphilus,0.01571,0,0,0,0,0,0,0.23691,0,0,0,0,0.0815,0,0,0.02619,0,0,0,0,0,0,0
g__Longibaculum,0.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Waltera,0.01161,0.6647,0,0,0.01539,0,0.01631,0,0,0,0,0,0.33128,0,0,0.17065,0,1.18248,0,1.88083,0,0,0.63659
g__Actinomyces,0.01122,0,0.02749,0.10611,0,0,0,0,0,0,0,0,0.01816,0,0.02277,0,0.12146,0,0,0.16069,0.02595,0.00087,0.00567
g__Massilicoli,0.01064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Massiliimalia,0.00754,0,0,0,0,0.00107,0,0,0,0,0,0,0,0.2051,0.04119,0,0,0,0,0,0,0,0.0074
g__Erysipelotrichaceae_unclassified,0.00738,0,0.02883,0,0,0,0,0,0,0,0,0,0,0,0,0.73227,0,0,0,0.03434,0,0,0
g__Massilimicrobiota,0.00734,0.03055,0.00871,0,0.05899,0,0,0,0,0,0,0,0,0.59852,0,0,0.0113,0,0.00227,0,0.03288,0,0
g__Phascolarctobacterium,0.00516,0,0,0,0,0,0.13532,1.0613,0.51886,0,0,0,0.33653,0.7507,0.36698,0,0,0,0,0,0.53864,0,0
g__Candidatus_Metaruminococcus,0.00459,0.00269,0.00117,0,0.03223,0.01356,0,0,0,0,0,0,0,0,0.05551,0,0,0,0,0,0,0,0
g__Neobittarella,0.0044,0,0,0,0.00101,0.00202,0,0,0,0,0,0,0,0.00707,0,0,0,0,0,0,0,0,0
g__Eisenbergiella,0.00423,0.10195,0.14817,0,0.32594,0,0,0,0,0.04192,0.01506,0,0,0.45201,0,0,0,0,0,0.00319,0,0,0
g__Enterocloster,0.00413,0.0699,0.01222,0,0.0072,0,0,0,0,0.3159,0.0616,0,0,0.02739,0.0596,0,0.04761,0,0,0,0.08064,0,0.10294
g__Candidatus_Pseudoruminococcus,0.00366,0.02068,0,0,0,0,0,0.00075,0,0,0,0,0,0,0.0012,0,0,0,0,0,0.00026,0,0.00461
g__GGB3612,0.00349,0,0,0,0,0,0,0,0,0.04514,0,0,0,0,0,0,0,0,0.00122,0,0,0,0.02695
g__Catenibacillus,0.00345,0,0.01901,0,0.0388,0.00395,0,0,0.00572,0,0.00893,0,0,0.04697,0,0,0,0,0.01119,0,0.0097,0,0
g__Dielma,0.00175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Clostridia_unclassified,0.00172,0.0029,0,0,0.02415,0.02837,0,0,0,0,0,0,0,0.01929,0.01176,0,0.02317,0.00276,0,0,0.13579,0,0
g__Candidatus_Allochristensenella,0.00166,0,0,0,0.05825,0,0,0.06572,0.01352,0,0,0,0.01983,0,0,0.00295,0,0,0,0,0.02421,0,0.00049
g__Anaerotruncus,0.00085,0,0,0,0,0,0.00105,0,0,0,0,0,0.00222,0,0,0,0.00109,0,0,0,0.00418,0,0
s__Eubacterium_rectale,13.40231,14.31787,0,22.11221,0,5.99574,1.48437,2.67787,5.7301,11.2024,1.02652,0,10.73066,0,10.77751,2.93941,0,5.8707,8.50741,3.83413,2.52531,8.16126,1.39374
s__Bacteroides_eggerthii,10.36299,0,0,0,0,0,0,0,0,0,0.0184,0,0,0,0,0,0,0,0,0,0,0,0
s__Dorea_longicatena,4.29057,1.44773,0.97899,3.07968,0,1.98612,2.01297,1.26894,0.21915,0.20218,0.10628,8.82696,0.8387,0,0,2.05377,1.78656,3.38518,0.58492,1.26892,0,2.85591,0.30437
s__Faecalibacterium_prausnitzii,4.25609,10.34287,5.40386,5.93016,1.45128,3.10265,1.76106,8.42021,4.61855,23.17886,0.33336,9.91443,9.73524,4.80321,1.06159,2.74801,8.0024,1.536,9.61567,4.07023,6.19994,1.96038,3.29927
s__Phocaeicola_vulgatus,3.55615,0,0,6.25287,0,0,1.03687,1.25319,2.31281,13.47494,2.61968,0,2.76631,11.11483,0.03548,0.36337,0,1.59265,0.21909,0.14441,4.04023,2.77608,1.04347
s__Fusicatenibacter_saccharivorans,3.4263,5.61591,0,6.10704,0,3.84448,1.12447,1.29532,1.56986,1.88727,0.12373,4.10321,0.91002,0,0.8771,0.49096,0,5.38618,3.5049,1.32626,0,0,1.06936
s__Anaerostipes_hadrus,3.34071,1.41273,0.9723,2.19701,3.15827,3.21341,0.58158,0.8571,0.25721,1.0729,0,2.2064,2.44272,0,0.69376,0.31592,3.21103,1.30261,0.80244,0.17504,3.3001,3.6636,1.53887
s__Bifidobacterium_adolescentis,3.26736,0,2.90758,6.60369,6.86548,0,0.12664,1.91426,3.41668,2.82769,2.60638,0.72016,2.51456,7.34123,0,0.15049,18.52988,0.10101,3.65573,1.25232,10.50063,0,5.54913
s__Streptococcus_thermophilus,2.84504,0.6428,0,0,0.09172,0,0,0.75774,0.00568,0.39393,0,0.86092,0.01873,0,0.93878,0.20248,1.99541,0,0,0.10856,3.80449,0,0
s__Blautia_sp_MSK_20_85,2.78498,0,0,0,0,0,0.51794,0.35931,3.30442,0,0.00767,0,0,8.49943,1.58778,0.96322,0.56375,1.99367,3.4474,0,0,0,0
s__Blautia_wexlerae,2.72751,4.32607,2.81655,2.88117,0.88373,3.07281,0.3635,0.6772,2.96545,2.42745,0.93824,4.37867,4.56596,1.4067,13.10622,2.64252,9.19886,7.03861,3.25396,3.93972,9.11777,6.71152,1.12294
s__Bacteroides_uniformis,2.33029,0,6.26636,3.13754,0.96331,9.16541,2.11231,0.8724,2.51864,0,0.62547,1.32467,3.81942,6.17391,1.15442,0.52015,0.76429,1.09602,1.78092,1.79731,5.2959,0,0.81595
s__Coprococcus_comes,2.13618,0.09661,0,0.42759,0.5362,1.35113,3.04518,0.8739,0.42884,0,0.05603,2.09525,0.33075,0,2.32179,1.66671,0,2.35625,0.29571,0.7711,0.48883,0,0.84822
s__Bifidobacterium_longum,1.99582,3.23559,3.52315,0.85902,8.89328,2.71851,1.0391,0.57086,2.30895,8.0166,2.22925,1.47385,1.09795,5.58959,0,0.4705,10.10411,0.25268,1.94668,0.31781,8.77927,3.94812,6.93061
s__Blautia_massiliensis,1.88721,0,2.53606,5.79124,3.21117,1.59755,0.12574,0.09865,0.11052,0.78519,0.05716,1.82992,1.05526,0,0.36743,0.49347,0,0.73809,0.11597,1.43585,0,0,0.40716
s__Lachnospira_pectinoschiza,1.82053,0,0,0.38496,0.51079,0.39532,0.06005,0.6805,0,0,0,0,0.37503,0,0,0,0,0,0.42113,0.79048,0,0,0
s__Blautia_faecis,1.64844,0.8306,0.52001,0.55416,0.17421,0.40797,0.40375,0.46291,0.72969,3.8331,0.32745,0.10035,1.59404,0.09481,1.80229,0.23237,0,1.917,2.7896,2.65715,1.84031,0.11181,0.93942
s__Gemmiger_formicilis,1.60427,0,0,1.83682,0,2.4057,0,0,0,0,0,0,0,0,0,0,0.2198,0.59718,3.68847,1.3351,0,0,0
s__Vescimonas_coprocola,1.43585,0,0.27064,0,1.16246,0,0.20695,0.42656,0,1.45566,0.02526,0,0.23151,0,0.1065,0.05652,0,0.35919,0.38563,0,0,0,0
s__Ruminococcus_torques,1.38793,0.61653,0,0,1.45934,2.21633,1.952,0.50617,0,0,0.88063,1.87563,1.61604,0.07526,4.91511,1.18212,0.32408,1.90664,0.65726,0,0.5336,2.3199,0.60218
s__GGB79916_SGB4587,1.35306,0,0,0,0,0,0,0,0,0,4.76069,0,0,0,0,0,0,0,0,0,0,0,0
s__Adlercreutzia_equolifaciens,1.32179,0.13391,0.86963,0.04946,0,1.74142,0,0,0,0,0,0,0.12146,0,0,0,0,0.16592,0,0.01002,0,0,0.19451
s__Lactobacillus_delbrueckii,1.06762,0,0,0,0,0,0,0,0,0.00907,0,0,0,0,0,0,0.17715,0,0,0,0,0,0
s__Blautia_obeum,0.91733,0.09156,4.11648,0.94342,0.49845,0.37014,1.51779,0.53107,1.33044,0.13312,0.2244,1.07917,0.9032,3.49849,0.11548,1.14891,0,0.53345,1.3636,1.55873,0,0,0.33981
s__Dialister_invisus,0.89592,0,1.69497,2.86368,0.71435,2.78749,0,0,0,1.12551,0,5.06241,0,0,5.85928,0,1.55686,2.55881,2.07416,5.44783,2.28397,7.49509,4.77719
s__Phocaeicola_massiliensis,0.79882,0,0,0,0,2.99021,0,0,0,0,0,0,0.49598,0,0,0,0,0,0,0,0,0,0.29644
s__Faecalicatena_fissicatena,0.79395,0.10993,0,0,0,0.66337,0.10222,0.17242,0,0,0,0,0.48332,0,0.02982,0,0,0,0.8515,0.06811,0,0,0.53862
s__Coprococcus_catus,0.77845,0,0,0.04934,1.58803,0.46395,0.7464,0.43738,0.41578,0.23238,0.01901,0,0.30016,0,0.32653,0.093,0,0.42133,0.30269,0.57582,0,0,0
s__Ruminococcus_lactaris,0.76026,1.48443,3.22133,0,0,0.88027,0,0.00988,0,0,0,0,0,0,0,0.19878,0,2.20201,0,0,0,0,0.09302
s__Alistipes_finegoldii,0.71333,0.76648,0,0,0,0,1.72233,0.00492,0,0,0,0,0.02787,0,0.01013,0,0,0.00252,0,0.10977,0,0,0.04412
s__Clostridiales_bacterium_KLE1615,0.66911,0.8233,0.22447,0,0,0.46298,0.65937,0.16316,0.66655,0.01342,0,0,1.06025,0,0.31172,0.65974,0,2.14862,0.2665,0.21147,0,0,0.58756
s__Anaerobutyricum_hallii,0.62318,0,1.12079,0.90336,0,0.94628,1.3831,0.53603,1.46588,0,0.20245,0.55808,1.54011,0,1.71718,1.15569,1.43113,0,0.59178,0.89625,2.32472,0.53765,0.48016
s__Faecalibacillus_intestinalis,0.60951,0,0.04621,0,0.24127,0.44599,0.14283,0.61328,0.2413,0.08089,0,0.03063,0.25269,0,0.12825,0.01248,0,0.54519,0.18008,0,0,0.23914,0.06482
s__Dorea_formicigenerans,0.59649,0.61543,0.31017,0.65319,0.02954,0.28524,0.59091,0.33482,0.447,0.29804,0.04361,1.01477,0.37919,0,0,0.33979,0.84405,1.19763,0.27466,1.26501,0.8653,1.49897,0.32517
s__Phocaeicola_dorei,0.58459,0,3.23136,0.20215,0,0,0.52903,0,0.76915,0,0.52861,3.03336,0,0.21557,0.37079,0,1.65853,0,2.05908,0.48506,0,0,0
s__Alistipes_onderdonkii,0.58397,0,6.61978,0.17229,0.54362,0,0,0,0.00369,0,0,0,0.03754,0.05561,0.05212,0,0,0.16323,1.26803,0.85127,0.95322,0,0.06047
s__Collinsella_SGB14861,0.57088,0.97072,0,0,20.47243,0.25752,2.21506,0.96662,0.39892,0,0.19637,0,0.6034,0,0.14414,0.15608,0,0,0.76403,0.16223,0,0,0.41379
s__Bacteroides_ovatus,0.56153,0,0,0.30822,0.20938,1.84494,0,0,0.25533,0,0.03956,0,0.1028,0.3808,0.48284,0,0.76659,0.19453,0,0.11438,1.48402,0,0
s__Lachnospira_eligens,0.55311,0.29668,0.28553,0,0.1952,0,0.02065,5.82087,0.40892,3.43092,0,0,0.00805,0,0,0.31257,0,0.20477,0.0596,0.26441,0,0,0.0208
s__Blautia_luti,0.54798,2.11439,0,0,0.27549,0.38765,0.54162,3.08962,0,0.13642,0,0.09831,0,0,0,0.90843,0,0.03668,0.17091,0,0,0,1.3252
s__Evtepia_gabavorous,0.54331,0,0,0,0,0.57831,0,0.17673,0.27093,0,0,0,0,0,0.50106,0,0,0,0.26979,0.54628,0,0,0
s__Roseburia_sp_AM16_25,0.53143,0,0,0,0,0,0,0,0,0,0,0,0.00917,0,0,0,0,0,0,0,0,0,0.01605
s__Dysosmobacter_welbionis,0.5176,0.07915,0.31654,0.02448,0.41631,0.04001,0.05527,0,0.1015,0,0.038,0,0.13389,0.37516,0.35876,0.01355,0.22306,0.18642,0.06637,0.34632,0.61697,0,0.03288
s__Faecalibacillus_faecis,0.51642,0,0.38593,0,0,0.05568,0,0,0,0,0,0,0.01036,0,0,0,0,1.65882,0,0,0,0,0
s__Candidatus_Cibionibacter_quicibialis,0.45803,0.77421,3.24758,1.3844,4.16223,3.31465,2.47153,0.48715,3.63207,0,0.31535,0,1.74848,4.99222,2.9582,4.08609,0,3.66705,0.74638,0.06453,0,0,3.52139
s__Eubacterium_sp_AF34_35BH,0.43706,0,0,0,0,0.28063,0,0,0,0,0,0,0,0,0.30975,0,0,0.05375,0.07859,0.12353,0,0,0
s__Clostridiales_Family_XIII_bacterium_BX16,0.36748,0.12591,0,0,0.24479,0.23145,1.04219,0.24308,0.09545,0,0.10387,0,0.06569,0.03299,0,0.11178,0,0.0215,0.16171,0.08682,0,0,0.11419
s__Clostridiales_bacterium,0.34962,0,0.05984,0,0.04151,0.08902,0,0,0.03815,0,0,0.23641,0.00547,0.00328,0.08552,0,0,0.06326,0,0.03537,0,0,0
s__Agathobaculum_butyriciproducens,0.3358,0,0,0.2773,0,0.2984,0,0.10031,0.45465,0,0.08251,0.47843,0.18401,1.13939,0.76084,0.56864,0.62778,0.4567,0.31998,0.46529,0.38076,0.59467,0.32897
s__Lacrimispora_celerecrescens,0.32718,0.12001,0,0.00199,0,0,0.48388,0,0.25591,0.20888,0.06078,0.22371,1.26036,0,0,0.67675,0,2.89051,0,0.24726,0,0.70193,0.33256
s__Monoglobus_pectinilyticus,0.32114,0.19759,0.32085,0.00461,0,0,0,0,0,0.02925,0,0,0,0,0.00456,0,0,0,0.12175,0,0,0,0.25545
s__Blautia_hydrogenotrophica,0.30152,0,0.16032,0,0,0,0,0,0,0,0,0,0,0.21211,0.7488,0,0,0,0,0,0,0,0
s__Parabacteroides_merdae,0.30094,0,0,0.17311,0,1.90658,0.06875,0.62746,0.37707,0,0.70878,0,0.41511,0.11709,0.15099,0.01824,0.74385,0.34155,0.17153,0.12257,0.5735,0,0
s__Dorea_sp_AF36_15AT,0.29209,0,0,0,0.36551,0.03148,0.14919,0.05407,0.20353,0,0,0.58091,0.19152,0,0,0.14256,0,0.2664,0.05655,0.12315,0.97289,0,0.10948
s__GGB9512_SGB14909,0.27533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95834,0,0,0.84674,0,0.35424,0,0,0
s__Clostridiaceae_bacterium,0.26713,0.74558,0.14018,0.20459,0.00508,1.11123,0,0.19122,0.80144,1.53743,0.05132,0.47568,0.51312,0,0.28134,0.16777,0,1.25537,0.30984,0.94083,0.28297,0.01328,0.39474
s__Clostridium_fessum,0.26622,0,0,0,0,0,0.01232,0.06731,0.214,0,0,0.42058,0.09592,0,0.0663,0.14504,0,0.54818,0.0358,0.27668,0.21995,0,0.11693
s__GGB9719_SGB15272,0.25833,0,0,0,0.02607,0,0,0,0,0,0.00729,0,0.01021,0,1.44481,0,0,0,0,0,0.05515,0,0.00702
s__Anaerobutyricum_soehngenii,0.25783,1.05824,0,0,1.60453,0,0,0,0,0,0,0,0,0,0.35516,0,0,0.84674,0.29127,0.11962,0,0,0
s__Romboutsia_timonensis,0.25437,0,0.07282,0.36427,0.12991,0.28289,0.65106,0.3716,0,0,0.70786,0.6459,0.02583,0.11386,0.02321,0.51393,0.06407,0,0.00418,0,0.13971,0.02792,0.10459
s__GGB3746_SGB5089,0.24752,0.34691,0.16497,0,0,0.03962,0,0,0.87285,0.14381,0.02034,0,0,0,0.01495,0,0,0.66638,0.00304,0.01176,0.74242,0,0.15414
s__Roseburia_hominis,0.23638,0.27429,0,0,0,0.09323,0.01597,0,0,0,0.07648,0,0.25971,0,0.14309,0.04599,0,1.67883,0.27534,0.45805,0,0,0.46934
s__Roseburia_faecis,0.23318,3.987,2.73703,1.64193,0.05409,3.01511,0,8.8153,8.07598,0,0.12678,14.11102,0,0,3.93756,0.80506,7.58495,0,1.22192,5.76009,1.74044,1.61876,0.8496
s__Eggerthella_lenta,0.22089,0.47575,0,0.09999,0.41054,0.72412,0,0,0,0.44229,0,0,0,0.48337,1.17177,0,1.87093,0,0.00693,0,1.48932,0,0
s__Clostridium_sp_AF34_13,0.21449,0.38738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89696,0.17302,0.38153,0,0,0
s__Roseburia_intestinalis,0.21052,0.21318,0.33751,0,0.04184,0.37694,0,0,0,1.08623,0.0083,0,0,0,0,0,0.09206,0.02783,0.28078,0,0,0,0.02493
s__Anaerotignum_faecicola,0.20401,0.68071,0,0,0,0,0,0,0.0494,0,0,0,0.03127,0,0.11138,0.12757,0,1.03182,0,0.09344,0,0,0.06386
s__Blautia_glucerasea,0.1995,0,0.02898,0.06319,0.64602,0.08802,0.33744,0.03711,0.15851,0.25423,1.22761,0,0.72295,5.71911,0,0.37389,0,0.03883,0.08735,0.03097,0,0,0.21046
s__Sutterella_wadsworthensis,0.19842,0,0.0879,0,0,0,0.01742,0.23622,0.01753,0,0,0.09477,0,0,0,0,0.06783,0,0.08382,0,0.29149,0.65238,0.1446
s__Eubacterium_ramulus,0.18854,0,0.10266,0,0.12225,0,0,0.4885,0.1214,0,0,1.41266,0.18345,0,0.85605,0.25342,0.23338,0,0.12027,0.13023,0,0.28353,0.37648
s__Alistipes_ihumii,0.18742,0,0.60498,0,0,0,1.15452,0,0.02105,0,0.39771,0,0,0,0.02033,0,0,0,0.07664,0.09493,0,0,0.06535
s__GGB9760_SGB15373,0.1855,0,0,0,0.99846,0,0.05847,0.03772,0,0,0,0,0,0,0,0.03248,0,0,0.29537,0,0,0,0.01158
s__Blautia_SGB4815,0.17551,0,0,0,0,0.19796,0.90754,0.10406,0.19801,0,0.00908,0.05086,0.51066,0,0.27278,0.2232,0,0,0.02019,0.23058,0,0,0.05927
s__Amedibacterium_intestinale,0.16066,0,0,0.00467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74064,0,0
s__Lachnospiraceae_bacterium_Marseille_Q4251,0.15991,0.49216,0.2408,0.02275,0.18898,0.42055,0,0.31799,0.03959,0,0.01792,0,0.17566,0,0.08291,0.13366,0,0.03273,0,0.05536,0,0,0.31786
s__Lachnospira_sp_NSJ_43,0.1549,0.61721,0,0,0.14696,0.00487,0,0.03203,0,0,0,0,0,0,0,0,0,0.11112,0,0,0,0,0.03002
s__Eubacteriaceae_bacterium,0.15046,0,0.66039,0.01595,0,0,0,0.52833,0.0272,0.23202,0,0,0,0,0,0.2005,0,0.00496,0,0,0,0,0
s__Dorea_sp_AF24_7LB,0.14906,0,0,0,0,0.17317,0.47921,0.1067,0,0,0.02172,0.63578,0.13203,0,1.07151,0.12684,0,0.76497,0.39143,0.58064,0,0,0.08243
s__Ruthenibacterium_lactatiformans,0.14255,0,0.20404,0,0.28421,0.0241,0.35229,0,0.0043,0.05456,0.22073,0,0.03584,0.058,0.21394,0,0.06764,0,0.01624,0.00296,0.1716,0,0.00701
s__Bilophila_SGB15451,0.13019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Intestinibacter_bartlettii,0.12997,0,0.0929,0.02125,0.15043,0.23476,0.13016,0.08142,0,0.43397,0,0.06195,0,0.24659,0.03663,0,0.15452,0.02873,0.09855,0.01239,0.05465,0,0.01644
s__Collinsella_SGB4121,0.12389,0.02538,0.27803,0.01918,0.3421,0.06723,0.37238,0.01302,0.11157,0,0,0,0.03315,0,0,0,0,0.10472,0.06149,0.022,0.14904,0.07669,0
s__Eubacterium_ventriosum,0.11817,0,0,0,0,0,0.13701,0,0,0,0,0,0.68701,0,0,0.07902,0.59068,0.12401,0.23026,0.03916,1.44812,0.67278,0.33173
s__Alistipes_dispar,0.11697,0,0,0,0,0,0,0,0,0,0.00725,0,0,0,0.19218,0,0,0,0.00054,0.16043,0,0,0
s__Clostridium_symbiosum,0.11632,0.19892,0,0,0,0,0,0,0,0.14433,0,0,0,0,0,0,0,0,0,0,0,0,0
