Abundance,SAMN00034067,SAMN00034187,SAMN00095348,SAMN00078079,SAMN00073582,SAMN00147413,SAMN00070035,SAMN00146239,SAMN00042371,SAMN00069411,SAMN00142559,SAMN00144714,SAMN00099612,SAMN00146563,SAMN00143723,SAMN00088832,SAMN00095035,SAMN00063676,SAMN00031604,SAMN00143208,SAMN00073658,SAMN00097954,SAMN00041840,SAMN00141929,SAMN00143579,SAMN00146869,SAMN00143093,SAMN00146305,SAMN00095238,SAMN00037655,SAMN00142107,SAMN00065537,SAMN00065748,SAMN00087096,SAMN00034856,SAMN00085245,SAMN00034316,SAMN00147641,SAMN00097897,SAMN00087461,SAMN00146662,SAMN00141722,SAMN00088016,SAMN00076282,SAMN00139730,SAMN00085508,SAMN00087719,SAMN00069905,SAMN00142287,SAMN00100025,SAMN00034857,SAMN00086130,SAMN00085131,SAMN00082542,SAMN00074361,SAMN00100110,SAMN00142815,SAMN00037656,SAMN00087669,SAMN00042437,SAMN00146983,SAMN00088586,SAMN00096542,SAMN00084837,SAMN00087920,SAMN00075542,SAMN00141816,SAMN00141720,SAMN00039134,SAMN00087361,SAMN00146030,SAMN00143754,SAMN00094410,SAMN00082513,SAMN00147938,SAMN00146356,SAMN00099936,SAMN00087253,SAMN00139709,SAMN00142398,SAMN00087502,SAMN00142634,SAMN00088409,SAMN00146029,SAMN00095165,SAMN00083997,SAMN00045881,SAMN00099822,SAMN00147136,SAMN00139862,SAMN00145981,SAMN00142997,SAMN00073365,SAMN00095092
c__CFGB9718,0.00486,0,0,0.00039,0,0.00294,0,0,0,0,0.00611,0.00292,0,0.00979,0,0,0,0,0,0,0,0.02775,0,0,0.00173,0,0,0,0.00271,0,0,0,0,0.01362,0,0,0,0.00103,0,0,0,0,0,0,0,0.00385,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,0.0135,0,0,0,0.02775,0.00079,0,0.11978,0,0.00459,0,0,0.00193,0,0,0.00031,0.01941,0.00655,0,0,0,0,0,0,0,0.0151,0
c__CFGB1126,0.00376,0,0,0,0.00521,0.09409,0,0,0,0.00041,0.00212,0,0,0.00488,0.00752,0.00068,0.00442,0,0.01886,0.05066,0,0.00457,0,0,0,0,0.01178,0,0,0,0.01901,0,0,0.00274,0,0.01816,0.01853,0.00415,0,0.0027,0,0.00369,0,0.00462,0,0,0.00291,0.00083,0,0.00262,0,0,0.00237,0.04258,0.00233,0,0,0,0,0,0.01096,0,0,0,0,0,0,0,0.01433,0,0.01626,0.00306,0,0,0.01357,0.00027,0.01084,0,0.01331,0,0,0.01158,0,0.00654,0,0,0,0.00295,0.00343,0,0.01531,0,0,0.0006
c__CFGB9581,0.00145,0,0,0,0,0,0,0.01058,0,0,0,0,0,0,0.11972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00186,0.00292,0,0,0,0.00131,0,0,0,0,0,0,0,0,0,0,0.00143,0,0,7e-05,0,0,0,0.02851,0,0,0,0,0,0,0,0,0.00048,0.00034,0,0,0,0,0,0,0,0,0,0,0,0.02492,0,0,0,0.02403,0,0,0.00379,0,0,0,0,0,0,0,0,0,0
o__Bacteroidales,55.70684,66.99908,89.29043,48.60526,83.7133,21.87288,91.38495,90.8989,89.47756,71.10514,74.87384,82.91147,91.28983,65.53541,50.15968,91.99935,67.18458,71.57635,61.11924,55.08861,72.7931,67.61099,96.84649,89.1442,65.71124,62.04291,83.4196,46.42653,65.33578,85.2703,55.14464,68.80504,85.72028,42.03361,33.34591,61.08327,44.24906,45.0603,70.72533,60.96944,71.11016,20.7743,69.38247,60.01215,84.78108,56.00023,87.9596,70.50939,85.17323,32.64002,42.98799,66.37424,82.57627,23.51457,74.22581,89.63992,68.35943,98.006,52.07762,94.65357,68.00544,69.30818,86.01564,90.76141,82.91797,88.91531,61.57293,56.57775,53.47524,56.41023,51.01958,26.97019,57.15552,95.00465,43.92787,73.64846,46.07276,89.67836,57.89959,88.68056,81.89361,62.9427,68.24257,20.79721,39.32718,96.83249,65.31475,65.00072,60.90231,89.5181,54.02982,57.53164,11.81475,49.28398
o__Eubacteriales,15.19532,21.18326,5.25085,32.57995,12.79025,28.30137,6.33906,5.68848,5.44682,18.91904,17.38116,7.33936,4.47537,17.92226,38.48206,4.23817,20.71477,3.94921,25.25814,34.09496,6.94376,24.85062,2.64502,7.59675,17.47197,23.11797,8.61328,8.44184,23.62807,1.36039,24.12171,16.01377,7.74014,37.54095,33.95731,22.71349,20.19059,19.57034,17.71751,17.05129,20.83008,13.24876,12.25842,19.10819,11.89935,20.24397,8.18364,9.937,11.42036,21.39291,38.84558,14.10393,14.47743,59.33884,13.96602,6.76162,8.88256,1.57699,39.63788,2.10994,22.68448,16.63965,10.89396,4.70621,11.80294,9.42645,17.413,27.78673,29.32048,28.76298,33.27397,49.53125,35.19896,2.60898,40.77949,16.19951,32.05489,3.25913,23.89248,7.27049,11.80559,22.07609,23.69925,40.44846,50.38949,1.95215,29.81144,26.27344,25.99507,4.27007,32.86546,34.37055,45.57797,31.01903
o__OFGB11479,12.09242,0,0,0,0,0,0,0,0,0,0,5.65106,0,0,0,0,0,0,0,0,13.32597,0,0,0,0,0,1.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__Burkholderiales,4.30848,1.89269,1.38567,4.01841,0.13739,0.31487,0.99466,0.00319,0,1.06117,0.39461,1.26561,1.92665,0.66083,2.47375,2.26575,1.11013,5.35531,0.00308,1.68666,1.07901,0.24751,0.0163,0,0.8277,2.12767,1.79607,0.00502,4.00043,0.0752,3.87649,0.0188,1.90473,0.91215,0.07513,1.16963,0.4591,3.14639,3.10499,0.79699,0,0,2.94839,1.65511,0.98005,2.05515,1.37583,2.22857,0.29586,0.04041,0.10454,0,0.38407,0.07913,0.1085,1.23608,0.75797,0.08856,1.51342,1.07554,0.45728,0.79449,0,1.86055,0.01287,0.0802,0.1627,0,0.09868,2.96629,0.03413,1.75295,0,0.1026,1.28125,0.00515,0.59201,1.18978,0.87916,2.30727,0,0.69928,0.08253,0.09552,0.98269,0.8497,0.50494,1.00284,3.65808,2.54405,4.5311,0.00342,0.10498,2.32744
o__Pseudomonadales,2.90756,0,0,1.16222,0,0.37789,0,0,0,0,0,0,0,0.73547,0.24958,0,0,0,0,0,0.17424,0,0,0,0,0,0,0,0,12.96878,0,0,0,0,19.47719,0,0,0,1.64955,0,0,0,0,0,0,0.64884,0,0.04005,0,2.0221,0,0,0,0.46437,0,0,0,0,0,0,0,0.51419,0,0,0,0,0,1.94678,4.13525,0,0,3.38557,0,0,0,0,0,0,0,0.01525,0,0,0,0,0,0,0.06123,0,0,0,0,0,0,0
o__Veillonellales,2.66897,0.0374,1.90712,0.07929,0.00175,0.0015,0.00124,1.08508,2.22302,1.65589,0.00293,0.00394,0.13095,0.28183,0.01542,0.00473,0.02406,3.40601,0.00152,0,0,0.14533,0.00114,0.81531,0,0.77345,0.01876,18.39547,0.01086,0.03722,0.05854,0.164,0.05386,0.01807,1.9415,0.46344,2.91557,0,0.2204,0,0,0.42606,0.03077,0.45482,0.00486,0.10745,0.00135,4.47072,0.13732,0.55674,2.41862,1.66745,0.0031,0.05099,0.11987,0.93561,7e-05,0.03925,0.98214,0.25659,0.00085,0.70641,0.89542,0.03405,0.01699,0.15576,0,0.12904,0,0.07267,0.0016,0.02512,0.00291,0.80271,0.0001,2.60398,3.44997,0.58357,1.15527,0.70924,0.09543,0,0.38169,0.3541,0.05319,0.01581,0.22834,0,1.1888,2.19728,0.01134,0.0034,0.36465,0.03734
o__Coriobacteriales,0.75148,0.12667,0.20323,0.56279,0.45194,0.48645,0.11678,0.29144,0.00302,0.91962,0.14516,0.06663,0.03895,0.27544,1.18701,0.05062,0.4114,0.04714,0.11403,0.42791,0.03439,0.15931,0,0.01269,0.14291,0.38166,0.29922,0.6449,0.95624,0.00478,0.51214,0.32138,0.42554,0.13364,2.87902,0.08735,0.23099,0.22809,0.27244,0.28571,0,0.40174,0.07181,0.7311,0.02392,0.1883,0.16292,0.24086,0.15351,0.15984,4.28742,0.34951,0.17036,0.12101,0.13949,0.0971,0.04095,0.00802,2.66314,0.05955,0.85774,0.44329,0.25522,0.32157,0.3229,0.00973,0.29912,0.50294,0.13736,0.49372,0.16477,0.17304,0.07678,0.04541,1.51867,0.05885,0.45807,0.08032,0.70531,0.06666,0.50726,0.09491,0.31384,0.05835,1.71603,0.05421,0,0.62664,0.35134,0,0.46903,0.05349,0.91583,0.32732
o__Erysipelotrichales,0.52186,0.06396,0.03838,0.09574,0.07928,0.27764,0.0432,0.10896,0.07058,0.16961,0.34986,0.05556,0.05683,0.23088,0.33155,0.03341,4.57866,0,0.09467,0.45159,0.02284,0.03829,0.03477,0.09521,0.13939,0.03897,0.12752,0.54354,1.21346,0,0.06835,0.01636,0.16497,0.58975,0.03825,0.03571,0.35951,0.23864,0.00597,0.22606,0,2.04827,0.04958,0.13314,0.11267,0.05062,0.19059,0.0999,0.10136,0.18535,0.0713,0.84364,0.09467,0.05351,0.03508,0.09544,0.24021,0.00151,0.86409,0.14584,1.27989,0.01998,0.10422,0.1721,0.06411,0.01698,0.4389,0.06087,0.19488,0.08339,0.06868,0.27183,0.42681,0,1.04684,0.03615,0.41305,0.18782,0.57719,0.08612,0.05681,0.03153,0.06904,0.3564,0.20904,0.01614,0.04181,0.27468,0.09836,0.3331,0.5234,0.1643,0.67267,0.21582
o__Enterobacterales,0.49488,0,0.04916,0,0.01212,0.11849,0,0.60596,0.22708,1.06427,0.05572,0,0.00474,0.00617,0.00058,0,0.01849,0.00134,0.00151,0,0,0,0,0.05008,0.1754,0,0.00155,0,0.05989,0.02782,0.14226,0.05475,0,0.02611,0.0165,0,0.02376,0.00422,0.00393,0,0,0.18077,2.37589,0,0.00178,0.00227,0.00086,0.00329,0.58875,0.01503,0,0,0.00395,0.01056,0,0.00041,0.00529,0.00808,0.14649,0,0.00842,0.005,0,0.00312,0.06065,0,0.13079,0.0059,0.00576,0.00137,0.00978,0,0.03656,0,0.06099,0.00242,0.00671,0,0.25756,0.00757,0.03885,0,0.03752,3.5455,0.00107,0,0,0.00166,0.02678,0,0,0,0,0.0238
o__Lactobacillales,0.49466,1.01776,0.06689,0.23986,0,0.47863,0.00202,0.00195,0.00111,0.19291,0.29587,0.00749,0.01078,0.16588,1.24587,0.00238,0.9501,0.0011,0.15583,0.00924,0.30371,0.52905,0.00246,0.00974,1.4176,0.1084,0.00908,11.04961,0.02669,0.03676,0.10249,0.04857,0.00208,0.16308,0.32864,2.49767,0.31544,0.44565,0.08292,0.68103,0,0.07525,3.02443,0.46174,0.01915,0.36063,0.00181,0.07818,0.04592,1.16777,0.40581,1.09217,0.0103,7.12635,1.2634,0.04591,1.04205,0.00107,0.03812,0.00325,0.32571,1.19689,0.04153,0.00385,0.10183,0.00522,2.98865,0.4622,2.22227,0.03315,2.45891,0.10829,0.00727,0.35458,1.24411,1.48141,1.50956,0.05637,0.37217,0.04567,1.08441,0.19519,0.16407,12.882,0.07246,0.00484,0.27631,0.35534,0.3272,0.17572,4.11291,0.07024,5.31735,0.46659
o__Bifidobacteriales,0.30141,0.16201,0,0,0.00491,1.32671,0.07398,0,0,0.7572,0.05384,0.07521,0.01026,0.05075,0.03045,0.06132,0,0.15667,0.63514,0,0.00598,0.12085,0.00475,0,0.2901,0.07288,0.08334,0,0.61487,0,0.68694,0.29433,0.17917,0,0.23464,0.13463,0.14004,0.11959,0.49896,0.1422,0.59841,0.81081,0.23424,0.48748,0.02132,0.00637,0,0.11917,0.05776,0.00155,0.41235,0,0.02443,0.00246,0.02118,0,0.00033,0,0,0,0,0.11313,0.46437,0.45353,0.08456,1.06732,0,0,0,0.04136,0,0,0,0.03683,0.03544,0.15971,0,0,2.58555,0.16209,0.17997,0.04806,0,0.43292,0.11894,0.14091,0,0,0.2508,0,0.07279,0.02314,0.82871,0.09374
o__OFGB76783,0.25083,0,0,0.00135,0,0.05074,0,0,0,0.05196,0,0.00422,0.0319,0,0.01227,0,0,0,0,0,0,0.01753,0,0,0,0.10786,0,0,0.49294,0,0.56282,0.22102,0,0,0,2.30728,0.28825,0,0,0.42571,0,0,0,0.07239,0.10548,0.00146,0,1.20918,0.1375,0,0,0.06905,0,0.13941,0,0,0,0,0,0,0,0.32891,0,0,0.06657,0,0.02772,0.00357,0.17723,0.40252,0,0,0.38357,0.13192,0.00103,0.23892,0.12398,0,0.48305,0.03345,0,0.04556,0.01228,0.04133,0.09164,0,0.54122,0,0,0,0,0.12311,0.48029,0.06521
o__OFGB76465,0.21604,0.02072,0,0.03163,0,0.09388,0,0,0,0,0,0.00346,0,0.0249,0.00941,0,0,0,0,0,0.00113,0,0,0,0.09243,0.13098,0,0,0,0,0,0,0,0.00127,0.05707,0.08702,0,0.03426,0.04347,0,0,0,0.06057,0.02641,0,0.02927,0,0.00633,0.00016,0.35838,0.07783,0,0,0,0.02499,0,0,0,0,0,0,0.03959,0,0,0,0,0,0.08236,0,0,0.06419,0,0,0,0,0,0,0,0,0,0,0.01494,0.10933,0,0,0,0,0,0,0,0,0,0,0
o__Desulfovibrionales,0.19753,0.13083,0.12254,0.09538,0.01452,0.24041,0.15318,0.10459,0,0.06465,0.40931,0.05234,0.19415,0.01346,0.32668,0.11505,0.13968,0.00206,0.19497,0.71921,0.02061,0.00682,0.0708,0.10654,0.16855,0.03933,0.05909,0,0.3967,0,0.05975,0.04595,0.04445,1.07053,0.00873,0.23284,0.12867,0.15267,0.05178,0.05098,0,0,0.14572,0.07984,0.02767,0.02717,0,0.36738,0.06292,0.31954,0.02041,0.0422,0.03408,0,0.07399,0,0.045,0.00262,0,0,0,0.14758,0.75348,0.0157,0.0071,0,0.12171,0.61228,0.04538,0.007,0,0.5998,0,0.00604,1.41975,0.18577,0.12734,0.16149,0.04518,0.05308,0,0.08533,0.46953,0.05397,0.04059,0,0.9848,0.07014,0.00943,0,0.13619,0,0.16543,0.05955
o__OFGB1798,0.17233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888,0,0,0,0,0,0.02939,0,0,0,0,0,0,0.27064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__Clostridiales,0.16218,0.37364,0.14089,0.06474,0.09122,2.32329,0.03452,0.10415,0,0.89922,0.23705,0.23258,0.01688,0.42505,0.31397,0.03259,0.26751,0,0.91955,1.19959,0.24597,1.65028,0.00261,0.06602,1.22466,0.74082,0.07365,0,0.12139,0.00585,1.55646,5.69559,0.34413,0.05617,0.58638,0.79736,0.26786,1.77198,0.31847,1.97533,0.5626,0,0.24858,1.10542,0.11099,0.08711,0.12611,0.02878,0.03231,0.12914,1.00078,0,0.10265,1.02201,0.58933,0.09807,0.40955,0.00796,0.35037,0.02234,0.00935,0.15,0,0.16273,0.32984,0.06977,0.52753,0.52638,0.23433,0.82606,1.32137,0.42281,0.91556,0.24894,0.49614,0.34369,0.1865,0.01495,1.1855,0.11723,0.02296,1.36158,0.66773,0.78018,0.13083,0.03957,0.05257,0.02749,5.57912,0,0.5569,0.28324,0.15078,0.51885
o__Chromatiales,0.0777,0.00971,0.0013,0,0.00235,0.00827,0.06679,0,0,0.00589,0.01395,0.00563,0.00617,0.00428,0.05705,0.12635,0.03017,0,0.01577,0.0192,0.00275,0.00355,0.07895,0.01914,0.02075,0.0107,0.07392,0,0,0,0.00988,0.37678,0,0.01108,0.10823,0,0.07862,0,0,0.01526,0,0,0.0103,0,0.01015,0,0.0048,0,0.00033,0,0.14506,0,0.01785,0,0,0,0.03291,0,0,0,0.03366,0.01386,0.11168,0,0.1831,0,0.00778,0,0.00934,0.01291,0,0.02106,0.00702,0,0.0603,0.04744,0,0,0.00442,0.02396,0.00915,0.00413,0.00796,0,0.01417,0.04077,0,0.0528,0.03553,0.01327,0.07739,0.02358,0,0.01376
o__OFGB343,0.05526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__Campylobacterales,0.05309,1.66406,0,0,0,0.0105,0,0,0,0.05494,0.03188,0,0.00112,0,0.0059,0,0,0,0,0,0,0,0,0,0,0,0,0.56872,0.07786,0,0,0,0,0,0,0,0.00336,0.01587,0,0,0,0.91093,0.14358,0,0,0,0,0.00094,0,0,0,0.62376,0,0.00124,0,0,0.00318,0,0.01317,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0,0.00052,0,0,0.01562,0,0.00142,0,0,0,0,0,0,0.00172,0,0.0044,0,0,0
o__OFGB3069,0.04137,0.02104,0,0,0,0.21489,0,0,0,0,0,0,0,0.00126,0.02334,0,0,0,0.08039,0,0,0,0,0,0.00834,0,0,0,0,0,0,0,0,0,0,0,0.02796,0.00575,0,0.03928,0,0,0.01252,0,0,0,0,0.00302,0,0.86922,0,0,0,0.04719,0.00485,0,0,0,0,0.00078,0,0.0135,0,0,0,0,0.26738,0.01933,0.00898,0,0,0.05182,0,0,0.08288,0.1394,0.01224,0,0.1886,0.01925,0,0,0.02179,0.02169,0.00769,0,0,0.03932,0,0,0,0,0.01969,0.0275
o__OFGB667,0.03999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB1011,0.03032,0.0179,0.04227,0.01783,0,0,0,0,0,0.04001,0,0,0,0.01282,0.03181,0,0.36439,0,0.03026,0.10535,0,0.16536,0.00655,0,0.00582,0,0.09304,0,0.26112,0,0.00868,0.60426,0,0,0.10895,0,0.16477,0.014,0,0.0224,0,0.06173,0.00791,0.01071,0,0.02804,0.02341,0.0037,0,0.01259,0.15839,0,0,0,0.00289,0,0.35844,0,0,0.00882,0.0164,0.00572,0,0,0.27907,0,0.05765,0.07695,0.00021,0.00258,0,0.07008,0.22709,0,0.11299,0.07838,0.13196,0,0.06536,0.00303,0.02164,0.00357,0,0.01952,0.00284,0,0,0.02824,0.03398,0,0.08717,0.03253,0.00338,0.04916
o__OFGB1473,0.02774,0,0,0,0,0,0,0,0,0,0.03015,0.02167,0,0,0,0,0,0,0,0,0.01995,0,0,0,0,0.00499,0.027,0,0,0,0,0,0,0,0,0,0,0.01438,0,0,0,0,0,0,0,0,0,0.00888,0,0,0,0,0,0,0.0049,0,0,0,0,0,0,0,0.01738,0,0,0,0,0,0,0,0,0.02281,0,0,0,0,0,0,0,0.01234,0,0,0,0,0,0,0,0,0,0,0,0,0.14058,0.01947
o__OFGB1201,0.02258,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03431,0,0,0,0,0,0.00032,0,0,0,0,0,0,0,0,0,0,0,0.00088,0,0,0,0,0.01423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198,0,0,0,0,0,0.00615,0,0,0.00422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805,0,0,0,0,0,0,0
o__Eggerthellales,0.02044,0.13518,0.00852,0.01338,0,0.04047,0.00725,0.00237,0.11168,0.02779,0.03389,0.02697,0.00079,0.01737,0.01801,0.00466,0.03398,0.00223,0.0733,0.54785,0.21543,0.16962,0,0.03446,0.02466,6.95934,0.00908,0,0.16441,0.01506,0.00946,0.23284,0,0.09407,0.06035,0.0287,0.10683,0.10373,0.00854,0.00864,0,0.07346,0.08303,0.04543,0.0041,0.01431,0.02145,0.00299,0.01466,0.06644,0.1279,0,0.00754,0.03198,0.22096,0.04396,0.0388,0.01728,0.09195,0.03679,0.00135,0.03862,0.10177,0.01064,0.06753,0.00941,0.00518,0.66539,0.13577,0.00257,0.009,0.01982,0.0542,0,0.3033,0.94222,0.01072,0.02043,0.02159,0.00817,0.01099,0.00477,0.02703,0.00043,0.52725,0,0.00127,0.02719,0,0,0.05889,0.01634,0.49438,0.04821
o__OFGB2982,0.01636,0.02906,0,0,0,3.3404,0,0,0,0,0,0,0,0.04079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00779,0,0,0,0,0,0,0.08521,0.01096,0,0,0,0.04711,0,0.00308,0,0,0.00053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778,0,0,0,0,0,0.01812,0,0,0,0,0,0,0,0.02574,0.22276,0,0,0,0,0,0.00278,0.02255,0.01524,0,0,0,0,0,0,0,0.08395,0.04726
o__OFGB2992,0.01277,0.02902,0,0,0,0.1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01169,0,0,0,0,0.01558,0,0,0,0,0,0.02426,0.02455,0,0,0,0,0.00866,0,0,0,0,0,0,0.11839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03251,0,0,0,0,0,0.0168,0,0,0,0,0,0,0,0.01699,0,0,0.00961,0,0,0,0,0,0
o__Clostridia_unclassified,0.01195,0.02472,0.08061,0.15342,0.05063,0.30408,0.03722,0.02711,0.29638,0.26202,0.04991,0.03253,0.05877,0.14342,0.20478,0.02098,0.20601,0,0.54287,0.57004,0.04835,0.01504,0.0353,0.04436,0.20741,0.07213,0.13665,0,0.48715,0.03034,0.07697,0.27658,0.11143,0.1417,0.39954,0.15573,0.72393,0.06659,0.05882,0.34425,0.2245,0.39153,0.03195,0.2323,0.2252,0.16802,0.0309,0.12616,0,1.36042,0.62942,1.30742,0.13606,0.38893,0.24985,0.31137,0.05477,0.03344,0.03488,0.08211,0.2734,0.04217,0.15506,0.11127,0.13962,0,0.49503,0.62957,0.59838,0.26624,0.41558,0.18564,0.45285,0.02054,1.43949,0.25261,0.73728,0.01855,0.27152,0.03634,0.02621,0.27731,0.53711,0.41691,0.09935,0,0.16789,0.92605,0.08326,0.07703,0.19426,0.3183,2.17027,1.01698
o__OFGB76388,0.01162,0,0,0,0,0,0,0,0,0.0135,0,0,0.01384,0.00254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03783,0,0.0557,0.01027,0.00041,0,0,0,0,0,0.00433,0,0,0,0,0,0.05519,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0.01389,0,0,0.04577,0,0.01976,0.0238,0.07393,0,0.04142,0,0,0.02601,0,0,0,0,0,0,0,0,0,0.01475,0.02425,0
o__OFGB76763,0.0111,0,0.02709,0.01158,0,0,0,0,0,0.01288,0.08633,0,0.00058,0,0.00217,0,0.01038,0,0,0,0,0,0,0,0.04286,0.01508,0.00154,0,0,0,0,0.01361,0,0,0,0.01591,0,0.00065,0.00485,0.0144,0,0,0,0.006,0,0.00635,0,0,0,0.05405,0,0,0,0,0.01934,0,0.00807,0,0,0,0,0.00114,0,0,0.00754,0,0,0,0,0,0.11897,0,0.12702,0,0.25533,0,0.01702,0.00966,0.00472,0,0,0.00049,0.04274,0,0.00364,0,0.00357,0,0.00051,0,0.00991,0.02706,0,0.00428
o__Victivallales,0.00846,1.72062,0,0,0,0.00054,0,0,0,0.0084,0,0.04112,0.1753,0.10458,0.09053,0,0,0,0,0.05731,0.07854,0,0,0,0,0,0,0,0,0,0,0,0,0.03009,0,0.16659,0,0,0,0.07735,0,0,0.26976,0.27056,0,0,0.04618,0.00281,0,0,0,0,0,0,0.02757,0,0,0,0,0,0,0.01687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08714,0,0.11485,0,0,0,0,0,0,0,0,0,0.00381,0,0.12045,0,1.77714,0.17537
o__OFGB3047,0.00641,0,0,0,0,0,0,0,0,0.01631,0,0,0.00685,0,0.00301,0,0,0,0,0,0,0,0.0273,0,0.00659,0.02241,0,0,0,0.00139,0.03047,0,0,0.02881,0,0.00022,0.08791,0.01207,0,0.02976,0,0,0.00243,0.02084,0,0,0.00061,0.00347,0.03664,0,0,0,0,0,0.02461,0,0,0.00451,0,0.00086,0.02128,0,0,0,0,0,0.00388,0,0,0.02653,0,0.01917,0,0,0.02689,0,0.02385,0,0.00453,0.0107,0,0,0,0.00327,0.01902,0,0.00087,0.04236,0,0,0,0,0,0.03618
o__OFGB9718,0.00486,0,0,0.00039,0,0.00294,0,0,0,0,0.00611,0.00292,0,0.00979,0,0,0,0,0,0,0,0.02775,0,0,0.00173,0,0,0,0.00271,0,0,0,0,0.01362,0,0,0,0.00103,0,0,0,0,0,0,0,0.00385,0,0,0,0,0,0,0,0.0012,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,0.0135,0,0,0,0.02775,0.00079,0,0.11978,0,0.00459,0,0,0.00193,0,0,0.00031,0.01941,0.00655,0,0,0,0,0,0,0,0.0151,0
o__Pasteurellales,0.0045,0.03736,0,0.32587,0.00935,0,0,0,0,0,0,0.0212,0.00482,0.0058,0.00068,0.00469,0,0.2304,0,0.00244,0.0028,0.00144,0.00053,0.00085,0,0,0,2.38165,0,0.00312,0.02847,0.01952,0.08539,0.01161,0,0,0.00353,0.00371,0.08982,0,0,0,0.05377,0.02445,0.02852,0.12019,0.00737,0.32446,0.00553,0,0.0075,0.08151,0.01081,0.01612,0.00594,0,0,0.00522,0.10989,0.00038,0.00226,0.068,0.00395,0.04703,0.00819,0.02294,0,0.03038,0.00462,0,0,0.00157,0.00104,0,0.00227,0,0,0,0.00369,0.0659,0.00173,0.00199,0.06351,0,0.10229,0.02138,0.03327,0.00753,0.46335,0.00247,0.01701,0.00236,0.00174,0.04975
o__OFGB1126,0.00376,0,0,0,0.00521,0.09409,0,0,0,0.00041,0.00212,0,0,0.00488,0.00752,0.00068,0.00442,0,0.01886,0.05066,0,0.00457,0,0,0,0,0.01178,0,0,0,0.01901,0,0,0.00274,0,0.01816,0.01853,0.00415,0,0.0027,0,0.00369,0,0.00462,0,0,0.00291,0.00083,0,0.00262,0,0,0.00237,0.04258,0.00233,0,0,0,0,0,0.01096,0,0,0,0,0,0,0,0.01433,0,0.01626,0.00306,0,0,0.01357,0.00027,0.01084,0,0.01331,0,0,0.01158,0,0.00654,0,0,0,0.00295,0.00343,0,0.01531,0,0,0.0006
o__Neisseriales,0.00157,0.00424,0,0.00468,0.00441,0,0.00503,0,0.00308,0.00361,0,0.0035,0,0,0.0005,0.00542,0,0.00417,0,0.00345,0.00276,0.00244,0.00664,0,0,0,0,3.86763,0,0.00064,0,0.00966,0.00598,0,0,0.00463,0.00705,0,0.01179,0,0,0,0.00251,0.0034,0.01563,0.00304,0,0.00869,0,0,0.00915,0,0.00528,0.01188,0.00289,0,0,0.00854,0,0.00512,0,0.00311,0.00471,0.00511,0.00756,0.00734,0,0,0.00645,0,0,0,0,0.00244,0,0,0,0,0.00459,0,0,0,0.00358,0,0,0.0047,0.00526,0,0,0.02505,0,0,0.00149,0
