Abundance,SAMN08049831,SAMN08049826,SAMN08049839,SAMN08049838,SAMN08049841,SAMN08049829,SAMN08049824,SAMN08049834,SAMN08049836,SAMN08049837,SAMN08049828,SAMN08049822,SAMN08049820,SAMN08049840,SAMN08049827,SAMN08049821,SAMN08049830,SAMN08049832,SAMN08049825,SAMN08049833,SAMN08049823,SAMN08049835
g__Fusicatenibacter,3.49357,0.29128,1.36742,2.72568,2.46285,1.08531,2.76178,3.19082,1.8463,0.79795,0.7047,0,0.98102,1.93696,0.10872,4.54808,5.83414,2.06462,0.73809,5.26059,1.36313,0.42283
g__Coprococcus,3.30467,2.88034,1.50665,1.55741,2.55666,2.96219,2.12413,2.13034,1.9772,1.583,4.02819,3.4604,3.11604,2.42192,1.00676,9.05214,2.03216,0.89974,2.02314,1.63634,0.85505,1.08948
g__Dialister,3.30095,0,0,2.88848,4.53696,0,3.56886,2.93475,0.93233,0,0.75508,0,1.75085,0,0.01205,2.04637,0,0,0,0,0.6068,0
g__Anaerobutyricum,2.78004,1.78844,1.09848,0,2.71822,2.33395,1.68148,2.26008,1.73727,1.79805,0.92446,11.15023,0.71178,1.33544,0.6634,0.98639,1.18961,0.32902,0.52133,2.07245,1.34931,1.72042
g__Roseburia,2.6559,3.32551,2.49606,9.78113,11.63091,2.25421,2.61945,3.15647,0.12427,0.70964,1.28004,0.96251,1.2011,0.80522,0.03989,1.73434,0.19181,8.41997,2.82322,7.21177,5.89058,0.14473
g__Muribaculum,2.28395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Pseudoruminococcus,2.10297,0,0,0,0,0,0,0.00192,0,0,0,0,6.62091,0,0,0,0,0,0,0,2.28316,0
g__Clostridium,2.10208,4.33116,0.63633,0.65331,0.16995,1.3316,2.5615,3.64994,0.27067,0.36714,0.63824,1.71913,2.16642,0.18778,0.88269,1.01063,0.02976,0.48178,1.56131,3.21279,0.47197,1.34359
g__Collinsella,2.07558,3.3119,9.14805,0.05881,2.6384,3.28082,3.79717,3.19012,8.58956,2.20039,2.05027,0.26828,1.43579,4.66367,1.08772,0.28773,5.10016,5.3841,3.66532,3.20641,2.48868,3.97816
g__Faecalicatena,2.00954,0.73341,0.09541,0,0,0.11556,1.58788,1.13269,0.34414,0,0.47073,0.1477,0.34591,0.00087,0.00266,0,0.02031,0.36929,0.2104,0.64828,0.79443,0
g__Anaerostipes,1.98976,1.17407,0.21046,6.63455,3.22182,1.62292,1.9196,1.8151,1.6007,1.6707,0.89818,0.56777,0.8975,2.27889,1.21218,0.9042,2.56041,0.14816,1.31739,1.99864,2.84462,2.46306
g__Bacteroides,1.72021,1.06966,0.04299,0.36073,1.38429,0.36351,1.90019,0.53195,0.10824,1.94999,3.92954,4.57477,1.12804,1.52262,8.12058,7.13674,0.03645,2.09534,2.0726,0.7944,8.79994,4.35814
g__Ruminococcus,1.35939,3.11183,0.01883,1.39492,0.80442,11.70652,8.97454,0,8.51073,3.00163,17.29146,6.27827,8.91469,3.7861,4.0842,12.90321,8.17352,15.25275,7.89951,7.57283,2.95905,4.3557
g__Phocaeicola,1.35039,0.61075,0.00632,0,0.78505,0.34493,1.09119,0.337,0.04386,0.41378,5.61669,2.90586,1.0774,1.23348,0.70919,2.03716,0.06927,0.33051,1.55817,1.02202,3.46876,2.72972
g__Clostridiaceae_unclassified,1.3131,1.3234,0.31583,0.78173,2.13642,1.51513,0.42897,2.79715,1.1491,0.88764,0.53555,0,0.60144,1.91975,1.12928,0.01167,1.12513,0.69878,1.31962,1.52341,0.87952,1.77464
g__Lacrimispora,0.91562,0.62168,0.26925,6.00718,1.82073,1.59857,0.01953,2.88577,1.43469,0.09298,0.34625,0,0.23943,0.73699,0.20111,0.02092,2.551,0.1538,0.68709,0.74477,0.30124,0
g__Mediterraneibacter,0.90135,2.46558,0.96022,8.09829,2.55556,1.84608,1.67268,2.50872,1.21617,0.38691,0.5658,0.28913,0.66438,1.1504,4.45884,3.31049,2.23187,10.81682,1.31767,0.72188,0.94345,1.3514
g__GGB9480,0.85448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Gemmiger,0.65176,0.34922,1.00106,2.41147,1.53978,2.17146,1.14103,0.1579,2.90142,1.5227,1.04347,0,0.72484,1.51489,0.65076,3.02783,2.63295,0.5375,1.00191,0,0,0.23892
g__Alistipes,0.61276,7.58182,0.83765,0.48539,0.42532,1.34212,0.68671,0.84008,0.4759,4.14714,2.47599,4.06515,0.17997,0.86267,4.09425,0.85821,0.08859,1.28617,1.54961,1.85136,5.11915,2.54622
g__Eubacteriales_unclassified,0.58469,0.91048,0.27431,0,0.63518,0.247,0.64079,0.83593,0.02061,0.0561,1.16297,0.63934,0.46957,0.41008,0.2967,0.54907,0.378,0.10573,0.79789,1.07522,0.13357,2.39236
g__Agathobaculum,0.53594,0.07383,0.30869,0.16236,0.46953,0.30424,0.5362,0.42338,0.30424,0.22309,0.37366,0,0.12505,0.23747,0.06126,0.08586,0.20125,0.11941,0.97665,0.60063,0.27326,0.023
g__GGB9713,0.47399,0.28365,0,0,0.05019,0.15466,0.03139,0.02145,0,0.13758,0,0,0.27708,0.02862,0.3463,0,0,0,0.15895,0,0.58411,0.69009
g__Firmicutes_unclassified,0.41873,0.31771,0.05975,0.52985,0.0976,0.56809,0.05407,0.9382,0.57683,0.14567,0.07593,0,0,0.06865,0.0177,0.09453,0.33085,0.39128,0.37044,0,0.38845,0.11248
g__GGB3746,0.4146,0.00474,0,0,0,0.07725,0,0,0,0.04362,0.00081,0.00546,0.08297,0.1496,0,0.0414,0,0,0.03798,0.00728,0.0334,0.06179
g__Oscillibacter,0.38297,1.61922,0.1059,0.00028,0.71836,0.42176,0.01662,0.34508,0.13942,0.41894,0.31492,0.05047,0.56356,0.41339,0.08226,1.37421,0,1.39356,0.32606,0.35311,0.81706,0.43128
g__GGB79973,0.338,0.01275,0.01463,0,0.94337,0.30181,0,1.84336,0.34106,0.37054,0.0434,0,0.02677,0.16059,0.00624,0,0,0.10318,0.34182,0,0.08834,0
g__Adlercreutzia,0.33559,0,0.30861,0,0.27018,0.15241,0.01437,0.62224,0.43975,0.37864,0.14516,0,0.02429,0,0.52889,0,1.07969,0.33271,0.33277,0.94175,0.08947,0.03637
g__Evtepia,0.33461,0,0,0,0.40901,0,0.44681,0,0.59107,0,0.45228,0,0,0,0.50509,0.73917,0,0,0,0,0.48585,0
g__GGB9524,0.26321,0.08552,0,0,0.01993,0.01532,0,0.11211,0,0.02363,0,0,0,0.10591,0,0,0,0.26323,0.07823,0,0.01305,0
g__Oscillospiraceae_unclassified,0.2194,0.42462,0.04617,0.11712,0.56102,0.05065,0.02481,0.31255,0.08814,0.41163,0.15906,0.15487,6.04078,0.19722,0.7384,0.16191,0.01415,0.74543,0.19701,1.03703,0.11754,1.08661
g__GGB32900,0.16121,0,0,0,0,0,0,0,0,0.00333,0,0,0,0,0,0,0,0.19423,0,0,0,0
g__Sutterella,0.15944,0,0,0,0.03125,0,0.0165,0,0,0,0.15012,0.01459,0.06733,0.01034,0.01649,0,0,0.0266,0.02271,0,0.24245,0.09337
g__Dysosmobacter,0.147,1.30752,0.01892,0.32684,0.17698,0.05529,0.19763,0.00129,0.00925,0.24672,0.25871,0.0193,0.33467,0.08476,0.20283,0.50279,0.0246,0.59686,0.29894,0.21678,0.54474,0.43447
g__GGB9760,0.14428,0.58718,0.26384,0,0.3342,0.35658,0.14921,0.33701,0.25317,0.13085,0.20244,0,0.25821,0.20797,0.45529,0.17972,0,0.3339,0.26931,0,0.2001,0.35917
g__Lawsonibacter,0.14176,0.07779,0.00484,0.02931,0.0297,0.05314,0.00115,0.1194,0.00422,0.05504,0,0,0.02052,0.04061,0.03247,0,0.09053,0.18,0,0.49054,0.13938,0.34784
g__GGB2982,0.08608,0,0,0,0,0.10356,0.05052,0.05761,0,0,0,0,0,0,0,0,0.1237,0,0,0.11276,0,0.29625
g__Streptococcus,0.08143,1.34321,2.80203,2.35364,2.53002,2.0484,0.34997,0.71128,0.10345,0.11403,0.38969,0.18536,0.12562,0.37274,0.21911,0.13105,3.62988,0.01354,0.28511,0.10076,1.08367,0.16316
g__GGB9627,0.07365,0.09271,0,0,0.02439,0.0209,0,0.00235,0.00227,0,0,0,0,0.02658,0,0,0,0,0.00054,0,0,0.01194
g__GGB4566,0.06839,0,0,0,0,0.52553,0,0,0.09402,0,0,0,0.03529,0.0047,0,0,0,0,0.00047,0.05235,0.15431,0
g__GGB3653,0.06657,1.44586,0,0,0.27562,0.17464,0.0198,0.00784,0.08549,0.77463,0.22373,0,1.44314,0.24876,0.13054,0,0,0,0.14974,0.26042,0.01749,0.24265
g__GGB3109,0.06637,0.03108,0,0.14766,0,0.02391,0.0004,0,0,0.04795,0.08232,0.07926,0.14835,0.02508,0.0388,0,0,0,0.10729,0,0.03166,0
g__GGB80011,0.06582,0.64376,0.38908,0,1.22686,0.08133,1.31654,0.05392,0.00393,1.89176,1.20598,0,0.16366,0,0,0,0,0,0.18283,0,0.12831,0.01518
g__GGB9512,0.0624,0,0,0,0,0.09976,0.02741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB33928,0.0603,0.06491,0,0,0.02533,0.03042,0,0.0267,0,0.11935,0,0,0.03104,0.02981,0.08182,0,0,0,0.01237,0,0,0.05671
g__GGB9186,0.05436,0,0,0,0.0164,0,0,0,0,0,0,0.50542,0,0.00205,0.00849,0,0,0.0254,0,0,0,0.07411
g__GGB9708,0.05152,0.04029,0,0,0.00777,0.04761,0,0.02757,0.00652,0.01575,0.09345,0,0.36277,0.46323,0.42168,0,0.00058,0.60039,0.15103,0,0.5369,1.00762
g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified,0.04967,0.34516,0.10443,0,0.05054,0.3513,0.17407,0.15644,0.34013,0.24276,0.40546,0.42108,0.06139,0.08064,0.24643,0,0.31152,0.19057,0.23567,0,0.11216,0.41586
g__GGB2653,0.0491,0,0,0,0.02863,0,0.08089,0.0137,0,0.00382,0,0,0,0.03938,0.0455,0,0.09286,0.09022,0,0,0.09304,0.2986
g__Bilophila,0.04832,0.24794,0,0.00025,0,0,0.01893,0,0,0.0507,0.00155,0.3334,0,0.00164,0.14955,0.09111,0,0.00307,0.1574,0.00065,0.16032,0.04688
g__GGB3510,0.04281,0,0,0,0,0.02171,0,0,0.00119,0,0,0,0,0.0049,0,0,0.00623,0.0137,0,0.08539,0,0.02527
g__Enorma,0.0387,0,0,0,0,0,0,0,0,0.08189,0,0,0,0,0.17617,0.24858,0,0.05519,0,0.185,0,0
g__GGB9561,0.03752,0,0,0,0.00855,0.22296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB47687,0.03635,0.45228,0,0,0.03993,0.24335,0,0,0.01992,0.10009,0,0,0,0.02253,0,0,0,0,0.01939,0.9488,0.03708,0.05475
g__GGB9712,0.03424,0.10134,0,0,0,0,0,0,0,0.36368,0,0,0.48442,0.00336,0.21535,0,0,0,0.15684,0,0,0
g__Gordonibacter,0.03101,0.02187,0.14525,0.13988,0.07535,0,0,0.00454,0.00031,0.01643,0.04335,0.82996,0,0.0066,0.03891,0.12957,0.10976,0,0.00225,0.05435,0.01822,0.01521
g__GGB2977,0.02894,0.17164,0,0,0.05751,0,0,0.02694,0.20168,0.05594,0,0,0.0534,0.03097,0.10504,0,0,0.06035,0,0,0.00684,0.0536
g__GGB3537,0.02808,0,0,0,0,0,0,0,0,0.01262,0,0,0,0,0.00929,0,0,0,0,0.02908,0,0.0041
g__Ruthenibacterium,0.02505,0.04503,0.00141,0.03416,0.03681,0.04555,0.05063,0.02151,0.04414,0.0091,0.00182,0.34581,0,0.01274,0.32961,0,0.03297,0.04595,0.01629,0.01873,0.06675,0.9895
g__GGB52130,0.02364,0.00815,0,0,0,0.00653,0.00066,0.01423,0.01094,0,0,0,0,0,0,0,0.01593,0.0684,0.00396,0,0.02399,0
g__GGB9614,0.02201,0.00749,0,0,0,0,0.0125,0,0,0,0,0,0.01657,0,0,0.04349,0,0,0,0,0.00396,0
g__GGB9770,0.02093,0,0,0,0,0,0,0,0.01582,0.34845,0,0,0.0062,0.01291,0.30636,0,0,0.02233,0,0,0.04736,0.78216
g__Intestinibacter,0.01958,0.00035,0.1101,0.25236,0,0,0,0.04141,0,0,0.07112,0.02467,0.02247,0.04661,0.00252,0.06322,0.26247,0.09976,0.11716,0,0.15294,0.12423
g__GGB9522,0.01865,0.18809,0.0147,0,0.03921,0.08209,0,0.04618,0.00616,0.24875,0,0,0.05818,0.14548,0.02233,0,0.04887,0.02423,0,0,0.04852,0.12779
g__Parabacteroides,0.01777,0.15137,0.02751,0,0.02275,0.16416,0.11186,0.04869,0.115,0.12585,0.15616,0.66997,0.04935,0.09903,2.95623,0.13995,0,0.35518,0.16205,0.02436,2.1183,0.66981
g__Holdemania,0.01753,0,0,0,0.00464,0,0,0,0,0,0,0,0,0,0.0081,0,0,0,0,0,0,0.01416
g__Lachnospira,0.01737,0.73741,0,0.01396,0.63706,0.1766,0.09614,0.00747,0.01385,0.05858,0.00197,0,1.16746,0.00319,0.31334,0.36174,0.02825,0.01625,0.84082,0.16637,0.3265,0
g__Rheinheimera,0.01638,0.0015,0,0,0.04526,0.00306,0.01647,0,0,0,0,0,0,0.00297,0,0,0.01106,0.02508,0,0.01619,0.07385,0.00654
g__Eggerthella,0.01587,0,0,2.04518,0.14863,0.00231,0,0,0,0.00225,0,1.57662,0,0.0035,0.01672,0.44669,0.00949,0.00605,0.00541,0.19027,0.00077,0.05163
g__Akkermansia,0.01533,9.19655,0.13332,0,0,2.82617,0.84862,0.18114,0.06583,3.22163,0,0,0,3.08907,7.70411,0,0,0.00455,0,6.03407,6.06096,7.26762
g__GGB3033,0.01248,0,0.01158,0,0,0,0,0.0654,0.00329,0.06174,0,0,0,0,0.01477,0,0,0.05408,0.12322,0.04326,0.1778,0.32818
g__GGB9699,0.01133,0.11629,0,0,0.0294,0.19791,0,0,0.00454,0.04925,0.13221,0,0.01169,0.01713,0.32372,0.66299,0,0,0.12506,0.05617,0.22885,0.25581
g__Vescimonas,0.01115,0.02425,0.02596,0,0.18715,0.01371,0.07955,0.02563,0.02722,0,0.03472,0,0.05941,0.03351,0.05311,1.15677,0,0.30558,0.15541,0,0.00563,0.21676
g__Massilimicrobiota,0.00954,0,0,0,0.00327,0.03707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02423
g__GGB45596,0.00925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB74802,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14235,0,0,0,0,0.19351,0,0
g__GGB45432,0.00795,0.01819,0.04057,0,0.01985,0.01514,0.00169,0.01306,0.00806,0.02199,0.16307,0,0,0.00251,0.03582,0,0.00766,0.00541,0.00749,0.01512,0.0082,0.01558
g__GGB3570,0.00777,0.12446,0.15954,0,0.0707,0.13739,0,0.18077,0.01321,0.26704,0,0,0.09885,0.18472,0.02334,0,0,0,0.01277,0,0.03023,0.04081
g__Methylobacterium,0.00755,0.04682,0,0,0,0.00034,0.00904,0,0,0.01415,0,0,0.00783,0.01,0.00323,0,0,0.00319,0,0.00667,0.03965,0.13147
g__GGB3817,0.00728,0,0,0,0,0.00494,0,0,0,0,0,0,0,0,0,0,0.00637,0,0,0,0,0
g__GGB9619,0.00717,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0,0,0.00981,0.02655,0,0.02888,0.0302,0.00378
g__Barnesiella,0.00654,0.4616,0,0.03566,0.06129,0.10649,0.0463,0.08273,0.00533,0.10818,0.70717,0.48768,0.02088,0.05357,0.16996,0,0,0.52409,0.13669,0.10646,1.39937,0.64578
g__Christensenella,0.00642,0,0,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0.02746,0,0,0.0015,0
g__GGB3061,0.00567,0,0,0,0,0,0,0,0,0.01097,0,0,0.00883,0.01356,0.02822,0,0,0,0.00738,0,0.01045,0.03304
g__Anaerotignum,0.00507,0,0,0.11517,0.20113,0.03014,0.0739,0.01002,0.02668,0,0.01144,0,0.00048,0.05285,0.05627,0.14268,0.0838,0.02749,0,0,0,0
g__Merdimonas,0.00434,0,0.08852,0,0,0.0393,0,0.00597,0,0.01675,0,0,0,0,0,0.04736,0.00193,0.00262,0,0,0,0.73668
g__GGB45491,0.00393,0,0,0,0,0.00336,0,0,0.00706,0.03304,0,0,0,0,0,0,0,0,0,0.04961,0,0.28689
g__GGB9765,0.00389,0,0,0,0,0.01597,0,0,0,0.03144,0,0,0,0.01381,0.09065,0,0,0,0,0,0.00892,0.09367
g__GGB2998,0.00373,0.22891,0,0,0.00996,0.00671,0.00702,0.00057,0,0.05459,0.06819,0,0.03421,0.06019,0.29758,0,0,0,0.02354,0,0.01273,0
g__GGB9621,0.0036,0.06268,0,0,0.0855,0,0,0,0,0,0,0.18859,0.00812,0,0,0,0,0.02204,0.0056,0,0,0.04824
g__GGB9719,0.00296,0.01216,0,0,0.03146,0.03485,0,0,0.04376,0.03712,0,0,0,0,0.01486,0,0.01225,0.09574,0,0.01196,0.00076,0.12143
g__Escherichia,0.00274,0.00615,0,0.19819,0,0,0,0,0,0.0729,0.05185,0.05255,0,0.01326,0.04739,0.34977,0.01391,1.41626,0.00823,0,0.03254,0.31808
g__GGB9743,0.00177,0,0,0,0,0,0,0,0.01827,0,0,0,0,0,0,0,0,0,0,0,0.01332,0
g__Candidatus_Neoruminococcus,0.00133,0,0,0,0,0,0,0,0.00261,0,0,0,0,0,0,0,0,0.00687,0,0,0,0
g__Anaeromassilibacillus,0.00098,0,0.01202,0.08541,0.00859,0.02205,0,0,0.04215,0.02404,0,0.01668,0.00948,0.00866,0.00374,0,0.01256,0.11341,0.01731,0.09673,0.04633,0.15855
g__Anaerosacchariphilus,0.00077,0.00273,0.00026,0,0,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0.01673,0,0,0
g__GGB9302,0.00051,0,0,0,0,0,0,0,0.00144,0,0,0,0,0.0151,0,0,0,0,0,0,0,0.67604
g__Harryflintia,0.00044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3534,0.00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341,0,0,0,0.04042
g__Lachnotalea,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0.00055,0,0,0,0,0,0,0,0.02685
s__Eubacterium_rectale,18.99955,0.04464,1.79821,2.0086,0.7602,0.01021,5.61386,5.22231,2.85107,0.99378,3.33405,0,5.26849,7.65437,0.13785,0.94752,12.38896,1.79827,1.77116,11.94221,0.00451,0.09309
s__Blautia_massiliensis,6.19179,0.02352,0.83672,10.46918,3.19846,0.00138,4.09312,2.78152,1.8482,0.11213,0.51033,0,0.48038,0.03448,0.07435,0.57191,7.73248,0.61854,0.89005,4.53889,1.19723,1.58377
s__Faecalibacterium_prausnitzii,5.83977,3.43377,4.39983,0.13051,7.07219,5.3889,8.95766,5.78167,4.06112,1.54203,3.06059,5.55867,4.04116,4.62307,1.19585,11.89819,2.74933,4.67888,6.40545,4.68694,4.26408,0.16001
s__Candidatus_Cibionibacter_quicibialis,5.22016,2.34058,4.56438,0,0.6277,1.20567,1.58244,3.74884,1.56226,7.06941,1.84941,0,1.27378,4.93666,0.87933,1.90352,3.59051,2.37014,14.40674,0,2.2377,1.00668
s__Blautia_wexlerae,4.36997,5.50359,4.4756,12.75696,9.30853,9.36162,12.00946,9.67887,7.56057,1.45247,4.43852,0.00086,1.10803,4.29599,4.86762,5.56768,15.60973,3.11763,4.42664,3.57779,1.88605,0.51362
s__Bifidobacterium_longum,4.23361,0.01549,1.74641,0.01422,1.52915,0.28331,1.25193,0.1201,2.87958,7.20889,0.86516,9.67042,0.53553,9.89006,0.14855,8.47382,0.00467,0.61719,0.4322,7.97062,4.02486,6.58451
s__Dorea_longicatena,3.61247,0.91961,1.98716,3.58148,1.74205,1.415,1.75251,3.68698,1.72517,2.56177,0.83953,3.23009,0.84916,0.45596,0.29486,0.43467,3.54252,0.94673,1.99113,1.57024,0.72444,0.72531
s__Fusicatenibacter_saccharivorans,3.49357,0.29128,1.36742,2.72568,2.46285,1.08531,2.76178,3.19082,1.8463,0.79795,0.7047,0,0.98102,1.93696,0.10872,4.54808,5.83414,2.06462,0.73809,5.26059,1.36313,0.42283
s__Dialister_invisus,3.30095,0,0,2.88848,4.53696,0,3.56886,2.93475,0,0,0.75508,0,1.75085,0,0.01205,2.04637,0,0,0,0,0,0
s__Anaerobutyricum_hallii,2.77768,1.71937,1.09848,0,2.71822,2.33395,1.55278,2.2542,1.66319,1.79805,0.9025,11.15023,0.71178,1.05762,0.42443,0.62688,1.18961,0.23622,0.23805,1.98959,1.34745,1.72042
s__Muribaculum_gordoncarteri,2.28395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Roseburia_faecis,2.118,0.6785,2.34599,9.20911,9.97205,1.13033,1.58268,2.43465,0,0.6043,0.83588,0,0.57702,0.74188,0,0,0,8.17715,2.013,6.78355,5.65093,0.00781
s__Pseudoruminococcus_massiliensis,2.10297,0,0,0,0,0,0,0.00192,0,0,0,0,6.62091,0,0,0,0,0,0,0,2.28316,0
s__Faecalicatena_fissicatena,2.00954,0.73341,0.09541,0,0,0.11556,1.58788,1.13269,0.34414,0,0.47073,0,0.34591,0.00087,0.00266,0,0,0.36929,0.2104,0.64828,0.79073,0
s__Anaerostipes_hadrus,1.98976,1.17407,0.2094,6.53089,3.22182,1.62292,1.9196,1.8151,1.6007,1.6707,0.89818,0,0.8975,2.27889,1.21218,0.9042,2.56041,0.14816,1.31739,1.99864,2.84462,2.39538
s__Collinsella_aerofaciens,1.75735,2.70344,8.03377,0.00548,1.01987,2.02541,3.28495,2.54999,5.89673,0.63384,1.50576,0,0.86506,1.3499,0.7553,0,4.75608,4.24086,2.73969,2.14469,2.12307,1.89273
s__Blautia_obeum,1.65527,1.13299,0.59578,0.28331,1.91877,1.20573,2.98343,1.24378,0.96131,0.29646,0.44963,0.29866,0.33919,1.1263,0.59179,0.98612,2.63384,0.29439,1.04432,0.43435,1.03645,0.10941
s__Coprococcus_comes,1.61776,1.55401,1.17875,1.55741,1.96282,0.87095,0.82821,1.75539,1.10073,0.25299,1.05221,0,0.28612,0.82616,0.40817,1.40543,1.80377,0.5926,0.90349,1.63634,0.55184,0.0354
s__Eubacterium_sp_AF16_48,1.52198,0,0.01136,0,0.00776,0,0,0,0,0,0,0,0.214,0.01774,0.13086,0,0,0,0.03733,0,0.1065,0
s__Phocaeicola_vulgatus,1.31685,0.06717,0,0,0.58046,0.14825,0.81528,0.337,0.02017,0.27687,1.81268,1.86002,0.79154,0.86842,0.70919,2.03716,0.06927,0.33051,1.55817,0,1.91057,0.97969
s__Ruminococcus_bicirculans,1.19654,0.03473,0.01724,1.38794,0,1.68694,2.34792,0,0,0.94798,0.55259,0,0.37855,0,0,0.21104,3.12387,0.89368,0.75152,2.02775,1.67927,0.81035
s__Coprococcus_eutactus,1.16151,0.92836,0.10041,0,0,1.55309,1.29592,0,0.48676,0.84911,2.69138,3.4604,2.50051,1.10758,0.12089,7.23662,0,0,0.56458,0,0,0.47259
s__Bacteroides_uniformis,0.96334,0.85138,0.04244,0,0.89391,0.18808,1.2607,0.17687,0.05578,1.64511,1.84026,1.25577,1.08205,0.70135,0.06854,5.49014,0.01118,0.37674,1.15889,0,0.50262,0.45947
s__Lacrimispora_celerecrescens,0.82096,0.62168,0.26925,3.06116,1.82073,1.59857,0,2.8825,1.43469,0.09298,0.32581,0,0.21891,0.73699,0.19696,0,2.551,0.1538,0.68023,0.73317,0.29697,0
s__Ruminococcus_torques,0.76165,2.43092,0.93573,4.64777,2.36835,0.91645,1.62165,2.37444,0.89536,0.33961,0.49753,0,0.52811,1.08708,4.31935,2.07547,2.0067,1.0673,1.23446,0.68557,0.88611,1.14123
s__Dorea_formicigenerans,0.75396,0.8323,0.39811,0.20453,0.55456,0.77297,0.46572,0.82916,0.90053,0.42098,0.44191,0,0.2562,0.21438,0.08701,0,0.37731,0.33884,0.47992,0.40851,0.36354,0.05207
s__Clostridiaceae_bacterium,0.74953,0.95679,0.31583,0.78173,2.08886,1.42298,0.32827,2.72927,1.14436,0.32274,0.53555,0,0.07151,1.58239,0.81837,0.01167,1.02279,0.6005,0.88235,1.52341,0.61816,0.15937
s__Blautia_sp_MSK_20_85,0.67333,1.27523,2.38221,0.00284,0.19844,4.0415,0,0,7.46166,1.33902,1.01927,0,0.0801,2.45602,0.19584,1.17279,0.0006,0.25331,0.26297,0,0.26769,0.48526
s__Blautia_faecis,0.60125,1.29187,1.36853,0.14198,2.65778,0.80791,1.14972,1.214,0.56125,3.05851,0.27426,13.32828,0.64229,0.76048,0.03452,1.15646,0.69946,0.43336,1.64739,1.8964,1.34356,0.27388
s__Clostridium_sp_AF34_10BH,0.5949,0,0,0.0096,0.04261,0.56873,0.07735,0.68016,0.00341,0.08566,0,0,0.05889,0.01129,0,0.23084,0.02218,0.04869,0.00899,1.36098,0.01522,0.13388
s__Clostridiales_bacterium_KLE1615,0.5842,0.89966,0.27431,0,0.6215,0.18626,0.51155,0.82289,0.02061,0.0561,1.05349,0.45493,0.32631,0.40739,0.20232,0.54907,0.37636,0.09131,0.79789,1.02601,0.09515,2.36414
s__Agathobaculum_butyriciproducens,0.53594,0.07383,0.30869,0.16236,0.46953,0.30424,0.5362,0.42338,0.30424,0.22309,0.37366,0,0.12505,0.23747,0.06126,0.08586,0.20125,0.11941,0.97665,0.60063,0.27326,0.023
s__Clostridium_fessum,0.52731,0.03917,0,0,0.03314,0.00861,0.18252,0.09998,0.00069,0,0.0553,0,0.06426,0.04073,0.05586,0.13643,0.00758,0.11659,0.04056,0.06158,0.01032,0
s__GGB9480_SGB14874,0.5263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Coprococcus_catus,0.52541,0.35055,0.22749,0,0,0.53815,0,0.37495,0.34846,0.4809,0.18761,0,0.244,0.48817,0.47771,0,0.22839,0.30714,0.35544,0,0.16688,0.45518
s__Bacteroides_ovatus,0.49007,0.03021,0,0,0.01835,0,0,0.03841,0.01521,0.06395,0.17322,0.14856,0,0.00403,0.02593,0,0.02527,0.11922,0,0,0.08882,0.3438
s__GGB9713_SGB15249,0.47399,0.28365,0,0,0.05019,0.15466,0.03139,0.02145,0,0.13758,0,0,0.27708,0.02862,0.3463,0,0,0,0.15895,0,0.58411,0.69009
s__Gemmiger_formicilis,0.47334,0.15081,0.7511,2.41147,1.46192,2.17146,1.04609,0.06572,2.78924,1.47177,0.67757,0,0.63886,1.41393,0.65076,3.02783,2.63295,0.09518,0.85517,0,0,0.20416
s__Faecalibacterium_SGB15346,0.46567,0.36828,2.51559,0,0.43679,0.30612,0.26052,0.45527,0.61804,0.42115,0.2409,0,0.77727,0.75331,0.27052,1.503,0.79202,0.56312,0.9721,0,0.40877,0.0167
s__Clostridium_sp_AM22_11AC,0.44441,0.01904,0.00522,0.17293,0.07552,0.00072,0.24451,0.00228,0,0,0.00846,0,0.01509,0.02135,0.03489,0.07167,0,0.15311,0.07913,0.01386,0,0.00119
s__Roseburia_hominis,0.42507,0.09905,0,0,0.22352,0.29916,0.28445,0.14129,0.00985,0.04327,0.07117,0,0.4777,0,0.03989,0.01522,0,0.01102,0.00105,0.16488,0.11247,0.03734
s__Eubacterium_ramulus,0.4195,0.4941,0.13144,0.49478,1.0725,0.13073,0.21245,0.70215,0.22019,0.01514,0.14465,0,0.0429,0.10991,0,0.12799,1.04627,0,0.4835,0.34483,0.07959,0
