Abundance,SAMN03351695,SAMN03351542,SAMN03351487,SAMN03351503,SAMN03351584,SAMN03351571,SAMN03351475,SAMN03351603,SAMN03351602,SAMN03351489,SAMN03351666,SAMN03351563,SAMN03351468,SAMN03351659,SAMN03351447,SAMN03351485,SAMN03351448,SAMN03351537,SAMN03351599,SAMN03351478,SAMN03351453,SAMN03351689,SAMN03351647,SAMN03351461,SAMN03351495,SAMN03351476,SAMN03351708,SAMN03351718,SAMN03351482,SAMN03351454,SAMN03351444,SAMN03351521,SAMN03351466,SAMN03351477,SAMN03351627,SAMN03351544,SAMN03351713,SAMN03351706,SAMN03351467,SAMN03351677,SAMN03351449,SAMN03351510,SAMN03351608,SAMN03351452,SAMN03351723,SAMN03351490,SAMN03351492,SAMN03351450,SAMN03351493,SAMN03351441,SAMN03351555,SAMN03351628,SAMN03351672,SAMN03351633,SAMN03351497,SAMN03351566,SAMN03351532,SAMN03351703,SAMN03351486,SAMN03351578,SAMN03351648,SAMN03351572,SAMN03351617,SAMN03351455,SAMN03351543,SAMN03351442,SAMN03351481,SAMN03351660,SAMN03351549,SAMN03351460,SAMN03351595,SAMN03351479,SAMN03351446,SAMN03351577,SAMN03351488,SAMN03351445,SAMN03351484,SAMN03351654,SAMN03351469,SAMN03351513,SAMN03351483,SAMN03351506,SAMN03351491,SAMN03351451,SAMN03351496,SAMN03351443,SAMN03351494,SAMN03351480,SAMN03351683
f__Odoribacteraceae,0.41715,1.38392,1.49294,0.67402,0.69577,0.47121,1.17673,0,0.70803,2.20635,1.38091,0.75029,0.07103,0.0,1.82329,0.51234,0,0.0,0.59815,2.41943,0,1.82454,0.91636,1.93236,0,0.62384,1.26677,1.39526,0.5492,0,0,0,1.1573,0,0.41822,0.8216,0.32101,0.44353,0.20556,0.78803,0.24177,1.17326,3.9141,1.51809,1.93351,1.49276,0.40252,0.24826,0,0.14748,0.77678,0.20557,0.11906,0,0,0.98912,0.05418,0,0.56249,2.18391,0.18461,0.02816,0.45827,0.4164,0,1.12284,2.08318,0,3.33487,0.60952,0.96544,1.69399,0,0.40112,0.83085,1.31693,1.79665,0.80842,0.23802,0.17836,0.40234,0,0.01596,0,0,1.22938,0.77916,0,1.23315
f__Veillonellaceae,0.38616,0,0.38577,1.8024,0.00175,0,0.13254,0,1.08277,0,0.20279,3.23237,0.02584,0.0,2.46757,0.01217,2.44565,0.0,0.57943,3.06987,0.05983,0,0,0.01853,4.32539,0.13016,0,0.3496,0,0.14687,0.86932,0.70542,0,0,3.97608,0.27822,0.04341,1.31758,0,0,0.28924,0,0,0.11393,1.09818,0.60267,0.00258,0.01594,0.52147,0.99489,1.16911,0.0079,0,0,0,0,0,1.52741,1.12313,0,0.00311,0,9.95316,0.1473,2.24284,3.63376,2.47853,1.2513,0.17861,2.57331,1.74848,0,0.49741,0.10428,0.84045,0.92348,0.59229,0,0,0,0,0.1117,0,0.04669,0,2.21583,0,0.00444,0.15267
f__Clostridia_unclassified,0.12365,0.17126,0.07079,0.25515,1.0521,0.04878,0.20518,0.01607,0.15725,0.42947,0.13802,0.00957,0.0336,0.0,0.25683,0.26341,0.1375,0.0,0.39721,0.85679,0.00085,0.17048,0.25762,0.14893,0.03506,0.16444,0.31939,0.16682,0.12207,0,0,0,0.15305,0.85263,0.12204,0.0321,2.15395,1.2798,0.67865,0.09581,0.21671,0.05806,0.1641,0.38577,0.17189,0.35032,0.0356,0.18973,0.04136,0.85279,0.00479,0.76091,0,0.01955,0,0.32542,0.00066,0,0.35454,0.25284,0.08171,0.00026,0.08751,0.0071,0.02585,0.14038,0.27505,0.20181,0,0.16971,0.28487,0.00299,0.07516,0.00854,0.54482,0.21236,0.14328,0.05194,0.88677,0.08429,0.00532,0.0031,0.09695,0,0.00048,1.79586,0.18152,0.3519,0.24274
f__Pasteurellaceae,0.07652,0,0,0,0,0,0,0,0.07879,0,0,0,0,0.0,0,0.00108,0,0.0,0,0,0,0,0.00897,0,0.05583,0.67081,0,0,0,0,0,0.17133,0.02408,0,0,0.11972,0.00739,0,0,0.00098,0,0.01884,0.00294,0,0,0,0.01684,0,0,0,0.02496,0,0.00178,0,0,0,0.00558,0.19349,0,0,0.04648,0,0,0.04122,0.00468,0,0,0,0,0.03318,0.00181,0,0.08357,0.02715,0.00318,0.10376,0.05754,0,0,0,0,0,0,0.09239,0,0,0,0.03265,0
f__Sphingomonadaceae,0.07567,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.03365,0,0.0,0,0,0,0,0,0.0162,0,0,0,0,0,0,0,0,0,0,0,0.0292,0,0.73376,0,0,0,0,0,0,0,5.51203,0,8.48932,0,0.20245,0.07769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10765,0,0,0,0.01247,0,0.02832,0,0,0,0.0144,0,0,0,0,0,0.04217,0,0.00246
f__Eubacteriales_unclassified,0.06626,4.4337,0.88722,0.1395,0.76969,0.13513,0.59947,2.8151,2.23861,0.62123,0.53339,0.48222,0.20266,0.0,0.76431,2.01585,0.867,0.0,1.74111,0.99641,0.15072,0.3395,0.72189,0.17767,0.39712,0.08868,0.63607,3.22105,2.02436,1.16045,0.64898,1.3136,0.30232,0.71166,1.61662,1.39907,0.28338,0.48325,3.18324,0.26382,2.52257,0.67153,2.18013,0.37262,0.74926,0.29338,0.4723,0.5347,1.41436,9.33637,2.02119,0.74375,0.77761,0.8872,0,0.63067,0.06098,0.181,1.04507,0.42518,2.33748,0.51143,1.59039,0.05559,0.44681,0.18234,0.46661,0.21256,0.23126,0.33329,1.2911,0.67448,1.46943,0.84093,0.29829,0.45537,0.52857,0.46783,2.40417,0.40183,0.24716,0.62493,0.18571,0,0.04006,0.18067,0.18987,1.83858,0.33197
f__FGB1292,0.01706,0,0.10493,0,0,0,0,0,0,0,0,0,0,0.0,0,0.14464,0,0.0,0,0,0,0.01115,0,0.01482,0,0,0,0,0,0,0,0,0,0.0057,0,0.00169,0.06888,0,0,0,0,0,0,0.00413,0,0,0,0,0,0,0.02645,0.08192,0,0,0,0.275,0,0,0,0.00866,0.00411,0.00302,0,0,0,0,0,0,0.13986,0.00058,0,0,0,0,0,0.11152,0,0,0,0.03303,0,0,0,0,0,0,0,0,0.0108
f__Porphyromonadaceae,0.00477,0.00557,0.00167,0,0.03133,0,0,0,0,0.01312,0,0,0,0.0,0.01356,0,0,0.0,0,0.00787,0,0,0,0,0,0,0.00415,0,0,0,0,0,0,0,0,0,0,0,0.00328,0,0,0,0,0,0,0,0,0,0,0.00361,0,0,0,0,0,0,0,0,0.04937,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0.03516,0,0,0,0,0,0,0,0,0,0,0,0,0.06723,0
g__Phocaeicola,43.45736,0.5318,20.30958,21.21539,11.24743,39.67505,15.36761,37.45654,24.42311,16.31008,8.88863,37.54189,31.12325,0.0,16.47628,19.24205,30.39163,0.0,23.03985,9.42552,13.83106,21.49058,20.52858,34.27059,0,13.61098,15.753,28.21081,40.51587,43.336,15.90059,12.54071,35.3278,7.61128,4.10696,19.18226,16.38945,14.48886,1.11423,36.79479,20.67549,13.8892,4.3266,24.46135,10.63629,10.95621,65.45732,6.9938,20.34269,4.06214,23.41964,29.86341,54.76443,39.40752,39.43596,8.84334,59.14808,26.49793,5.52785,20.48115,17.05863,29.40252,5.77362,23.10916,26.59753,3.66269,5.96103,4.62804,15.22416,8.03454,23.21708,10.98717,26.28851,28.658,4.94745,18.24412,14.62413,22.00875,3.4903,27.08047,28.19869,33.82009,27.5444,65.63884,47.93401,0.50796,6.04704,28.67605,28.66052
g__Bacteroides,29.54623,40.6243,39.73554,18.2086,21.62271,42.05975,15.66971,39.85342,27.50005,15.25403,38.33533,19.45261,60.53814,0.0,13.38479,25.79507,11.1874,0.0,23.44855,12.56446,53.78513,30.79357,35.34539,27.92255,82.24308,60.27204,26.29669,30.74406,22.14281,36.25248,51.49087,57.9054,30.29917,39.82743,15.03987,26.03881,11.275,23.92906,6.34998,29.11025,17.54845,52.03764,33.54918,13.06687,17.39955,13.82902,9.60637,17.61465,54.56847,24.14558,16.90272,12.32328,27.74886,42.50191,45.54717,34.85025,33.29871,53.28063,4.5478,27.1511,16.91334,49.61257,8.19399,3.97979,52.0321,18.77319,11.06263,55.31446,28.53816,8.4425,25.96927,18.13029,3.70023,25.20697,16.72511,26.5621,24.14456,31.57785,10.4388,13.73784,52.16678,50.83842,30.02826,26.58666,40.07035,2.8532,12.01418,10.02724,13.25104
g__Alistipes,8.56561,12.82002,10.19077,7.42382,15.44203,8.59507,20.50758,0,13.97673,17.87152,14.40134,4.89561,1.74956,0.0,19.47894,10.85782,0,0.0,1.51242,12.10261,3.03797,12.58101,11.60768,16.28569,0,3.57884,14.11516,13.51804,5.92257,0,3.52505,0.85157,5.51342,11.75701,6.49272,19.71588,0.98762,9.64035,16.89336,12.13577,2.78368,7.28872,16.13975,13.41283,13.02826,7.41994,7.45393,9.30374,0,2.48434,12.92516,1.5934,9.81207,0,0,18.74542,2.50622,0.42998,4.27341,14.98472,1.34639,6.79106,6.45343,3.20461,4.55354,29.9928,25.03617,14.92323,11.19506,2.9872,8.22738,16.80775,6.23378,8.1969,4.93202,7.62651,25.56882,4.29665,6.21023,0.59058,1.99818,0,7.67568,0,6.22075,9.01115,8.02643,12.05037,14.01815
g__Parabacteroides,6.87393,7.33923,2.03077,0.75039,2.2263,4.18086,4.21999,3.37611,3.81552,1.92202,5.1817,9.03063,4.63022,0.0,4.77026,2.32738,3.40868,0.0,2.36105,2.03092,5.9255,1.47241,4.4482,4.92378,0,3.79055,3.13155,0.8313,7.02194,8.56785,3.40831,2.59682,2.94617,5.24481,0.41569,1.68885,10.85314,2.38434,0.05755,0,3.81498,3.37427,0.67175,6.46698,1.78467,9.41937,0.50758,11.46262,0.8605,1.58498,6.32008,6.96421,0.57479,6.12404,1.59727,0.61963,0,3.20968,4.80714,1.88709,1.37431,2.1688,0.73697,3.06332,0.57523,1.02314,5.2485,4.94931,5.35469,2.24067,2.12802,6.50106,2.50714,3.19673,2.41875,0.88913,1.61619,0.51236,0.60266,9.2642,3.34721,2.69455,2.9919,0,1.15821,0.3175,4.1575,3.16199,0.38096
g__Parasutterella,2.63263,1.62747,0.41024,0,0.1929,0.00782,0,0,0.00687,0.83617,0.00556,0,0.04942,0.0,0.14067,0.24684,1.508,0.0,0,0.54711,0.32118,0.33643,0.27744,0.32165,0,0.08169,0.30384,0.55912,0,0,4.17856,0,0.29894,0.43948,0.20272,0.00612,1.83246,0.26115,0,0.04009,0,0.02851,0.55749,0.30732,0.18537,1.55074,0,1.29402,1.82553,0.07305,0,2.26483,0.14113,0,0.44433,0.24796,0.00722,0.01966,0.14524,0.21506,0.05379,0,0.52391,0,0,0,0.27739,0.18158,0.54243,0,1.17626,0,0,0,0.40755,0.00637,1.23833,2.03043,0,0.69785,0,0,0,1.32941,0.06718,0.01671,0.04876,0,0.00733
g__Roseburia,2.5083,0.63355,0.62319,0.72569,0.0604,0.00736,0.27297,0.24916,2.38781,0.43912,2.48111,0.57948,0.22235,0.0,0.78512,1.20083,1.58175,0.0,4.0975,0.95932,0,0.69516,2.4494,0.75175,1.13597,2.13361,0.17633,1.63569,0.00468,0.48013,3.81384,2.0256,0.58152,0.82721,0.19164,2.2472,0.81786,0.48348,0,2.39522,0.4129,0.79608,0.82379,0.23192,0.33431,0.03257,0.90542,0.32833,0.9419,0.85768,2.2866,0.8246,0.53427,0,0,5.36146,0.35829,0.87297,0.48746,0.15697,2.65452,0.16065,2.81365,0.10813,0.83179,1.50816,0.39387,1.61852,3.17507,1.53237,1.13909,0.12406,1.43758,0.66435,0.30234,1.1942,0.38116,7.2162,0.80141,0.49385,1.02383,0,1.63997,0,0,0.04728,0.25357,1.3897,1.40741
g__Collinsella,1.24397,0.40583,0.10646,0.94217,0.90252,0.07433,0.15646,0.08857,0.13068,1.54333,0.3584,0.01361,0.00406,0.0,0.93045,0.30392,0.02167,0.0,0.42363,1.54186,0.13424,0.28827,0.01579,0.13797,0,0.42995,0.23311,0.0132,0.08168,0.04589,0.09154,0.42022,0.33484,0,0.40084,0.18681,0.03887,0.42448,2.96504,0.23029,1.13894,0.07571,0.32884,0.06146,1.88981,0.04734,0.05881,0.03734,0.08232,0.64049,0.01558,0.08716,0.11736,0.1357,0,0.15089,0.00994,0.12199,0.32074,0.34958,0.60117,0.12241,0.53801,0.05419,0.00211,0.47121,0.48251,0.14023,0.39681,0.66361,0.54378,0.04347,0.26513,0.20876,0.55385,0.15308,0.24743,0.42101,1.02264,0.07007,0.01467,0.25496,0.09326,0.01991,0.09066,1.67906,0.26266,0.34769,0.0929
g__Faecalibacterium,1.12505,2.06007,0.90975,4.63711,3.75541,0.55034,3.94684,2.43879,1.8832,1.75389,2.40001,3.32229,0.02552,0.0,2.11002,0.91217,5.13057,0.0,3.58341,1.29945,0,2.52688,2.40746,2.57951,1.0373,1.05419,2.67104,1.0217,0.72527,0.10403,1.37277,3.23126,0.75801,0.94575,7.56958,5.99845,1.40003,4.69001,0.10564,0.94219,2.33281,2.76736,0.9853,2.33519,2.60355,3.01858,0.31327,1.77158,1.58399,0.49287,0.59647,2.54868,0.20095,0.05079,0,4.70671,0.16322,0.95697,0.84734,4.11848,10.23947,0.07271,10.22705,0.47616,0.74212,0.21638,0.86639,1.17352,3.74126,0.52874,6.56482,1.3601,7.68747,2.50822,7.67411,11.3723,2.67407,4.89813,4.86208,1.65838,0.35369,0.06865,0.49143,0,0,0.56499,5.98932,5.00747,3.34214
g__Mediterraneibacter,0.6369,0.16878,0.08881,0.08241,2.34991,0.04029,0.74526,0.3451,0.74685,0.84287,0.03297,0.06788,0.31512,0.0,1.20468,0.11567,0.64336,0.0,0.24725,1.64417,1.24028,0.4481,0.15358,0.33429,0.33028,0.1182,0.39361,0.23638,0.27004,0.06033,0.32758,1.3772,0.97596,0.66755,0.15911,0.04244,0.28098,0.22494,0.03031,0.38834,6.29358,0.35475,1.43797,0.24357,0.76297,0,0.00356,0,0.21941,0.23363,0.11151,0.99103,0.14186,0.87845,0.22796,0.44588,0.00644,0.1816,0.45242,0.80099,1.37982,0.08018,0.47105,0.06561,0.67985,0.04229,0.5938,0.14957,0.28276,0.07582,0.35341,0.06283,0.12667,0.01136,0.18399,0.15414,0.07726,3.62799,3.8475,0.12526,0,1.45718,0.33668,0.64247,0.46494,0.3425,0.18958,0.77037,0.04898
g__Dysosmobacter,0.62831,1.3894,0.83814,0.70462,0.53352,0.35537,0.09872,0,0.48679,2.03488,1.48414,0.4465,0.06438,0.0,0.95053,0.31639,0.71419,0.0,1.07913,2.2103,0.56347,0.99511,0.85482,0.84178,2.41812,0.55191,1.06801,0.73433,0.22434,2.18498,0.71184,0.41776,1.08126,0.45444,0.72518,1.19161,0.82071,1.04608,1.7605,0.40746,0.85288,1.05445,0.7729,0.40359,0.70038,0.44804,0.1502,0.30656,0.62966,0.46804,0.8568,1.38407,0.60272,2.58408,0.01467,1.11293,0.04651,0.50909,0.61561,1.96022,1.97235,1.31988,0.43377,0.10156,0.13873,1.88773,1.32486,0.67397,1.48151,0.36466,1.04196,0.62564,0.75795,3.04722,0.34717,0.52283,0.39318,0.72115,0.15113,0.47905,0.08922,1.1054,1.66952,0.01222,0.23046,0.61337,0.20484,0.93902,1.52519
g__Oscillibacter,0.55454,2.33821,0.72073,0,0.35798,0.14474,0.08035,0,0,2.01968,0,0.7906,0,0.0,0.01016,0.74255,0,0.0,0,0.13753,0,0,0,0,0,0,1.18425,0.00049,0,0,0,0,0.5882,0,0.87379,0.79846,2.08604,0.5892,0,2.31227,0.42863,0,1.52464,0.15899,0.70072,1.4952,0.0022,1.97053,0,0.39788,2.25129,2.8222,0,0,0,0.48991,0.37785,0,0.14202,0,0.00288,0.46219,0,0.36534,0,0.00153,0,0.30478,1.51501,1.39543,2.78681,0.97252,0.0988,0,0.37003,1.11061,0.21819,0.47343,0.01093,1.36851,0,0,1.93173,0,0,0.02351,0.22591,0.10694,0.47752
g__Clostridium,0.45968,0.73444,0.21538,0.60686,0.35815,0.02931,0.0274,0.44157,0.46246,1.18193,0.09761,2.93299,0.13809,0.0,2.08638,2.10226,2.27517,0.0,0.3248,0.27483,0.17248,2.51446,7.89127,0.36711,1.65491,0.43428,0.4387,0.25828,0.78656,0.64498,0.12411,0.53055,0.33012,0.18918,1.23075,0.30003,1.52008,0.21363,0.019,0.78702,1.73694,1.45821,0.21124,0.54251,0.61921,0.10417,0.23287,0.41166,0.89467,0.85113,3.28119,1.93393,0.02028,0.46497,4.02327,6.09432,0.24777,0.46187,0.90075,3.04687,6.21353,1.1023,0.38363,0.24543,4.61585,0.1959,0.93261,2.25256,0.87159,0.1704,1.73631,2.33395,5.05581,4.42969,1.90397,3.37602,0.16883,3.34573,0.16124,0.40888,0.10358,0.45871,3.15425,1.02163,0.04247,1.07051,5.40286,1.6185,1.45894
g__Odoribacter,0.41715,1.38392,1.39939,0.48663,0.26201,0.23625,1.17673,0,0.65853,0.58597,1.05654,0.66231,0.07103,0.0,0.59242,0.45674,0,0.0,0.59815,1.90241,0,1.67741,0.91636,1.24002,0,0.60419,0.33712,1.22149,0.10641,0,0,0,0.95215,0,0.3834,0.46865,0.32101,0.44353,0.1213,0.77489,0.2131,0.97087,3.50294,1.08625,1.84551,0.792,0.21358,0.09135,0,0.13003,0.77678,0.20557,0.09075,0,0,0.61669,0.04896,0,0.40113,1.95637,0.12408,0,0.40198,0.37996,0,0.5265,0.81075,0,1.2655,0.1505,0.96544,0.95988,0,0,0.62121,1.13433,0.49203,0.40107,0.23802,0.17836,0.30071,0,0,0,0,1.07204,0.69615,0,1.22662
g__Dialister,0.38616,0,0.38577,1.79392,0.00175,0,0.13254,0,0.6309,0,0.08435,3.22273,0,0.0,2.39189,0,2.44565,0.0,0.57943,3.06987,0,0,0,0,4.2914,0,0,0.33702,0,0.14687,0.79191,0.57392,0,0,3.64755,0.19351,0,1.31428,0,0,0.07913,0,0,0.11393,1.09818,0.60267,0,0.01594,0.38595,0.99489,1.16534,0,0,0,0,0,0,1.5002,1.12313,0,0,0,9.95316,0.13884,2.19735,3.55333,2.47853,1.2513,0.17861,2.57331,1.74848,0,0.49691,0,0.82785,0,0.55248,0,0,0,0,0.09538,0,0,0,2.21583,0,0,0.14483
g__Lachnospiraceae_unclassified,0.15792,8.8314,2.45987,0.82524,0.38923,0.12222,0.63256,0.43222,2.31922,2.06786,2.20377,5.82394,0,0.0,0.09022,0.75911,3.57417,0.0,10.98179,3.2472,12.13903,0.63939,2.06376,0.7902,1.28935,0.0073,0.30568,1.639,0.49175,1.18198,2.06497,6.30377,2.7042,0.31554,1.35316,0.85776,0.43405,0.34593,0.03774,1.45901,3.14896,1.75183,3.17047,1.69977,2.26395,0.09221,0.40033,0.04498,5.87519,0.34754,2.93748,1.95018,0.92256,0.12569,0,1.8656,0.3179,1.91495,1.25148,0.55459,1.91166,0.67225,7.31028,0.20565,0.23371,0.52427,0.24893,1.24953,0.65979,0.41473,2.05179,0.84854,2.38473,3.30618,1.16609,2.55138,1.19338,1.68593,1.01118,0.33932,1.47194,0.31467,1.42816,0,0.77764,0.49092,2.83048,4.44505,12.9102
g__GGB9743,0.12365,0.09741,0,0,0,0.03161,0.00661,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.12495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Haemophilus,0.07652,0,0,0,0,0,0,0,0.07879,0,0,0,0,0.0,0,0.00108,0,0.0,0,0,0,0,0.00897,0,0.05583,0.67081,0,0,0,0,0,0.17133,0.02408,0,0,0.11972,0.00739,0,0,0.00098,0,0.01884,0.00294,0,0,0,0.01684,0,0,0,0.02496,0,0.00178,0,0,0,0.00558,0.19349,0,0,0.04648,0,0,0.04122,0.00468,0,0,0,0,0.03318,0.00181,0,0.08357,0.02715,0.00318,0.10376,0.05754,0,0,0,0,0,0,0.09239,0,0,0,0.03265,0
g__GGB9759,0.07567,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.03365,0,0.0,0,0,0,0,0,0.0162,0,0,0,0,0,0,0,0,0,0,0,0.0292,0,0.73376,0,0,0,0,0,0,0,0,0,0,0,0.20245,0.07769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10765,0,0,0,0.01247,0,0.02832,0,0,0,0.0144,0,0,0,0,0,0.04217,0,0.00246
g__Gemmiger,0.06626,4.19637,0.72519,0.08941,0,0.00663,0.35301,2.8151,1.64144,0.16411,0,0.21129,0,0.0,0.25522,1.91968,0,0.0,0.81495,0.04918,0,0.03804,0,0,0,0,0,3.16299,0.041,0,0.1303,1.14874,0.09679,0.05917,1.29127,1.15916,0.11393,0.24706,0,0.09487,0.8985,0.15766,2.08403,0.10401,0.08155,0.05345,0.41342,0.16027,0.78034,8.90086,1.85252,0.27756,0.27449,0,0,0.38071,0.00551,0.1402,0.91749,0.03166,1.05991,0.23196,1.43488,0.02022,0.06143,0.10458,0.08765,0.07631,0.0725,0.08672,0.34565,0.37584,0.75753,0.19275,0.26876,0,0.41247,0,0.80628,0.25796,0.08963,0,0,0,0,0.08807,0.01633,0.53727,0.10189
g__GGB9621,0.06423,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06205,0,0,0,0.21113,0,0,0,0,0,0,0.02538,0,0,0,0,0,0,0,0,0,0.0652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00863,0,0,0,0.0019,0,0,0,0,0,0,0,0,0,0.01079,0.00402,0
g__Blautia,0.04752,0.66596,0.37736,0.01793,1.11295,0.01411,0.23939,0.06194,0.87185,0.77676,0.62343,0.09915,0.09817,0.0,0.26856,0.08711,1.30147,0.0,1.15871,0.17583,0.00089,0.25708,0.22672,0.54195,0.53955,1.30572,0.1769,0.01975,0.92745,0.38129,0.0817,0.75681,0.60787,0.05618,0.25126,0.09434,0.06542,0.47831,0.81571,0.38134,5.64821,0.53654,0.59907,0.19825,0.78834,0.00621,0.03126,0.00774,0.43683,2.66838,0.5262,0.36109,0.61299,0.20719,0.05902,0.50617,0.00409,0.10303,8.45226,0.39143,2.52831,0.19246,0.7596,0.0427,0.11733,0.32953,0.2167,0.17901,0.19498,0.03094,0.85836,0.17081,0.99927,0.03847,0.21619,0.43563,0.26876,0.07019,1.25342,0.10475,0.04613,0.38217,0.31639,0.06443,0,2.63614,0.37968,1.06776,0.78115
g__Clostridiaceae_unclassified,0.03944,1.60872,0.08925,0.06071,0.29819,0.05879,0.17859,0.02018,0.30989,0.37946,0.34313,0.06632,0.00501,0.0,0.09681,0.88823,0.44614,0.0,1.34998,0.09933,1.14407,0.82088,0.08643,0.15116,0.14659,0.36667,0.03277,0.16408,0.00361,0.12999,0.3951,0.3406,1.09124,0.04497,1.8513,0.14907,0.64316,0.1628,1.1143,0.55611,0.88239,0.33159,2.20063,0.08005,4.01052,0.25443,0.0004,0.09977,0.21918,0.55047,0.19619,0.78843,0.08434,0.07705,0.08598,1.2003,0.13491,0.04503,0.40793,0.414,1.43905,0.02234,0.49315,0.02314,0.0358,0.5702,0.03102,0.59955,0.1759,0.19953,0.57158,0.08684,0.85147,0.35695,0.56675,0.64899,0.33952,0.45406,0.61786,0.2998,0.00745,0.09589,0.10099,0.06903,0.15911,0.38653,1.06266,0.05602,0.21508
g__Flavonifractor,0.02001,0.01533,0.00174,0,0.29669,0.01411,0.06163,0.08377,0.07364,0.03245,0.05711,0.03199,0.03366,0.0,0.09287,0,0.22883,0.0,0.22835,0,0.66269,0,0.384,0.01745,0.10753,0.06174,0.25607,0.07055,0.0128,0.36648,0.17644,0.04806,0.04632,0.02831,0.03619,0,0.00337,0.00882,0.01305,0.0763,0.29022,0.04383,0.03608,0.00498,0.54643,0.01794,0,0,0.28814,0.00379,0.06206,0.02793,0.08115,1.46748,0.08183,0.03505,0.00488,0.03781,0,0.01395,0.13873,0.0098,0.02789,0,0.02926,0,0.00886,0.00346,0,0,0.02191,0.05906,0.46125,0,0,0.08232,0,0.20493,0.21159,0.01466,0.03198,3.95661,0.01807,0.18847,0.50916,0,0.01183,0.13579,0.009
g__Anaerotignum,0.01858,0.2106,0,0,0,0,0.03536,0,0,0,0,0.03181,0,0.0,0.03239,0,0.22679,0.0,0,0.0356,0.14384,0.02559,0,0,0.06754,0,0,0.01366,0,0,0,0,0,0.00087,0.02425,0.02715,0.01282,0,0,0,0,0,0.0393,0,0.06182,0.07566,0.00986,0.03651,0,0.14845,0.14143,0.0117,0.32741,0,0,0,0,0,0.01984,0.12003,0.25798,0,0,0.00084,0,0.01497,0.00189,0.03553,0,0,0,0,0.42742,0.00546,0.09884,0.36908,0.01521,0,0,0.02709,0,0,0.19394,0,0.11698,0,0.02181,0.15827,0.04775
g__GGB3109,0.01706,0,0.10493,0,0,0,0,0,0,0,0,0,0,0.0,0,0.14464,0,0.0,0,0,0,0.01115,0,0.01482,0,0,0,0,0,0,0,0,0,0.0057,0,0.00169,0.06888,0,0,0,0,0,0,0.00413,0,0,0,0,0,0,0.02645,0.08192,0,0,0,0.275,0,0,0,0.00866,0.00411,0.00302,0,0,0,0,0,0,0.13986,0.00058,0,0,0,0,0,0.11152,0,0,0,0.03303,0,0,0,0,0,0,0,0,0.0108
g__GGB9614,0.01298,0,0,0.00894,0,0,0,0,0,0,0,0,0,0.0,0,0.07064,0,0.0,0,0,0,0,0,0,0,0,0,0,0.09496,0,0,0,0,0,0.00183,0.2183,0.76482,0,0,0.07292,0.0818,0,0,0,0,0,0.06504,0,0.06917,0,0.57038,0.6412,0,0,0,0,0.01671,0,0,0,0,0.01112,0,0.0736,0,0,0,0.05175,0.06297,0.03694,0,0,0,0.11226,0.00718,0.37798,0.01761,0,0,0.21844,0.34248,0,0.023,0,0,0,0.03379,0,0
g__Porphyromonas,0.00477,0.00557,0.00167,0,0.03133,0,0,0,0,0.01312,0,0,0,0.0,0.01356,0,0,0.0,0,0.00787,0,0,0,0,0,0,0.00415,0,0,0,0,0,0,0,0,0,0,0,0.00328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06723,0
g__Oscillospiraceae_unclassified,0.00219,0.02167,2.47748,0,0.31943,0,1.13716,0,0.14117,0.11835,0.99651,0.14345,0,0.0,0.34376,0.3779,0.07645,0.0,0.01341,3.4179,0.00578,4.62258,0,0.01195,0.05304,0,0.11785,2.47916,0,0.09128,2.53428,0,0.42632,0,0.00848,0.22341,0.00952,0.33268,2.38266,0.05858,0.0475,0.0677,0.00416,0.00945,0.31152,1.13828,0,10.47584,0.01989,0.58212,7.55392,0.04845,0.01575,0.42602,0,0.0529,0.00337,0,2.04438,1.74005,1.96742,0.46036,1.81714,0.00214,0.0046,2.52368,0.30129,0.02747,0.47915,1.98305,0.16428,0.00674,1.25143,0.0503,1.17981,0.02071,0.14463,0.3981,0.06756,0,0,0.0688,1.14954,0,0,4.16079,2.52241,1.68739,0.06074
