Abundance,PSM6XBSE,ESM5GEZA,PSM6XBSG,CSM5MCYU,CSM67U9H,MSM5LLIQ,CSM7KOU7,CSM79HLY,CSM5FZ4E,MSM9VZN4,CSM67U9T,MSM79H9U,CSM79HGH,CSM67UEW,CSM7KOUJ,CSM67U9R,HSM5MD44,CSM79HQT,ESM5MEC7,CSM5MCYO,CSM79HGD,CSM79HGL,CSM5FZ4G,MSM5LLHV,CSM5MCYQ,CSM7KONY,ESM5MEA7,CSM7KONS,CSM79HNG,CSM79HQR,CSM5MCUW,ESM5GEZ6,ESM5MEEJ,CSM79HGJ,MSM79HF1,CSM5MCUQ,CSM5MCUS,CSM7KONW,CSM79HPM,ESM5GEZ4,CSM7KOQ5,MSM6J2N6,HSM7J4JV,CSM5MCUE,CSM5MCUY,CSM79HM5,MSM9VZJF,CSM67UF1,ESM5MEAB,MSM5LLFU,CSM79HM9,CSM5MCUC,CSM67U9P,CSM5MCU8,HSM7CZ2X,HSM7CZ1T,CSM5MCUG,PSM7J1C2,CSM5FZ4K,CSM7KOMR,HSM5MD87,MSM5LLFK,CSM5MCYM,CSM5MCUK,CSM5MCWM,HSM6XRQE,CSM67UEP,ESM5MEA9,HSM7J4JT,MSM5LLFM,CSM67UET,CSM5MCWS,CSM79HGF,CSM79HGN,HSM5MD47,CSM7KOMV,MSM79HD8,CSM5MCTZ,CSM5MCUA,HSMA33P2,CSM5MCXB,CSM79HPQ,CSM5FZ4A,MSM9VZNV,MSM5LLFO,MSM79HD6,CSM5MCYI,HSM5MD43
f__Streptococcaceae,0.02265,0.02145,1.4284,5.31759,1.70174,0,0,0,0,0,0,0,1.72248,0.62145,0,2.19119,11.55069,0.49467,0.07716,0.30884,6.59963,3.72488,0.00229,0,0.46384,0.55109,0.02733,0.70802,0,0.27917,0.03416,0.01927,0,3.33681,0.02008,0,0,7.32365,4.36832,0,0,0.13812,0.01108,0.02954,0,0,0.18161,0.07596,0.56816,0,0.7104,0,6.01758,0,0.18324,0,0,0,0,0.13333,0.28548,0,0.23954,0,0,0,0.5901,0.49729,0,0,0,0.0,6.33363,2.97665,0,0.07677,0,0,0.36325,0,0.07492,4.68213,0,0.28098,0,0,0.32633,0
f__Pasteurellaceae,0.0197,0.04975,0.73502,0,0.28825,0,0,0,0,0.14462,0,0,0,0.31518,0,0,0.77207,0.25787,0.0531,0.17925,0,2.9312,0,0,1.33667,0,0.90028,0,0,5.05353,0,0.02278,0.01754,0,0.75344,0,0,0,0,0.01651,0,0.17039,0.02143,0,0,0,0,0.05683,1.40858,0.04324,0.10796,0,0,0,0,0,0.16906,0,0,0.10113,0.04622,0,0.27445,0,0,0,0.33241,0.81692,0,0,0,0.0,0.15804,0.19722,0,0.01987,0,0.04256,0,0,0.16189,0,0,0,0.15705,0.1832,0.68858,0.04889
g__Phocaeicola,34.61329,36.87883,24.64425,3.33774,2.84386,77.40749,21.32208,1.43481,14.38805,48.62632,16.34576,7.94639,13.60343,5.16319,40.28167,27.28375,0.16065,7.73337,46.89181,18.61718,14.33527,12.67792,20.12199,4.95472,7.83719,2.44328,21.2884,4.06194,0.15032,11.43205,25.58134,31.35779,36.95347,11.11928,3.70704,22.76385,13.94268,5.69928,4.8474,39.18198,57.07255,3.58575,8.38273,22.18029,25.26433,1.96993,2.54286,11.9607,18.02234,52.30859,5.5866,12.98697,9.69298,16.9405,53.98242,45.92964,30.05496,18.20819,25.0718,1.61136,13.34312,54.70275,9.64602,22.13784,45.42332,2.65223,7.77908,14.78166,11.61696,46.6796,4.98271,0.0,8.1377,5.38747,9.59038,4.24306,6.40236,30.41112,27.19308,5.57782,5.75069,2.03364,33.35615,30.8554,68.10081,51.32545,6.04323,11.80087
g__Bacteroides,16.88501,16.85227,22.55447,1.19696,1.72139,0.25545,32.37184,79.01357,53.67278,8.2934,57.6571,3.00372,28.81406,9.38128,50.83061,36.30451,0.95724,17.88083,27.507,18.68272,25.88433,26.11702,32.51734,39.73908,24.83991,0.39009,23.28255,1.11122,21.67178,3.80698,24.65079,12.22667,21.69704,30.26974,5.82135,21.27616,25.53675,19.913,10.20295,26.76266,0.59895,0.70312,3.08878,40.05058,28.12504,25.9347,1.73986,17.92769,38.14452,31.07389,10.75573,61.77136,35.74742,25.13307,6.4064,27.39426,14.72222,71.37348,31.43797,7.39342,28.24717,29.29994,32.91563,7.06941,34.15554,0,25.32344,45.8884,7.88243,44.93375,22.76811,0.0,19.28182,5.12796,9.61226,24.21385,5.7067,16.84743,52.79632,19.78794,24.03788,3.01329,56.15226,23.66462,17.17932,15.72223,28.4308,54.01514
g__Faecalibacterium,16.35992,6.80372,16.44316,7.26066,2.58663,0,5.54904,1.10799,4.22541,4.47605,0.01301,3.60681,8.21526,45.76735,2.04194,1.86994,13.5442,8.88709,4.29283,12.38146,10.81816,1.8553,17.5389,4.95223,8.63392,0.10028,12.01522,4.16131,5.51175,41.93297,5.23141,8.66765,19.23866,0,7.34915,6.1066,15.58588,5.2337,0.70505,10.37369,20.128,2.49978,4.88393,0.307,1.86857,10.16481,13.18181,11.55093,13.71177,3.01889,4.7819,0.49355,1.26592,1.30664,2.37761,4.92612,8.13479,0,11.22761,8.74327,26.25766,5.88337,15.1517,8.4008,6.23492,0,5.42755,5.48696,13.73458,1.93952,5.95433,0.0,14.82989,0.27369,41.1137,10.86235,1.8933,11.14184,0.09824,21.81672,5.80901,3.77273,1.32077,23.15828,4.85339,8.60644,4.28284,23.75976
g__Roseburia,11.02687,1.53874,0.82679,0.39826,0.87659,0,1.06778,5.61981,0.00357,3.38187,0.3744,2.35709,0,7.04617,0.33773,0,0,9.52374,3.95863,6.61581,0.26874,0.65668,0,0.05939,10.55989,0.08623,0,0.50184,4.65315,6.12053,1.64664,5.05832,6.73918,0,22.82833,0,3.3253,3.39442,0.153,1.03432,1.87308,0,2.14889,0.65164,2.20617,2.67032,10.18815,9.9361,0.48277,4.88961,10.84048,0.10454,0,0.02519,0.01537,3.34899,0.39416,0,0,16.05596,3.04992,0.63448,7.98289,0.35246,0,0,15.11005,9.78254,2.11431,2.74508,18.11739,0.0,0.44988,0.06359,4.43104,5.41373,0.50406,0.87955,0.01447,1.91471,23.897,1.68716,0.09546,0.32779,2.68483,3.48156,23.8236,0.12202
g__Lachnospiraceae_unclassified,5.42388,1.54305,1.2853,9.62378,12.74443,0,0.9001,0,0,0.63375,0.09836,1.02799,1.89504,0.06672,0.02974,0.65259,7.63269,1.64481,0.20282,1.2289,4.35309,2.57149,0,0.85869,0.10757,0.29479,0,2.97469,4.49138,3.04616,0.20163,3.10301,0,0.67514,8.88906,0,8.15131,6.67645,2.32642,1.15658,4.95037,0.46441,2.03613,0.71326,0.56799,0,1.50459,0.09189,0,0,0.45554,2.09249,0.41974,1.01809,11.45811,0,1.85016,0,0,0.15921,3.03955,0,0.43824,2.41616,0,0,0.0978,0,0.07399,0.05116,0.05439,0.0,5.6191,0.86974,14.82687,0.31796,0.17306,1.14982,2.09315,0.1078,0.40841,3.81336,0.39228,1.86456,0,0.27519,0.17719,0.7753
g__Lacrimispora,3.03599,0.06992,0.39634,0,0.15031,0,0.01256,0,0.15507,0,0,0.01132,0,0.24807,0.13269,0,0.46823,0.06717,0.11532,0.22335,0.00597,0.1327,0.21675,0,0.13552,0,0,0.04898,0,0.0299,0.18818,0.06919,0.01713,0,0.1982,0.02311,0.35465,0.05456,0.00641,0.00203,0.15252,0,0,0.07574,0.2701,0,0.6269,0.32663,0,2.03759,0.11012,0.0796,0,0.70565,2.3162,0.47326,0.03987,0,0.21407,0.12849,0.01918,1.7267,0.151,0.06155,0.158,0,0.2153,0,0.05766,0,0,0.0,0.19006,0.03266,0,0.04695,0.04895,0.11249,0.11394,0.0114,0.30391,0.02192,0,0,0.49901,0.05451,0.26512,0.39367
g__Barnesiella,2.86746,0,0,0,0,0,0,0,0,0,0,0.41098,0,0,0,0,0,0,0.00878,0.2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3018,0,0,0.00223,0,0,0,0.74379,0,0.01784,0,0,0,0,0,0,0.07107,0,0,0,0,0,2.20829,0,0,0,0,0,0,5.50359,0,0,0,0,2.05643,0,0,0.0,0,0,0,0,0.06721,2.61432,0,0,0,0,0,0,0,0,0,0
g__Blautia,1.30412,0.16138,0.81673,0.04348,0.10217,0,0.09804,0,0.51469,0.18726,1.3171,0.02425,0,1.63854,0.39417,0.11844,3.46343,5.67612,0.08034,0.77834,0.31947,0.09794,0.66425,0.16448,0.87033,0,0,0.05881,0.32911,0.62081,0.11135,0.84748,0.12481,0,0.6704,0,0.15265,0.04182,0.04898,0.07765,0.40798,0.08623,0,0.07869,0.06185,0.10556,0.35335,1.99565,1.16946,0.37745,2.65519,0.0227,0,1.07078,0.06984,0.16599,0.2342,0,1.75256,3.6226,0.09785,0.37686,0.86227,0.1343,0.19882,0,2.83935,0.83249,0.08048,0.51263,1.64124,0.0,0.57423,0,0,0.67506,0,0.26153,0.10363,0.08967,2.03608,0.08521,0.00841,0.66693,0.4853,0.07668,0.67515,0.10868
g__Clostridium,1.04952,5.62039,1.13598,0.32538,0.3212,0,0.98633,0,0.57421,0.62218,0.7462,1.60146,0,1.79021,0.09125,0.15803,0,0.97441,1.30501,0.93486,0,2.33884,0.2133,0,1.39556,0.07453,0,0.39584,2.29596,0.70665,2.18315,2.65297,0.3681,0,1.70432,0,1.46564,0.74229,4.07694,1.25175,0.24812,0.06314,0.05446,1.33048,0.84023,1.04241,1.81455,1.70295,0,0.56016,1.7264,0.48228,0,3.86568,0.98978,1.67824,2.2171,0.14704,0.49679,1.93712,0.39722,0.49961,2.24892,3.25321,0.48227,0,1.71191,0,0.40095,0,1.08054,0.0,0.02233,0.55307,0,2.55263,4.26827,0.66516,0.46283,1.21058,1.08866,0.9635,0.34368,0.83375,0.12658,4.37215,1.80735,0.31108
g__Veillonella,1.04118,0.31474,0.20642,0,0,0,0,0,0,0.25476,0,0,0,3.52734,0,0,3.03336,2.67538,0.15894,1.11076,0,0,0,0,2.57458,0,11.54966,0,0,3.77502,0,0.28846,0.25852,0,0,0,0,0,0,0.2918,0.23095,0.16679,0.33518,0,0,0.01546,0,2.32206,0.46978,0,0.72622,0,0,0,3.4809,0,0.04757,0,0,0.74285,0.47965,2.18906,1.96137,0,0,0,4.31496,0.5697,0,0.32209,0.62112,0.0,0,0,0,0.10851,0.1223,0,0,0,1.41662,0,0,0.24777,2.71328,0.00158,4.67977,0.02378
g__Mediterraneibacter,0.98567,0.00471,0.06521,0,0.01068,13.34249,0.04215,0,0.31187,0.044,0.87311,0.09739,0,2.29091,0.16039,0.14629,0.13181,0.63461,0.23758,0.43288,0.09666,0,0.09871,0.3626,2.26318,0,7.5233,0.0606,0.11723,1.98045,0.24799,0.71487,0,0,0.54808,0.25439,0.79505,0.00185,0,0,0.02993,0,0.07922,0.12237,0.11965,0.12514,1.95384,2.10401,1.04981,0.84826,0.44093,0.47138,0.04975,0.63591,0.74598,0.44688,0.29923,0.59114,0.08838,0.14074,0.36958,0.5494,0.74074,0.1206,0.28591,0,0.85938,0.51688,0.02509,0.12134,1.24478,0.0,0.08293,0,0,0.61799,2.64861,0.52062,0.08072,0,2.79844,0.01955,0.01708,1.83683,0.31361,0.04214,1.39811,0.14279
g__GGB3746,0.82125,0.01996,0,0,0,0,0.25746,0,0.05118,0.37879,0,0,0,0,0.08449,0,0,0,0.11876,0,0,0,0.16159,0,0,0,0,0,0.25191,0,0,0.68875,0.29133,0,0.10871,0,0,0,0,0.3357,0,0,0,0.04581,0,0,0,0,0,0,0,0,0,0,0.97544,0,0,0,0.00264,0,0.27118,0,0,0.13286,0.33642,0,0,0,0.0078,0,0,0.0,0,0,0.10182,0.00384,0,0,0,0,0,0,0,0,0,0,0,1.27147
g__Alistipes,0.75644,8.66373,0.33919,0,0,0,11.03959,7.3926,7.70034,2.05169,0.0062,0.66922,0,0.15656,0.01002,0,0,1.81653,2.86675,2.40822,0,0,7.75479,19.27893,1.6242,0,0.24539,0,23.03302,0,12.25917,8.96951,0,0,0.89567,22.61876,12.44487,0.63445,0,0,0.2086,1.56174,3.4276,1.21934,14.57355,8.37155,0.10415,1.11171,0.00333,0,1.65361,4.24756,0,1.18115,0,4.72663,3.83563,0,7.60966,4.21763,0.23629,0,1.36634,8.10521,4.35595,0,0.52046,0.06143,0.02939,0,0.73329,0.0,0,0,0,4.85232,2.59099,4.10776,1.91621,1.50218,2.49882,0,0.66288,0,0,10.17195,1.71383,0.23182
g__Parabacteroides,0.64585,10.41255,2.1186,0.55994,0.31918,0,3.92526,0,4.25325,0.54275,13.13111,0.47609,6.10649,0,1.26415,6.19873,0,0,3.84543,0.76097,7.51761,3.62955,1.51681,1.65621,0,0.26126,0,0.51673,0,0.93216,8.00113,3.58423,8.94871,5.4587,1.7317,5.3615,7.53066,1.75283,1.89055,7.13367,0.05554,0.30833,1.78212,1.26562,6.50592,0,0.4489,0,9.53084,0,0.57379,2.72052,3.57618,1.85524,10.19362,4.51078,0.1224,6.94064,2.97578,0,6.8272,0,0.28647,0.11938,1.66611,0,0,6.95997,3.49455,0,0,0.0,3.84909,1.56935,0,0,1.15595,0.46868,3.55885,1.87092,0.11496,0.71693,3.10883,7.83531,0.00353,0.9032,0.1144,1.41221
g__Odoribacter,0.55119,0,0,0,0,0,0,0,0.31441,0.44008,0,0.39453,0,0,0,0,0,0,0.34377,0.06556,0,0,0.15268,0.3893,0,0,0,0,0,0,0,0,0,0,0.43844,0,0,0.03207,0,0,0,0,0.48444,0.00452,0,0,0.26439,0,0.00668,0,0,0,0,0,0,0.61832,0.22876,0,0.17352,0.01332,0,0,0,0.41255,0.16924,0,0,0,0.31841,0,0,0.0,0,0,0,0.32453,0.21984,0.27065,0,0.49949,0,0,0,0,0,0,0,0
g__Acidaminococcus,0.52325,0,0,0,0,0,0,0,4.00801,0,0,0,0,0,0,0,0,0,0,0.06754,0,0,2.10306,6.03017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36778,0,0,0,0,0.14754,0,4.89259,0,0,0,0,0,0,0,0,0,3.43067,0,0,0,0,0,2.92386,0,0,1.30988,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Erysipelatoclostridium,0.50942,0,0,0,0,0,0,0,0,0,0.12697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688,0,0,0.00221,0,0,0,0,0,0,0.05893,0,0,0,0.05375,0,0,0,0,0,0.01113,0,0,0,0.87503,0,0,0,0.0,0,0,0,0,0.61006,0.00591,0,0,0,0,0,0,0,0,0,0
g__Anaerostipes,0.40327,0.33693,0,0,0,0,0,0,0,0,0,0.05443,0,0.66327,0.06959,0,8.76139,3.39022,0.05818,0.69783,0,0,0.01754,0,0.91194,0,0,0.0268,0,2.44347,0.00206,1.00605,0.14038,0,1.23465,0,0,0,0,0.07094,0.59081,0.18768,0,0.22643,0.0004,0,0.78096,2.07434,0,0.13107,0.40429,0.02899,0,1.39964,0.47358,0.20312,0.10137,0,0.09898,0.25759,0.12501,0,0.18584,0.16113,0,0,2.93465,0,0.01202,0,0.53853,0.0,0,0,0.32155,0.06458,0.0372,2.47052,0.01762,0,0.38276,0,0.05031,0.22206,0.17986,0.20817,0.44906,0.0884
g__Fusicatenibacter,0.25161,0,1.05767,0,0,0,0.08916,0,0.08752,0.00597,0.13455,0,0,1.28853,0.0031,0,0.61208,0.46317,0.10064,0.57147,0.22429,0,0.19161,0,1.2653,0,0,0,1.41442,0.40846,0.00422,0.197,0,0,0.38074,0,0.01779,0.0406,0.04503,0,0.02458,0,0,0.39332,0.01479,0,0.06177,2.25416,0,0.13479,0.16751,0.15801,0,0.07422,0.06038,0.04094,0.05409,0,0.22591,0.67614,0.11493,0,0.36414,0.0667,0.05514,0,0.72721,0,0,0,0.40054,0.0,0.13428,0,0.51795,0.16473,0.01853,0.00872,0.12519,0,2.21031,0.02107,0.00448,0.03951,0.06558,0.02495,0.50644,0.13267
g__Dorea,0.19994,0.14632,0.1096,0,0.13822,0,0.00989,0,0.15842,0,0.25843,0.14491,0,0.1504,0.1826,0,1.7838,0.5322,0,0.4057,0,0.25203,0.28541,0.15449,0.14686,0,3.06194,0,0,0.32973,0.01989,0.36155,0.02448,0,0.32678,0,0.13004,0.03623,0,0.05531,0.11806,0.23279,0.01267,0.06804,0.08167,0,4.58709,0.35132,0.47886,0.53668,0.2008,0.00037,0,0.15531,0.29596,0.07006,0.43399,0,0.49692,0.18672,0.17069,1.02732,0.08339,0.12652,0.12804,0,1.12352,0.37016,0,0,0.03699,0.0,0.02171,0.03096,0.25908,0.04218,0.01417,0.46913,0.01626,0.09683,0.10906,0.01433,0.01822,0.25151,0.26112,0.01726,0.35374,0.07589
g__Clostridiaceae_unclassified,0.1326,0.11634,0.0578,0,0,0,0.82262,0,0.4864,0.41582,0.1185,0.12667,0,0.31502,0.06837,0,0,0.30029,0.0054,0.07563,0,0,0.48082,0,1.55597,0,0,0,0.45138,0.19765,0.52011,0.23052,0,0,0.64266,0.54776,0.11029,0,0,0.03882,0.02005,0.04726,0,0.19518,0.47991,0,0.88756,0.62224,0,0,0.26551,0.29541,0,1.11733,0,0.47277,0.31595,0,1.07771,0.17044,0.75894,0,0.07749,0.67992,0.16701,0,0.11128,0,0.18091,0,0,0.0,0.05781,0,0,0.07059,0.12637,0.63442,0.15605,0.01842,0.2821,0,0.09925,0,0.00908,0.07622,0.23689,0.12203
g__Anaerotignum,0.12544,0.09706,0,0,0,0,0,0,0,0.11221,0,0.2521,0,0,0,0,0,0,0,0.06293,0,0,0,0,0,0,0,0,0.00811,0,0.03886,0,0,0,0.05684,0,0.22225,0,0,0,0,0,0,0,0.09845,0,0.54568,0,0,0.0571,0.01551,0,0,0,0,0,0,0,0,0,0.11144,0,0,0.00578,0,0,0,0,0.46553,0,0,0.0,0,0,0,0,0,0.01855,0,0.13425,0,0,0,0,0,0,0,0
g__Flavonifractor,0.10896,0.70248,0,0.32793,0.0443,0,0.06839,0,0.03658,0.01331,0.98432,0,0.25089,0,0,0.59772,0,0,0.78098,0.08898,0.59376,0.01914,0.16308,0.21698,0,0,0,0.03596,0,0,0.03414,1.2325,0.56151,0,0.00455,0,0,0.57812,0.34444,0.85227,1.3954,0,0,0.59827,0.01709,0,0.12649,0,0.10668,0.03489,0.06636,1.58844,0.485,2.11616,0.40257,0.20809,0.01069,0,0.35681,0,0.80817,0,0.03343,0.01338,0.03013,0,0,0.16693,0.13633,0,0,0.0,0.27623,0.20515,0,0.00148,1.45968,0.01784,0.90032,0.0893,0.02182,0.03196,0.53223,0.16909,0.46627,0.05097,0,0.0776
g__Bifidobacterium,0.048,0.52544,0,0.01504,0.00358,0,0,0,0,0,0.25357,0,1.25617,3.59284,0,0.94866,40.06322,12.33616,0.05873,7.97325,1.00039,0,0,0.09203,1.92497,0,0.00399,0.01012,0,0,0,1.33772,0.08354,0.39926,0,0,0,0.15425,0.75701,0.2265,0.03643,0.93797,0,0.08959,0,0.49118,0.37347,1.36253,0.09899,0,0.83069,0.10455,1.77724,0.17212,0.85391,0.14331,0.00262,0,0,3.87338,1.00564,0,0.72774,0.01432,0,0,14.43622,0.28394,0.227,0,1.75174,0.0,1.77282,0.04561,2.60237,2.11058,0,0.01015,0,0.14406,1.52453,0.12381,0,0.29726,0,0.00853,3.98564,1.41492
g__Streptococcus,0.02265,0.02145,1.4284,5.31759,1.70174,0,0,0,0,0,0,0,1.72248,0.62145,0,2.19119,11.55069,0.49467,0.07716,0.30884,6.59963,3.72488,0.00229,0,0.46384,0.55109,0.02733,0.70802,0,0.27917,0,0.01927,0,3.33681,0.02008,0,0,7.32365,4.36832,0,0,0.13812,0.01108,0.02954,0,0,0.18161,0.07596,0.56816,0,0.7104,0,6.01758,0,0.18324,0,0,0,0,0.13333,0.28548,0,0.23954,0,0,0,0.5901,0.49729,0,0,0,0.0,6.33363,2.97665,0,0.07677,0,0,0.36325,0,0.07492,4.68213,0,0.28098,0,0,0.32633,0
g__Anaerobutyricum,0.01989,0.00501,0,0,0,0,0,0,0.6254,0,0,0,0,0.01306,0,0,0,1.41459,0,0.29403,0,0,0.82527,0,0,0,0,0,0,0.17651,0,0,0,0,0.04675,0,0,0,0,0,0.01185,0,0,0.01378,0,0,0.01486,0.07396,0.00282,0,0.23613,0.08948,0,0.80155,0.06,0,0.00202,0,1.57451,0.26978,0,0,0.00233,0.0032,0.2528,0,0.39725,0.13742,0,0,0.22553,0.0,0.02568,0,0,0.04435,0.00374,0.00516,0.0381,0,0.05684,0,0,0.13802,0,0,0.27462,0.02959
g__Haemophilus,0.0197,0.04975,0,0,0,0,0,0,0,0.14462,0,0,0,0.31518,0,0,0.77207,0.25787,0.0531,0.17925,0,0,0,0,1.33667,0,0.90028,0,0,5.05353,0,0.02278,0.01754,0,0.75344,0,0,0,0,0.01651,0,0.17039,0.02143,0,0,0,0,0.05683,1.40858,0.04324,0.10796,0,0,0,0,0,0.16906,0,0,0.10113,0.04622,0,0.27445,0,0,0,0.33241,0.81692,0,0,0,0.0,0.15804,0.14952,0,0.01987,0,0.04256,0,0,0.16189,0,0,0,0.15705,0.1832,0.68858,0.04889
g__Enterocloster,0.01876,0.01346,0,0,0.01459,0,0,0,0.03955,0,0.40367,0,0,0.02196,0,0,0,0,0.01636,0.01426,0.336,0.16741,0.01443,0.09218,0,0,0.09594,0,0,0,0.48128,0.73828,0.01861,0,0,0.05213,0.03028,0.12126,0,0.03106,0.08269,0,0,0.10583,0.08501,0,0.02153,0.02517,0.58103,0.34525,0.00632,0.55652,0.3771,0.83405,0.42426,0.0092,0,0,0.03826,0.00558,0.00147,0,0.0034,0.02917,0,0,0.07418,0.25942,0,0,0,0.0,0.22568,0,0,0.02304,0.00703,0.0011,0.08599,0.04937,0.02608,0.02395,0.10047,0,0.00126,0.02542,0,0
g__Lachnoclostridium,0.0068,0.26195,0,0,0.00065,0,0.02121,0,0.01573,0,0.03689,0,0,0,0.02522,0,0,0,0.02275,0.00509,0.1796,0,0.05874,0,0,0,0,0,0,0,0,0.52698,0.04441,0,0,0,0,0.03779,0,0.03492,0.18248,0,0,0.00192,0,0,0,0,0,0.19489,0,0.00107,0.17804,0.16175,0,0.09419,0,0.0226,0.10393,0,0,0,0.00291,0,0,0,0,0.18998,0.00906,0,0,0.0,0.16389,0,0,0,0.58186,0,0,0.08687,0,0,0,0,0,0,0,0.08054
s__Phocaeicola_vulgatus,34.61329,29.83897,21.51197,0.84099,0.81418,77.40749,9.63211,1.43481,0.19591,1.59165,0.88771,3.25721,8.52006,5.16319,32.52226,19.30671,0,7.73337,46.34298,16.86559,7.0547,4.64821,0.01114,4.54892,7.83719,0.42977,20.61141,0.56522,0.15032,11.43205,0.02135,22.23163,31.68813,6.1766,0.30575,0,0,4.68566,2.14053,29.6077,57.07255,2.91374,7.41551,22.07776,0.01932,1.96993,2.49325,11.9607,17.85913,52.30859,4.16921,12.98697,6.37375,16.9405,53.98242,45.92964,29.64692,0,0,1.61136,0.01748,54.70275,9.32394,21.88696,0,2.65223,7.77908,14.78166,9.72343,46.6796,4.98271,0.0,3.55689,1.68113,0,4.24306,6.35437,22.53962,27.19308,3.99319,5.73491,0.84853,33.35615,30.8554,68.10081,40.88078,5.93228,0.00558
s__Faecalibacterium_prausnitzii,16.35992,6.63112,16.4043,4.39913,0.53567,0,5.54904,1.10799,4.22541,4.26542,0.01301,3.05174,5.99358,40.78655,1.99051,1.43975,12.56209,7.58386,4.00834,11.44692,5.96276,1.65984,17.5389,4.95223,7.54646,0.09877,12.01522,2.27667,5.51175,19.22028,4.79358,8.31078,18.62947,0,6.90747,5.01172,12.07957,1.4372,0.54138,10.05072,20.128,2.49978,3.60599,0.307,1.58686,8.33716,10.4294,9.32664,13.71177,3.01889,4.23196,0.49355,0.50335,1.30664,2.37761,4.92612,4.19595,0,11.22761,7.47446,20.27315,5.88337,13.11615,5.66389,6.23492,0,4.72356,5.48696,13.0654,1.93952,5.8576,0.0,7.68837,0.16624,40.79133,8.34076,1.86512,9.99102,0.09824,16.51357,4.25105,3.1986,1.1132,20.00457,4.85339,7.75055,3.54632,19.46209
s__Bacteroides_fragilis,8.37311,0,0.89684,0,0,0.25545,0.71518,0.90943,0,0,0,0,0,1.81995,0,0,0.90118,1.87854,3.21583,1.21295,0,0,0,0,3.01603,0.1278,0,0.35988,19.84782,0,0.04211,0,0,0,0,0.04996,0.1344,0.78272,0,0,0,0,0,0,0.10218,2.01513,0.11902,2.23271,0,6.3002,0.47412,0.00696,0,0.18605,0,1.65448,0.94769,0,0,0.98276,1.07154,0,2.48027,0.61341,0.12631,0,3.26026,0,0.06859,0,1.58779,0.0,0,0,2.77193,2.94567,0.13334,0.43925,0,0,1.82563,0.11799,0,0,0,0,2.51083,1.72442
s__Roseburia_intestinalis,7.94112,0.84557,0.01061,0,0.21666,0,0.06619,0,0,1.21167,0,0.04572,0,3.35204,0,0,0,0.74789,3.20234,0.3765,0,0,0,0,2.03636,0,0,0,4.06421,0,0.45861,2.10543,0.0481,0,0.03974,0,1.92719,0.13602,0,0.46204,0.00118,0,0,0.00056,1.45931,0.08615,0,2.88857,0,4.41,0.38952,0,0,0,0,0.17696,0,0,0,0.13621,0,0.63448,3.608,0,0,0,3.89561,2.0888,0.02345,2.74508,1.1977,0.0,0,0,0,0.62418,0.16373,0,0,0,1.10201,0.06243,0,0,1.6906,0.5742,1.82126,0
s__Eubacterium_rectale,5.42388,1.54305,1.2853,9.62378,12.74443,0,0.8772,0,0,0.51814,0.0337,1.01348,1.89504,0.06672,0.02974,0.65259,7.63269,1.64481,0.19358,1.2289,4.35309,2.57149,0,0.85869,0.10757,0.29479,0,2.97469,4.49138,3.04616,0.20163,3.10301,0,0.67514,7.95613,0,8.15131,6.67645,2.32642,1.15658,4.95037,0.46441,2.03613,0.71326,0.56799,0,1.08333,0.09189,0,0,0.45207,2.09249,0.41974,1.01809,11.45811,0,1.8408,0,0,0.11852,3.03955,0,0.43824,2.41313,0,0,0.0978,0,0.07399,0.05116,0.05439,0.0,5.6191,0.86974,14.82687,0.31796,0.17306,1.14982,2.09315,0.09678,0.40841,3.81336,0.39228,1.86456,0,0.27519,0.17719,0.7753
s__Bacteroides_eggerthii,3.89087,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28404,0,0,0,0.02541,0.06897,0,0,0,0,0,0,0,0,0,0,0,0.24628,0,0,2.25181,0,0,0,0,0,0,0,0,0,0,0,0.01075,0,0,0,0.69419,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.49783,0.1639,0,0.10418,0.10685,0,0,0,0,0.00824,0,0
s__Lacrimispora_amygdalina,2.93459,0.06992,0.39634,0,0.15031,0,0,0,0,0,0,0.0107,0,0.15415,0,0,0,0,0.11532,0.1333,0.00597,0.1327,0.05807,0,0.09792,0,0,0.04898,0,0.0299,0.18818,0.02612,0.01713,0,0.13364,0.02311,0.35465,0.05456,0.00641,0.00203,0.10205,0,0,0,0.2701,0,0.59272,0.16696,0,1.85767,0.0348,0,0,0,2.20478,0.02692,0.03033,0,0.06699,0.02241,0.01918,1.7267,0.09768,0.03546,0.08283,0,0.2153,0,0.05766,0,0,0.0,0.19006,0.03266,0,0.04695,0.03502,0.10776,0,0,0.10462,0.02192,0,0,0.49901,0.05451,0.26096,0.34962
