Abundance,HSM6XRT2,HSM7CZ2L,ESM5GEZ3,HSM5MD59,HSM67VFX,MSM9VZMQ,HSM67VGA,HSM5MD6U,HSM7CYYZ,ESM5GEYU,HSM5MD8B,MSM79H94,MSM6J2M3,HSM67VGE,HSM67VDX,HSM5MD6O,HSM5MD8N,HSM6XRQC,CSM79HGR,HSM5MD6G,HSM7CZ2J,MSM6J2PQ,PSM6XBTZ,HSM5MD82,HSM67VG2,HSM5MD6S,HSM5MD6I,HSM67VGI,HSM5MD5D,HSM6XRTG,HSM5MD6K,PSM7J19X,HSM5MD8H,HSM67VDR,HSM5MD8D,HSM5MD5F,HSM6XRSZ,HSM6XRTE,HSM6XRSX,MSM79H52,HSM5MD5B,ESM5GEZ1,HSM7CYYV,HSM5MD8P,HSM6XRT4,MSM79H8J,CSM6J2H9,MSM6J2JF,HSM5MD57,MSM79HCN,HSM67VG6,HSM6XRTC,HSM6XRT6,ESM5ME9H,HSM67VDT,MSM9VZFJ,HSM5MD8L,HSM7CYYR,HSMA33J1,HSM5MD6E,HSM5MD8A,HSM5MD5Z,MSM6J2JH,HSM6XRTA,ESM5MEBP
f__Bacteroidaceae,63.14054,39.75259,43.46999,34.32642,20.8347,55.25213,52.64159,58.80097,20.86031,57.4736,13.09104,88.83079,13.28341,14.48032,39.45498,68.88911,48.10525,80.15053,24.0935,0.0,49.57836,4.80636,60.67795,25.81935,67.40345,67.8368,64.81972,29.46799,30.11797,11.20656,53.65117,0,38.23622,51.48877,9.17057,13.62355,51.26528,27.68922,37.39062,14.7094,35.1866,46.18764,11.26051,14.77696,49.23808,38.02948,47.27346,53.34445,41.56093,54.65089,40.28998,14.68527,19.55865,63.79365,71.49092,57.23493,7.46068,37.54507,37.44002,58.97958,47.10397,81.69033,6.62802,29.78977,50.51634
f__Oscillospiraceae,8.83402,30.33201,33.05704,18.6462,28.48162,7.50703,12.69678,10.18961,8.69558,14.48595,11.26397,0.89822,25.03727,5.30533,2.83567,3.02904,10.59132,0,4.37766,0.0,4.40777,24.94331,6.7993,22.90436,3.44136,16.60741,19.30813,6.84242,28.24782,17.60206,24.79096,14.37803,19.73702,8.30682,17.37242,14.50775,13.74651,19.41314,14.07423,28.0879,23.80045,15.12205,12.26466,7.74615,6.87027,11.0857,20.13085,6.4657,13.30583,16.79179,13.64653,17.79598,10.62938,21.15683,2.37778,7.09221,12.6099,1.22691,35.1603,22.6647,3.03051,0.9296,12.45463,12.51149,18.86711
f__Rikenellaceae,5.51513,12.46769,0,11.39728,20.49417,15.13421,14.37604,17.89281,5.91348,0,3.87342,6.26905,5.42574,2.13824,8.25077,9.61951,10.3772,0,11.80932,0.0,20.15866,0.6692,19.94873,8.16629,9.89076,6.50906,3.40527,10.0725,9.55,3.73259,6.56175,2.96632,1.51024,2.57933,2.17058,13.38406,11.47333,10.55488,7.26568,26.05744,8.5586,0,4.72239,3.88549,11.57334,9.44316,7.02406,2.27048,13.52478,8.51141,9.85977,4.5428,3.04471,0,13.04081,12.35318,2.11558,10.18672,8.07899,1.36398,2.62603,12.69152,6.40635,3.73797,0
f__Tannerellaceae,5.20326,1.64521,0,1.94074,2.31,1.03433,5.34997,1.99816,2.66566,0.06739,0.80798,1.75615,0.96095,1.74686,4.97657,13.14442,1.96872,0,1.30722,0.0,3.93001,0.55914,2.80604,0.90831,2.37722,0.99591,0,6.39726,6.09213,0.68418,0,0,0,3.78369,0.66037,1.55461,5.4017,1.50538,1.50311,3.97413,2.66563,0,0.98762,0.91023,5.54774,1.83601,2.24634,3.64544,3.81264,0,4.68523,1.03299,1.09418,0,5.89136,3.43386,0.5874,5.72279,0.90786,0,5.39965,3.58629,1.69751,0.44399,0
f__Lachnospiraceae,4.18779,4.63546,18.97934,24.83334,12.7532,5.55575,2.22561,4.69084,2.26424,13.49527,2.03832,0.13786,24.14811,7.14114,30.34184,2.94325,2.14446,9.03249,9.8064,0.0,1.54998,19.21808,3.43638,3.72606,2.70185,5.90449,6.44348,1.69989,4.24866,0.53172,7.6635,25.29787,33.74078,11.80921,0.88836,15.82261,3.75474,3.07792,7.43061,4.10959,14.65847,26.30324,10.05544,1.75507,4.3417,24.73224,11.21714,5.10097,3.46062,5.94519,8.677,0.68206,13.70995,8.7011,2.10917,8.50634,5.70374,1.34327,3.42678,5.64436,29.33289,0.6943,8.00112,6.68258,24.15135
f__Ruminococcaceae,2.29392,1.24945,0,0.17777,0.85224,0.1817,0,0.03722,0.54591,0,0,0,0.4873,0.77936,0.09797,0.02344,0,0,0.01306,0.0,1.93411,12.15107,0.00909,0,0,0.06383,0.35732,0.90675,0.59614,0,1.73522,0,0.84149,0.02659,0,4.87222,1.01598,0,3.9999,0,0.34147,0,0.77064,0,0.55845,0.74049,0.06435,0.24544,1.23783,0.02665,1.14125,0,5.45259,0,0.24856,0.0412,0,0,0.10393,0.56535,0.09607,0,0.14018,0,0
f__Akkermansiaceae,1.58516,2.79579,0,0.77117,1.21845,0,3.53933,0.08332,0.1135,0,1.7514,0,0.035,0.42541,0,0,4.97076,0,2.49066,0.0,9.50916,0,0,0.05661,4.1323,0,0,1.75586,7.38854,0.57639,0,0,0.10338,0,0.67924,6.01031,5.8224,6.59013,5.52371,0,0.9649,0,6.05211,0.19585,9.47896,0,0,19.22701,8.2701,4.82171,8.74526,2.86112,14.65777,0,2.38611,0,0.20231,1.58262,0,0.00909,0.33738,0,0.04238,9.65046,0
f__Enterobacteriaceae,1.39491,0.82186,0.05766,0.25493,0.3176,0,0,0.02058,0.03747,0.80355,0.06719,0.06119,0,0.03723,0.27458,0,0,1.18004,0,0.0,2.65433,0,0,0.29407,4.34301,0.03001,0,0.02862,0.0012,0,0,0.85583,0,0.01662,0,9.80464,0.16577,0,2.55028,0,0.15128,0.41703,0,0,7.72721,0.26439,0,0.34563,3.55562,0.01752,0.64397,0,5.8084,0.00562,0.03043,0.06239,0,0,0,0,0.62756,0,0,0.04024,0.04495
f__Veillonellaceae,1.30709,0.53093,0.74874,2.05027,0.36239,0.02297,3.04411,1.71174,15.06086,7.12544,6.41397,0.50841,0.18277,36.96073,0.09378,1.44416,2.13471,7.81121,0,0.0,0.13364,0.14074,0.22461,6.73301,0.01769,0.56793,0,4.62488,2.24899,0.34708,0.08676,0.10282,0.29985,0.22694,1.67701,4.98418,0.93852,8.31378,5.75632,0,3.28867,5.26364,3.72327,4.04779,0.96331,0.07267,1.65366,1.05431,2.75991,1.76371,1.03571,11.68563,1.70569,0.69718,0.52317,0,0.91561,1.9861,0,0.00869,1.5441,0.40796,0,16.95361,2.64291
f__Firmicutes_unclassified,1.28465,0.16942,0.46426,0.64446,0.67483,0.08966,0.12461,1.52185,2.69403,0.41674,0.02398,0,0.36496,1.51131,0.01592,0.02468,0.24081,0,0.08924,0.0,0,10.64183,0.03881,0.4903,0.01991,0.14044,0.826,0,2.59592,0.1609,0.74249,0,0.7198,0.15008,0,0.33582,0.03342,0.50518,1.69333,0,2.26239,0.94248,1.46825,0.04117,0.03677,0.4486,0.88229,0.00752,0.91219,0,0.43933,0.20501,0.95071,0.18471,0.01184,0.16693,0.04157,0.01307,0.55532,2.01912,0.03247,0,0.12522,0.24362,0.0129
f__Clostridiaceae,0.98925,0.30799,0.61154,1.17008,3.12527,3.9484,0.16926,0.62699,2.37216,1.06367,0.85207,0.35775,1.8518,1.62241,0.79447,0.50169,0.88291,0.8826,1.3154,0.0,0.64076,1.68645,1.11863,0.48602,0.51803,0.57323,2.32839,0.5987,1.58435,1.00701,2.28723,3.63141,1.37085,0.46134,1.58268,1.42702,0.32472,0.99021,1.50087,0.63498,1.55459,1.8244,2.21652,1.57614,0.64626,2.07579,4.12023,0.52762,1.03665,2.58274,0.16346,0.39649,2.29279,1.488,0.00518,4.09806,0.53019,0.08942,2.7518,5.9517,1.64881,0,8.84607,2.27487,0.09838
f__Desulfovibrionaceae,0.92922,0.57628,0.08013,0.29632,0.97857,0.03121,0.38283,0,0.44137,0.01443,0.24499,0.09353,0.07777,1.67207,0.20658,0,0.07221,0,0.01732,0.0,1.45582,0.02972,0.13553,0.14347,0.11448,0,0.22446,0.36344,0.56426,0.10774,0.57584,1.26068,0.035,0.1363,0.13422,1.89483,0.37943,0.54076,1.47658,0.08163,0.11593,0.02137,0.1855,0.14509,0.57588,0.26008,0.39924,0,1.05282,0,0.14771,0.58422,3.90432,0.4121,0.04674,0.04142,0.04019,0.07833,0.3372,0,0.34076,0,0.23324,0.36921,1.0088
f__Coriobacteriaceae,0.66876,0.03959,0,0.17651,0.20726,0,0.05216,0,0.03765,0,0.10037,0,0.17506,0.46957,0.75753,0,0.00429,0,0.16959,0.0,0.69905,0.64876,0,0.16961,0.20259,0,0.18276,0,0.351,0,0.02686,0,0.06021,1.11589,0,0.77462,0.38346,0.10642,0.5106,0.1761,0.12866,0,0,0.01311,0.45004,0.06014,0.01423,0.271,0.53548,0,0.90904,0,2.47017,0.02885,0.0428,0.05507,0.00652,0,0.01178,0.74282,0.8421,0,0.04034,0.02789,0
f__Sutterellaceae,0.60758,0.9386,1.3862,0.94023,1.31175,1.21226,0.70503,0,0.90899,2.26557,1.05183,0.15527,0.36458,1.51084,0.52421,0,0.21833,0,0.27534,0.0,0.26025,0.3796,1.57344,0.27808,0.04037,0,0.57556,0.91761,1.42304,0.3618,0.47555,0,0.16378,2.24932,0.54313,4.65864,1.13675,1.44636,3.0771,0,1.02663,2.95381,0.20138,0.65165,0.3754,1.38854,0.4328,0.59058,0.97342,2.20104,0.41809,2.19514,5.56592,1.87989,0.14025,1.26675,0.23604,2.46097,1.6021,0.27626,0.34623,0,0.46156,0.65309,1.59265
f__Bifidobacteriaceae,0.48239,0.49283,0,0.80268,0.70733,0,0.43391,0.15843,1.6587,0.27426,2.00758,0,0.00163,2.02938,6.07339,0,0.07756,0,0,0.0,0.20848,1.53884,0.29308,1.5839,0.08597,0.03978,0,0,0.46519,0.06714,0,0.10628,0,0.12947,0.1492,1.74027,0.90713,1.51161,1.87377,0.73556,2.43566,0,0.03127,0.09521,0.16718,0.03693,0.01344,1.53482,0.70458,0,1.65665,0.26071,6.53667,1.20113,0.13597,0.02297,0.02698,0,0.40958,0,1.95512,0,0,1.10139,0.18209
f__Eubacteriales_unclassified,0.41818,1.10815,0.79019,0.16926,0.64634,0.10365,0.74434,0.53397,0.11643,1.05995,0.39527,0.09106,3.09324,0.02111,0.39657,0,0.61713,0,0,0.0,0.6153,1.65553,0.27546,0.17046,0.35949,0.11346,0.45923,0,1.61646,0.17773,0.38046,1.4701,0.97341,0.58969,0.03734,0.8388,1.14237,0.8935,1.64056,0.56289,0.20612,0.24602,0,0.02645,0.34853,0.45483,0.13153,1.35499,1.17881,0.06402,1.12772,0,0.78093,0.1733,0.19572,0.43226,0.07463,0.24526,0.28083,0.29271,0.45764,0,0.06808,0.50323,0
f__Prevotellaceae,0.18686,0,0,0,0,0,0.7483,0.287,32.49357,0,54.06859,0.18079,1.15561,18.54673,0.28105,0,15.87456,0,0,0.0,0,0,0,26.0053,0.01115,0,0,33.97062,0.00491,63.01305,0,0,0,15.78095,64.78583,0,0,13.63701,0.00997,0,0,0,44.71523,63.64997,0,0.20437,0,1.54335,0,0,0,40.41351,0,0.00631,0,0.00993,68.7823,35.84435,0.77919,0.17997,0.10818,0,43.2488,13.64428,0
f__FGB76783,0.16278,0.07637,0,0.03672,0.22439,0.23807,0.11674,0,0,0,0.04735,0,0,0.08826,0,0,0.09473,0,0,0.0,0.17659,0,0.17977,0.0743,0.02389,0,0,0,0.21843,0,0,0,0,0.00848,0,0.08032,0.57013,0.08024,0.16312,0,0.02728,0,0.23189,0,0.54291,0,0.67278,0,0.09651,0,0.20283,0,0,0,0,0.02852,0.05242,0.35376,0.04084,0,0.11858,0,0,0,0
f__Coprobacillaceae,0.08101,0.06266,0,0,0.30271,0,0,0,0.01326,0,0.00275,0,0,0,0,0,0,0,0,0.0,0,0,0.0551,0.02236,0.06733,0,0,0,0,0,0,0,0,0,0,0.00503,0,0.06061,0,0,0,0,0,0,0.10904,0,0.12923,0,0,0,0.02385,0,0,0,0,0.01699,0,0,0,0,0.14882,0,0.18414,0.04337,0
f__Synergistaceae,0.05912,0,0,0,0,0,0,0.0294,0,0,0,0,0,0,0,0,0,0,0,0.0,0.09629,0,0,0.00593,0.01543,0,0,0,0,0,0,0,0,0,0,0,0,0.09192,0,0.03296,0,0,0,0,0,0,0,0,0,0,0.01483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Clostridiales_unclassified,0.05562,0,0,0.04071,0.0415,0.04054,0,0.04658,0.0682,0,0.0179,0.00539,0.01197,0.00364,0.0395,0,0.02285,0,0.00337,0.0,0.00529,0,0,0.04791,0.01005,0.00104,0.01431,0,0.16439,0.02336,0.0133,0,0,0,0,0.05926,0.15213,0.0793,0.23348,0,0.04309,0,0,0,0,0.6571,0.30047,0.05682,0.1552,0,0,0,0,0,0.01469,0.29799,0,0,0,0.01144,0,0,0,0,0
f__FGB8822,0.04742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.02464,0,0,0,0,0,0,0,0.00885,0,0,0,0,0,0,0.01554,0,0,0.00369,0,0,0,0,0,0,0,0,0.00462,0.04558,0,0,0,0,0,0,0.04341,0,0,0,0,0,0,0,0,0
f__Erysipelotrichaceae,0.04696,0,0,0.00149,0.02704,0,0.021,0.03538,0.15759,0.00399,0.0932,0,0,0.23211,0.31774,0,0.02495,0,0,0.0,0.0759,0.06363,0,0.06579,0.05883,0.00125,0.0168,0,0.03972,0.01637,0.02182,2.85794,0.21728,0,0,0.17178,0.12597,0.04841,0.24228,4.0004,0.02486,0,0,0.01228,0.02852,0.09627,0.01482,0.01321,0.21508,0,0.07538,0,0.21452,0.12878,0,0.04391,0,0,0.28052,0.02375,0.04294,0,0.01954,0.07679,0.08901
f__Streptococcaceae,0.04073,0.3138,0.01641,0.2535,0.06321,0,0,0,0,0,0.01764,0,0.01394,0.01032,0,0,0.03839,0,1.13341,0.0,0.21131,0.0565,0.4896,0.38195,0.00273,0,0,0,0,0,0,0,0,0,0,0.0854,0.02951,0.07926,0,0.1057,0.24729,0,0,0,0.07912,0,0.01035,0,0.07567,0,3.14491,0,0.10871,0,0,0,0,0,0,0.0224,0.18548,0,0,0,0.23889
f__FGB3070,0.0338,0.22083,0,0.03306,0.21278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.13488,0,0,0,0.10375,0,0,0,0.35186,0,0,0,0,0,0,0.00425,0.35388,0,0.48367,0.15651,0,0,0,0,0,0.08835,0,0.22047,0.45113,0,0.41208,0,0,0,0,0.23393,0,0,0.06102,0,0,0,0.02892,0,0
f__Chromatiaceae,0.02504,0,0.08985,0.12326,0.366,0,0,0,0,0.14361,0.04308,0,0,0,0,0,0.05455,0,0,0.0,0,0,0,0.10246,0.00314,0,0.03878,0,0.03355,0.00898,0.00269,0,0,0,0,0.01419,0,0.0646,0.09209,0,0.07269,0.15584,0,0,0.05308,0.04311,0,0,0.0562,0,0.12149,0,0,0.02485,0,0.03148,0.00649,0.01145,0,0.01921,0,0,0,0.04574,0
f__Methylobacteriaceae,0.02201,0.31935,0,0.05529,0.16817,0.01086,0,0,0,0,0,0,0,0,0.0277,0,0,0,0,0.0,0.07545,0,0.00292,0,0.01897,0,0.12538,0,0.07966,0,0.35221,0,0,0,0,0.14775,0.01095,0,0.16687,0,0,0,0,0,0.01611,0.05559,0.00034,0,0.02776,0,0.01517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Selenomonadaceae,0.01195,0,0,0,0.06609,0,0,0,2.01443,0,0,0,0,1.44107,0,0,0,0,0,0.0,0,0.11571,0,0,0,0,0,1.18886,0.02931,0,0,0,0,0,0,0.172,0.00635,0,0.10471,0,0,0,0.6534,0,0.05191,0.00176,0.01936,0,0.02627,0,0.02856,0,0.6688,0,0,0,0,0.04951,0,0,0,0,0.65593,0,0
f__FGB1011,0.00846,0,0.01221,0.03131,0.05784,0,0,0.03092,0,0.0114,0.24045,0,0.00257,0.0038,0.1086,0,0,0,0,0.0,0.03981,0,0,0.10533,0,0.00749,0,0,0.0914,0.00294,0,0,0,0,0,0.00725,0.01063,0.19054,0.1502,0,0.03485,0,0,0,0.02746,0.07491,0,0.02438,0.04213,0,0.04237,0,0.01035,0,0.01032,0.02621,0,0,0,0,0.09247,0,0,0.04564,0
f__Lactobacillaceae,0.00617,0.01854,0,0,0,0.05792,0,0,0,0,0,0,1.17498,0,0,0,0,0,0.16294,0.0,0,0.70621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641,0,0.03173,0,0,0,0,0,0,0,0.01416,0.49264,0.14929,0,0,0,0,0,0,0,0,0,1.54098,0,1.03231,0,0
f__Clostridia_unclassified,0.00435,0.6189,0.02572,0.00997,0.12485,0.03438,0,0.03627,0,0.00277,0.06348,0,0.04935,0.04596,0.70352,0,0.01386,0,0.06754,0.0,1.18897,0,0,0.02653,0.43501,0,0,0,0.03319,0.00498,0,0.97793,0.10129,0,0,0.07513,0.06322,0.0063,0.24857,1.27731,0.02501,0.00131,0,0,0.05739,0.23197,0.22,0.16385,0.04236,0.06794,0.74563,0,0.04318,0.01231,0.05722,0.44502,0,0,0.16207,0,0.01853,0,0.04567,0,0
g__Bacteroides,36.22342,28.14676,17.1713,21.45067,7.56685,27.45175,33.5557,46.22469,7.44786,17.91411,9.32105,63.40466,6.65453,5.94232,23.71511,56.81102,37.69067,74.37954,6.27317,0.0,34.46829,2.1719,39.36484,14.94602,61.68255,56.91134,43.57338,19.6228,16.34636,7.84465,33.2919,0,22.74137,15.51388,5.57463,6.59043,20.17781,19.05943,17.84385,13.16458,26.43683,23.13604,8.07433,5.83617,22.48056,27.42703,26.08752,34.60696,17.89106,7.46707,29.77744,10.47514,7.53456,16.33046,47.96973,25.1272,5.16971,26.05358,9.1152,47.46806,27.40229,64.05208,3.37337,16.14876,11.53279
g__Phocaeicola,26.91712,11.60584,26.29869,12.87575,13.26785,27.80038,19.08589,12.57628,13.41246,39.55948,3.76999,25.42614,6.62888,8.53801,15.73987,12.07809,10.41459,5.77099,17.82033,0.0,15.11007,2.63447,21.31311,10.87334,5.72089,10.92546,21.24635,9.84519,13.7716,3.36192,20.35927,0,15.49485,35.97489,3.59595,7.03312,31.08747,8.6298,19.54677,1.54482,8.74977,23.0516,3.18617,8.94078,26.75751,10.60245,21.18594,18.73749,23.66987,47.18383,10.51254,4.21013,12.02409,47.46319,23.52119,32.10774,2.29097,11.49149,28.32482,11.51152,19.70168,17.63825,3.25465,13.641,38.98356
g__Parabacteroides,5.20326,1.64521,0,1.94074,2.31,1.03433,5.34997,1.99816,2.66566,0.06739,0.80798,1.75615,0.49005,1.74686,4.97657,13.14442,1.96872,0,1.30722,0.0,3.93001,0.55914,2.80604,0.90831,2.37722,0.99591,0,6.39726,6.09213,0.68418,0,0,0,3.78369,0.66037,1.55461,5.4017,1.50538,1.50311,3.97413,2.66563,0,0.98762,0.91023,5.54774,1.83601,2.24634,3.64544,3.81264,0,4.68523,1.03299,1.09418,0,5.89136,3.43386,0.5874,5.72279,0.90786,0,5.39965,3.58629,1.69751,0.44399,0
g__Faecalibacterium,4.61883,26.90203,24.26813,15.22471,19.26994,4.3688,9.06185,8.67027,6.7529,7.66017,6.82124,0.5071,9.00289,4.54533,0.86007,2.65604,5.93886,0,2.11617,0.0,0.59495,1.26939,2.33386,19.6806,0.16285,15.77968,17.8165,4.41946,17.20521,15.01839,23.05028,0,14.69528,7.66654,15.83233,11.24026,5.79429,10.12084,7.67883,0.05428,17.52922,6.55519,10.71919,5.77334,2.58976,6.97193,15.98448,2.19916,4.03449,5.26378,8.65569,16.22275,6.95428,18.03075,1.65953,5.71815,10.11558,0.98808,16.4522,19.23988,0.09855,0.9296,6.07642,9.30633,18.18958
g__Alistipes,4.42442,4.03867,0,1.30245,2.56371,14.23901,14.37604,17.89281,5.91348,0,3.87342,6.26905,2.7366,2.02688,8.25077,9.61951,10.3772,0,11.76689,0.0,12.07119,0.22717,10.41948,8.16629,9.89076,6.50906,3.40527,10.0725,5.3145,3.73259,6.56175,2.96632,1.51024,2.57933,2.17058,0.92463,10.76455,10.55488,2.69236,8.00504,1.29881,0,4.72239,3.88549,11.57334,9.44316,7.02406,2.27048,4.95218,8.51141,9.40417,4.5428,2.00404,0,13.04081,12.35318,2.11558,10.18672,8.07899,1.36398,2.52283,12.69152,1.60739,3.73797,0
g__Ruminococcus,2.54138,1.52354,6.23626,2.47704,6.74231,0.50696,0.43675,0.08159,0.0093,4.08699,0.14792,0,0.26824,0.0466,0.00168,0.09252,0.07681,0,0.39362,0.0,0.44425,21.89707,0.61201,0,1.58127,0.00961,0.39983,0,2.93351,0.07635,0.58371,0,4.73835,0,0.04544,0.83226,3.82356,0.10802,2.5635,23.82932,5.14845,7.23221,0,0,1.91293,2.62823,1.49168,1.0837,4.48976,0,2.51473,0.33055,1.60398,0.25103,0,0.3304,0.29921,0,11.00115,1.89934,0.01832,0,0.79408,0.29276,0.00252
g__Candidatus_Cibionibacter,2.29392,1.24945,0,0.17777,0.85224,0.1817,0,0.03722,0.54591,0,0,0,0.4873,0.77936,0.09797,0.02344,0,0,0.01306,0.0,1.93411,12.15107,0.00909,0,0,0.06383,0.35732,0.90675,0.59614,0,1.73522,0,0.84149,0.02659,0,4.87222,1.01598,0,3.9999,0,0.34147,0,0.77064,0,0.55845,0.74049,0.06435,0.24544,1.23783,0.02665,1.14125,0,5.45259,0,0.24856,0.0412,0,0,0.10393,0.56535,0.09607,0,0.14018,0,0
g__Akkermansia,1.58516,2.79579,0,0.77117,1.21845,0,3.53933,0.08332,0.1135,0,1.7514,0,0.035,0.42541,0,0,4.97076,0,2.49066,0.0,9.50916,0,0,0.05661,4.1323,0,0,1.75586,7.38854,0.57639,0,0,0.10338,0,0.67924,6.01031,5.8224,6.59013,5.52371,0,0.9649,0,6.05211,0.19585,9.47896,0,0,19.22701,8.2701,4.82171,8.74526,2.86112,14.65777,0,2.38611,0,0.20231,1.58262,0,0.00909,0.33738,0,0.04238,9.65046,0
g__Escherichia,1.39491,0.82186,0.05766,0.11778,0.3176,0,0,0.02058,0.03747,0.80355,0.06719,0.06119,0,0.03723,0.27458,0,0,0.36925,0,0.0,2.65433,0,0,0.29407,4.34301,0.03001,0,0.02862,0.0012,0,0,0.79854,0,0,0,8.01917,0.16577,0,2.51227,0,0.14605,0.41703,0,0,7.72721,0,0,0.34563,3.5402,0,0.64397,0,5.8084,0.00562,0.03043,0.06111,0,0,0,0,0.62756,0,0,0.04024,0.04495
g__Lachnospiraceae_unclassified,1.31124,2.44158,5.78836,1.75273,1.74825,1.50357,0,0.35522,0.64012,5.08808,0,0,2.86721,0.35006,4.84867,0.37088,0,2.69708,0.67982,0.0,0.59607,0.93828,2.59385,0,0.01283,1.71516,3.92311,0,1.72303,0,3.59076,0,19.71728,1.2959,0,7.04977,0.90622,0.01223,2.08463,0.91859,1.96928,7.52083,0,0,0.27829,0.77118,1.35019,1.94012,0.45909,0.69408,1.04128,0,1.3103,2.09605,1.2579,1.76203,0,0,0.91108,2.90668,4.58003,0,0.93696,0,11.24251
g__Firmicutes_unclassified,1.28465,0.16942,0.46426,0.64446,0.67483,0.08966,0.12461,1.52185,2.69403,0.41674,0.02398,0,0.36496,1.51131,0.01592,0.02468,0.24081,0,0.08924,0.0,0,10.64183,0.03881,0.4903,0.01991,0.14044,0.826,0,2.59592,0.1609,0.74249,0,0.7198,0.15008,0,0.33582,0.03342,0.50518,1.69333,0,2.26239,0.94248,1.46825,0.04117,0.03677,0.4486,0.78685,0.00752,0.91219,0,0.43933,0.20501,0.95071,0.18471,0.01184,0.16693,0.04157,0.01307,0.55532,2.01912,0.03247,0,0.12522,0.24362,0.0129
g__Dialister,1.16244,0,0.41578,1.14962,0,0,3.04411,1.68945,15.05474,2.57973,6.40622,0.50841,0.12951,36.96073,0,0.53968,2.13471,0,0,0.0,0,0,0.22461,6.7146,0,0.46111,0,4.62488,1.0369,0.34708,0.08676,0,0.20942,0.12801,1.67701,4.39312,0.61339,8.31378,4.0434,0,1.42256,2.9308,3.72327,4.02175,0.73125,0.07267,1.65366,0.45446,2.11314,1.73641,0,11.68563,0.92359,0.61638,0.44633,0,0.91561,1.9861,0,0.00869,0.53663,0.40796,0,16.95361,1.43206
g__Roseburia,1.09986,0.63098,11.00276,19.94396,5.59748,2.93218,1.35503,0.71186,0.73037,3.22391,0.48836,0,8.0718,2.42275,0.73294,0.19622,0.85861,0.00981,2.92408,0.0,0.43177,2.90387,0.08657,0.37364,0,2.23517,0.43918,1.36875,0.67116,0.4175,0.45652,0,0.43405,9.17513,0.6801,0.82605,0.04051,0.58226,2.57661,0.06004,11.04483,15.67002,9.82522,0.09555,0.9974,21.57,6.84326,0.37115,0.94871,1.68133,3.30239,0.36431,0.16846,3.33109,0.15471,2.22319,5.36822,0.28374,0.56447,0.38027,12.56395,0,1.66923,3.18263,7.56334
g__GGB3278,1.09071,8.42903,0,10.09483,17.93046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04243,0.0,8.08747,0,0,0,0,0,0,0,4.23549,0,0,0,0,0,0,12.45944,0.70878,0,4.57333,0,7.25979,0,0,0,0,0,0,0,8.57261,0,0.4556,0,1.04067,0,0,0,0,0,0,0,0.1032,0,3.14592,0,0
g__Bilophila,0.92922,0.57628,0,0.29632,0.97857,0.03121,0.38283,0,0.44137,0,0.24499,0.09353,0.01757,1.66309,0.10961,0,0.07221,0,0.01732,0.0,1.45582,0.02972,0.13553,0.14347,0.11448,0,0.22446,0.36344,0.56426,0.10774,0.57584,0,0.035,0,0.13422,1.89483,0.37943,0.54076,1.47658,0,0.11593,0,0.1855,0.14509,0.57588,0.26008,0.09353,0,1.05282,0,0.14771,0.58422,3.90432,0,0,0,0.04019,0.07833,0.21708,0,0.34076,0,0,0.36921,0
g__Clostridium,0.85761,0.19742,0.47278,1.02533,3.02565,3.50214,0.12636,0.4475,2.2696,0.73069,0.8025,0.12235,1.33175,1.51354,0.24707,0.49469,0.80648,0.8826,1.11115,0.0,0.64076,1.42886,0.10557,0.35035,0.01418,0.43146,1.78778,0.5987,1.4825,0.96423,1.91937,0.87785,0.62316,0.34607,1.58268,1.22623,0.26992,0.67386,1.22367,0.19895,1.34547,1.36736,2.21652,1.56995,0.45789,1.60154,3.35599,0.2704,0.85061,1.07713,0.15049,0.34003,2.06598,1.48605,0,2.93078,0.52404,0.07358,1.05569,5.09828,1.54572,0,6.01079,2.15132,0.09838
g__Collinsella,0.66876,0.03959,0,0.17651,0.20726,0,0.05216,0,0.03765,0,0.10037,0,0.16773,0.46957,0.75753,0,0.00429,0,0.16959,0.0,0.69905,0.6481,0,0.16961,0.20259,0,0.18276,0,0.351,0,0.02686,0,0.06021,1.11589,0,0.65705,0.38346,0.10642,0.49254,0.1761,0.12866,0,0,0.01311,0.43192,0.06014,0.01423,0.271,0.53548,0,0.90904,0,2.45135,0.02885,0.0428,0.05507,0.00652,0,0.01178,0.74282,0.8421,0,0.04034,0.02789,0
g__Sutterella,0.58267,0.9386,1.03252,0,0.96125,1.16824,0,0,0.89088,0.11921,0,0,0.18143,0.11367,0,0,0,0,0,0.0,0.26025,0.19309,1.55315,0,0.03456,0,0,0.91761,0,0,0,0,0,2.24932,0,0,0,0,0,0,0,2.5034,0.20138,0,0.19049,1.3806,0,0.35798,0,0,0.38372,0,0,1.69918,0,1.19233,0,2.46097,1.6021,0,0,0,0.46156,0,1.22812
